Vorgangsnummer,Kategorie,Ort,Zustand,Erstellungsdatum,Letztes Bearbeitungsdatum,Eingangskanal
ttjsnd,Verkehrsverstöße,"Goethestraße 23, 76135 Karlsruhe",Behoben,2013-10-14T20:46:00+02:00,2013-10-14T20:46:00+02:00,MOBILE
hkkq3l,Gefahrenstellen,"Henriette-Obermüller-Straße, 76137 Karlsruhe",Eingetroffen,2013-10-14T19:47:00+02:00,2013-10-14T19:47:00+02:00,MOBILE
tzk9vg,Verunreinigungen,"Gartenstraße 105, 76135 Karlsruhe",Behoben,2013-10-14T17:34:00+02:00,2013-10-14T17:34:00+02:00,MOBILE
zt1knh,Ampeln für Fußgänger oder Radfahrer,"Karl-Wilhelm-Platz 1, 76131 Karlsruhe",Behoben,2013-10-14T17:29:00+02:00,2013-10-14T17:29:00+02:00,MOBILE
xxopbp,Beschilderung,"Pforzheimer Straße, 76227 Karlsruhe",Behoben,2013-10-14T17:23:00+02:00,2013-10-14T17:23:00+02:00,MOBILE
rvwfjm,Straßenbeleuchtung,"Straße des Roten Kreuzes 73, 76228 Karlsruhe",Behoben,2013-10-14T12:13:00+02:00,2013-10-14T12:13:00+02:00,MOBILE
cogeu2,KA-Feedback Nutzerumfrage,"Karl-Friedrich-Straße 12, 76133 Karlsruhe",Eingetroffen,2013-10-14T10:22:00+02:00,2013-10-14T10:22:00+02:00,MOBILE
mcvwcp,Beschilderung,"Gerwigstraße 49, 76131 Karlsruhe",Behoben,2013-10-14T10:19:00+02:00,2013-10-14T10:19:00+02:00,MOBILE
awiye2,KA-Feedback Nutzerumfrage,"Pfinztalstraße 90, 76227 Karlsruhe",Eingetroffen,2013-10-14T08:08:00+02:00,2013-10-14T08:08:00+02:00,MOBILE
nruswq,Verkehrsverstöße,"Reichenbachstraße 10, 76227 Karlsruhe",Eingetroffen,2013-10-14T08:07:00+02:00,2013-10-14T08:07:00+02:00,MOBILE
gaask3,Beschilderung,"Wilhelm-Leuschner-Straße 63, 76189 Karlsruhe",Abgeschlossen,2013-10-14T06:52:00+02:00,2013-10-14T06:52:00+02:00,MOBILE
nhfsqv,Gefahrenstellen,"Graf-Stauffenberg-Straße 21, 76189 Karlsruhe",Eingetroffen,2013-10-13T23:02:00+02:00,2013-10-13T23:02:00+02:00,MOBILE
fdznp4,KA-Feedback Nutzerumfrage,"Zedernweg 16, 76149 Karlsruhe",Eingetroffen,2013-10-13T20:45:00+02:00,2013-10-13T20:45:00+02:00,MOBILE
7ddtob,Verkehrsverstöße,"Fichtenweg 43, 76149 Karlsruhe",Eingetroffen,2013-10-13T20:40:00+02:00,2013-10-13T20:40:00+02:00,MOBILE
yzt7tr,KA-Feedback Nutzerumfrage,"Bahnhofstraße 6, 76137 Karlsruhe",Eingetroffen,2013-10-13T20:01:00+02:00,2013-10-13T20:01:00+02:00,MOBILE
fikisd,Verunreinigungen,"Beiertheimer Allee 34, 76137 Karlsruhe",Behoben,2013-10-13T16:33:00+02:00,2013-10-13T16:33:00+02:00,MOBILE
4hhyuy,Verunreinigungen,"Neureuter Straße, 76149 Karlsruhe",Behoben,2013-10-13T15:09:00+02:00,2013-10-13T15:09:00+02:00,MOBILE
qppoyw,Verunreinigungen,"Karl-Wolf-Weg, 76135 Karlsruhe",Behoben,2013-10-13T12:13:00+02:00,2013-10-13T12:13:00+02:00,MOBILE
yx12ix,KA-Feedback Nutzerumfrage,"Luise-Riegger-Straße 52, 76137 Karlsruhe",Eingetroffen,2013-10-13T11:59:00+02:00,2013-10-13T11:59:00+02:00,MOBILE
ijkqcg,Gefahrenstellen,"Theodor-Heuss-Allee, 76131 Karlsruhe",Eingetroffen,2013-10-13T01:37:00+02:00,2013-10-13T01:37:00+02:00,MOBILE
lgrtuy,KA-Feedback Nutzerumfrage,"Kolberger Straße 12F, 76139 Karlsruhe",Eingetroffen,2013-10-13T01:33:00+02:00,2013-10-13T01:33:00+02:00,MOBILE
g1tuyl,Gefahrenstellen,"Stuttgarter Straße 35, 76137 Karlsruhe",Behoben,2013-10-12T22:03:00+02:00,2013-10-12T22:03:00+02:00,MOBILE
rl5vy1,Verkehrsverstöße,"Luise-Riegger-Straße 52, 76137 Karlsruhe",Eingetroffen,2013-10-12T19:18:00+02:00,2013-10-12T19:18:00+02:00,MOBILE
upuliz,Beschilderung,"Kronenstraße 36, 76133 Karlsruhe",Behoben,2013-10-12T16:27:00+02:00,2013-10-12T16:27:00+02:00,MOBILE
370uuh,Beschilderung,"Ludwig-Wilhelm-Straße 10, 76131 Karlsruhe",Behoben,2013-10-12T16:23:00+02:00,2013-10-12T16:23:00+02:00,MOBILE
5fbcc1,Verunreinigungen,"Gellertstraße 39, 76185 Karlsruhe",Behoben,2013-10-12T15:08:00+02:00,2013-10-12T15:08:00+02:00,MOBILE
spmkzm,Gefahrenstellen,"Veilchenstraße 24-26, 76131 Karlsruhe",Eingetroffen,2013-10-12T14:48:00+02:00,2013-10-12T14:48:00+02:00,MOBILE
yj9koa,Ampeln für Fußgänger oder Radfahrer,"Beiertheimer Allee 38, 76137 Karlsruhe",Behoben,2013-10-12T12:52:00+02:00,2013-10-12T12:52:00+02:00,MOBILE
bsluvx,Ampeln für Fußgänger oder Radfahrer,"Lameystraße 15, 76185 Karlsruhe",Behoben,2013-10-12T11:27:00+02:00,2013-10-12T11:27:00+02:00,MOBILE
nkcuut,KA-Feedback Nutzerumfrage,"Albert-Braun-Straße 11A, 76189 Karlsruhe",Eingetroffen,2013-10-12T10:22:00+02:00,2013-10-12T10:22:00+02:00,MOBILE
m3npux,Verunreinigungen,"Albert-Braun-Straße 11A, 76189 Karlsruhe",Behoben,2013-10-12T10:20:00+02:00,2013-10-12T10:20:00+02:00,MOBILE
1hbgsk,Ampeln für Fußgänger oder Radfahrer,"Ludwig-Erhard-Allee 3, 76131 Karlsruhe",Behoben,2013-10-11T21:14:00+02:00,2013-10-11T21:14:00+02:00,MOBILE
zkagk8,Gefahrenstellen,"Otto-Schließler-Straße 2, 76229 Karlsruhe",Eingetroffen,2013-10-11T16:28:00+02:00,2013-10-11T16:28:00+02:00,MOBILE
yrsqfw,Gefahrenstellen,"Pfinzstraße 92, 76227 Karlsruhe",Eingetroffen,2013-10-11T16:00:00+02:00,2013-10-11T16:00:00+02:00,MOBILE
pis08p,Gefahrenstellen,"Maxau am Rhein 26, 76187 Karlsruhe",Eingetroffen,2013-10-11T12:07:00+02:00,2013-10-11T12:07:00+02:00,MOBILE
suxh7u,Verunreinigungen,"Kochstraße 1, 76133 Karlsruhe",Behoben,2013-10-11T08:18:00+02:00,2013-10-11T08:18:00+02:00,MOBILE
9pq8iq,Straßenbeleuchtung,"Grünewaldstraße 16, 76149 Karlsruhe",Behoben,2013-10-10T21:04:00+02:00,2013-10-10T21:04:00+02:00,MOBILE
zztwpg,Ampel für Kraftfahrzeuge,"Willy-Brandt-Allee, 76131 Karlsruhe",Behoben,2013-10-10T18:11:00+02:00,2013-10-10T18:11:00+02:00,MOBILE
pogtpz,Verkehrsverstöße,"Wettersteinstraße 43, 76228 Karlsruhe",Eingetroffen,2013-10-10T16:50:00+02:00,2013-10-10T16:50:00+02:00,MOBILE
9g2lk0,Beschilderung,"Auf den Lohn 2, 76227 Karlsruhe",Behoben,2013-10-10T16:47:00+02:00,2013-10-10T16:47:00+02:00,MOBILE
d4ea95,KA-Feedback Nutzerumfrage,"Christian-Schneider-Straße 30, 76185 Karlsruhe",Eingetroffen,2013-10-09T14:08:00+02:00,2013-10-09T14:08:00+02:00,MOBILE
mjzo8g,Straßenbeleuchtung,"Pfistergrund 13, 76227 Karlsruhe",Behoben,2013-10-09T12:04:00+02:00,2013-10-09T12:04:00+02:00,MOBILE
1pclkk,Verkehrsverstöße,"Lorenzstraße 29A, 76135 Karlsruhe",Behoben,2013-10-09T12:03:00+02:00,2013-10-09T12:03:00+02:00,MOBILE
5mzozf,Verunreinigungen,"Damaschkestraße 122, 76133 Karlsruhe",Behoben,2013-10-09T11:37:00+02:00,2013-10-09T11:37:00+02:00,MOBILE
5wasjn,KA-Feedback Nutzerumfrage,"Wikingerstraße 36, 76189 Karlsruhe",Eingetroffen,2013-10-09T11:18:00+02:00,2013-10-09T11:18:00+02:00,MOBILE
obbgki,Straßenbeleuchtung,"Rheinstraße 116, 76185 Karlsruhe",Behoben,2013-10-09T11:16:00+02:00,2013-10-09T11:16:00+02:00,MOBILE
nqohlg,Straßenbeleuchtung,"Karl-Wolf-Weg, 76135 Karlsruhe",Behoben,2013-10-09T11:11:00+02:00,2013-10-09T11:11:00+02:00,MOBILE
lqtglg,Straßenbeleuchtung,"Schillerstraße 45, 76135 Karlsruhe",Behoben,2013-10-09T05:12:00+02:00,2013-10-09T05:12:00+02:00,MOBILE
jawehu,Beschilderung,"Anna-Lauter-Straße 9, 76137 Karlsruhe",Behoben,2013-10-08T22:32:00+02:00,2013-10-08T22:32:00+02:00,MOBILE
hzowv1,Verunreinigungen,"Ernst-Frey-Straße 2, 76135 Karlsruhe",Behoben,2013-10-08T19:25:00+02:00,2013-10-08T19:25:00+02:00,MOBILE
sdajge,Verunreinigungen,"Hermann-Veit-Straße 7, 76135 Karlsruhe",Behoben,2013-10-08T19:24:00+02:00,2013-10-08T19:24:00+02:00,MOBILE
knsqyr,Gefahrenstellen,"Auer Straße 52, 76227 Karlsruhe",Eingetroffen,2013-10-08T18:17:00+02:00,2013-10-08T18:17:00+02:00,MOBILE
b5pxs4,Verunreinigungen,"Karl-Wolf-Weg, 76135 Karlsruhe",Behoben,2013-10-08T17:51:00+02:00,2013-10-08T17:51:00+02:00,MOBILE
aghzra,Straßenbeleuchtung,"Fridtjof-Nansen-Straße 1, 76228 Karlsruhe",Behoben,2013-10-08T10:29:00+02:00,2013-10-08T10:29:00+02:00,MOBILE
z7fmfq,Verunreinigungen,"K9657, 76135 Karlsruhe",Behoben,2013-10-07T22:22:00+02:00,2013-10-07T22:22:00+02:00,MOBILE
ey2zzf,Straßenbeleuchtung,"Reithohl 3B, 76229 Karlsruhe",Behoben,2013-10-07T21:48:00+02:00,2013-10-07T21:48:00+02:00,MOBILE
kodvkn,Ampeln für Fußgänger oder Radfahrer,"Ludwig-Erhard-Allee 3, 76131 Karlsruhe",Abgeschlossen,2013-10-07T21:44:00+02:00,2013-11-16T15:54:00+01:00,MOBILE
66j0r2,Verkehrsverstöße,"Wasgaustraße 3, 76227 Karlsruhe",Eingetroffen,2013-10-07T17:25:00+02:00,2013-10-07T17:25:00+02:00,MOBILE
ubtbel,Gefahrenstellen,"Werderstraße 87, 76137 Karlsruhe",Eingetroffen,2013-10-07T15:40:00+02:00,2013-10-07T15:40:00+02:00,MOBILE
onearz,Verunreinigungen,"Hermann-Veit-Straße 7, 76135 Karlsruhe",Behoben,2013-10-07T14:37:00+02:00,2013-10-07T14:37:00+02:00,MOBILE
xztfch,Straßenbeleuchtung,"Ernst-Frey-Straße 2, 76135 Karlsruhe",Behoben,2013-10-07T14:33:00+02:00,2013-10-07T14:33:00+02:00,MOBILE
xsnsxb,Verkehrsverstöße,"Rubensstraße 27, 76149 Karlsruhe",Behoben,2013-10-07T14:18:00+02:00,2013-10-07T14:18:00+02:00,MOBILE
njveua,Verunreinigungen,"Luisenstraße 57, 76137 Karlsruhe",Behoben,2013-10-07T14:03:00+02:00,2013-10-07T14:03:00+02:00,MOBILE
mc0mh7,Verunreinigungen,"Europahalle, 76135 Karlsruhe",Behoben,2013-10-07T12:56:00+02:00,2013-10-07T12:56:00+02:00,MOBILE
41zztj,Verunreinigungen,"Karl-Wolf-Weg, 76135 Karlsruhe",Behoben,2013-10-07T12:54:00+02:00,2013-10-07T12:54:00+02:00,MOBILE
fxqkkw,Verunreinigungen,"Karl-Wolf-Weg, 76135 Karlsruhe",Behoben,2013-10-07T12:53:00+02:00,2013-10-07T12:53:00+02:00,MOBILE
avehwh,Verunreinigungen,"Karl-Wolf-Weg, 76135 Karlsruhe",Behoben,2013-10-07T12:52:00+02:00,2013-10-07T12:52:00+02:00,MOBILE
kpf8w7,KA-Feedback Nutzerumfrage,"Philipp-Reis-Straße 2, 76137 Karlsruhe",Eingetroffen,2013-10-07T12:32:00+02:00,2013-10-07T12:32:00+02:00,MOBILE
oy7ok4,Beschilderung,"Ostendstraße 19, 76131 Karlsruhe",Abgeschlossen,2013-10-07T12:31:00+02:00,2013-10-07T12:31:00+02:00,MOBILE
8fcho0,Gefahrenstellen,"Grabener Allee, 76149 Karlsruhe",Eingetroffen,2013-10-07T08:24:00+02:00,2013-10-07T08:24:00+02:00,MOBILE
9e84j4,Ampeln für Fußgänger oder Radfahrer,"Herdweg, 76227 Karlsruhe",Behoben,2013-10-07T07:42:00+02:00,2013-10-07T07:42:00+02:00,MOBILE
cfg6bh,Verkehrsverstöße,"Goethestraße 23, 76135 Karlsruhe",Eingetroffen,2013-10-06T19:04:00+02:00,2013-10-06T19:04:00+02:00,MOBILE
zhoyyv,Verkehrsverstöße,"Erbprinzenstraße 14, 76133 Karlsruhe",Eingetroffen,2013-10-06T19:02:00+02:00,2013-10-06T19:02:00+02:00,MOBILE
pl3eyb,KA-Feedback Nutzerumfrage,"Amalie Baader Straße 2, 76137 Karlsruhe",Eingetroffen,2013-10-06T17:50:00+02:00,2013-10-06T17:50:00+02:00,MOBILE
ydlcuq,Verkehrsverstöße,"Stuttgarter Straße 35, 76137 Karlsruhe",Eingetroffen,2013-10-06T17:48:00+02:00,2013-10-06T17:48:00+02:00,MOBILE
crjor9,Ampeln für Fußgänger oder Radfahrer,"Willy-Brandt-Allee, 76149 Karlsruhe",Abgeschlossen,2013-10-06T15:44:00+02:00,2013-10-06T15:44:00+02:00,MOBILE
zp6hul,Gefahrenstellen,"Schloßplatz 12, 76131 Karlsruhe",Eingetroffen,2013-10-06T13:07:00+02:00,2013-10-06T13:07:00+02:00,MOBILE
kqtdqo,Gefahrenstellen,"Brandenkopfstraße 1, 76189 Karlsruhe",Eingetroffen,2013-10-06T13:02:00+02:00,2013-10-06T13:02:00+02:00,MOBILE
htdkkp,Gefahrenstellen,"Brandenkopfstraße 1, 76189 Karlsruhe",Eingetroffen,2013-10-06T13:01:00+02:00,2013-10-06T13:01:00+02:00,MOBILE
onjpb6,Verunreinigungen,"Brandenkopfstraße 1, 76189 Karlsruhe",Behoben,2013-10-06T12:59:00+02:00,2013-10-06T12:59:00+02:00,MOBILE
pife2t,Verunreinigungen,"Brandenkopfstraße 1, 76189 Karlsruhe",Behoben,2013-10-06T12:57:00+02:00,2013-10-06T12:57:00+02:00,MOBILE
vqxb2v,Beschilderung,"Hohlohstraße, 76189 Karlsruhe",Behoben,2013-10-06T12:55:00+02:00,2013-10-06T12:55:00+02:00,MOBILE
icea7v,Verunreinigungen,"Goethestraße 19, 76135 Karlsruhe",Behoben,2013-10-05T23:38:00+02:00,2013-10-05T23:38:00+02:00,MOBILE
7hxwm5,KA-Feedback Nutzerumfrage,"Egon-Eiermann-Allee, 76187 Karlsruhe",Eingetroffen,2013-10-05T23:29:00+02:00,2013-10-05T23:29:00+02:00,MOBILE
i3kzeb,Verunreinigungen,"Seubertstraße 2, 76131 Karlsruhe",Behoben,2013-10-05T21:56:00+02:00,2013-10-05T21:56:00+02:00,MOBILE
srvif0,KA-Feedback Nutzerumfrage,"Eichelbergstraße 5, 76189 Karlsruhe",Eingetroffen,2013-10-05T15:30:00+02:00,2013-10-05T15:30:00+02:00,MOBILE
wwkhyn,Verunreinigungen,"Seboldstraße 26, 76227 Karlsruhe",Behoben,2013-10-05T10:11:00+02:00,2013-10-05T10:11:00+02:00,MOBILE
pibgtg,Verunreinigungen,"Sepp-Herberger-Weg 2, 76227 Karlsruhe",Behoben,2013-10-05T09:42:00+02:00,2013-10-05T09:42:00+02:00,MOBILE
tsz1bm,Verunreinigungen,"B10, 76227 Karlsruhe",Behoben,2013-10-05T07:25:00+02:00,2013-10-05T07:25:00+02:00,MOBILE
e2mqej,KA-Feedback Nutzerumfrage,"Rhode-Island-Allee 40, 76149 Karlsruhe",Eingetroffen,2013-10-04T22:47:00+02:00,2013-10-04T22:47:00+02:00,MOBILE
tlhh5d,KA-Feedback Nutzerumfrage,"Rhode-Island-Allee 40, 76149 Karlsruhe",Eingetroffen,2013-10-04T22:38:00+02:00,2013-10-04T22:38:00+02:00,MOBILE
mlkrar,Verkehrsverstöße,"Kanalweg 92, 76149 Karlsruhe",Eingetroffen,2013-10-04T22:35:00+02:00,2013-10-04T22:35:00+02:00,MOBILE
gofz2u,Straßenbeleuchtung,"Fiduciastraße, 76227 Karlsruhe",Behoben,2013-10-04T22:00:00+02:00,2013-10-04T22:00:00+02:00,MOBILE
56cvxb,Straßenbeleuchtung,"Wachhausstraße 5C, 76227 Karlsruhe",Behoben,2013-10-04T21:50:00+02:00,2013-10-04T21:50:00+02:00,MOBILE
1svp1u,Straßenbeleuchtung,"Fiduciastraße, 76227 Karlsruhe",Behoben,2013-10-04T21:46:00+02:00,2013-10-04T21:46:00+02:00,MOBILE
xgrfat,Verkehrsverstöße,"Stefan-Zweig-Straße 24, 76149 Karlsruhe",Eingetroffen,2013-10-04T21:31:00+02:00,2013-10-04T21:31:00+02:00,MOBILE
l4yotd,Ampeln für Fußgänger oder Radfahrer,"Reinhold-Frank-Straße 2, 76133 Karlsruhe",Behoben,2013-10-04T20:25:00+02:00,2013-10-04T20:25:00+02:00,MOBILE
fcyjne,Beschilderung,"Keßlaustraße, 76187 Karlsruhe",Behoben,2013-10-04T15:29:00+02:00,2013-10-04T15:29:00+02:00,MOBILE
j8iimv,Verkehrsverstöße,"Keßlaustraße, 76187 Karlsruhe",Eingetroffen,2013-10-04T15:26:00+02:00,2013-10-04T15:26:00+02:00,MOBILE
k4wlcs,Straßenbeleuchtung,"Maxauer Straße 2, 76187 Karlsruhe",Behoben,2013-10-04T14:25:00+02:00,2013-10-04T14:25:00+02:00,MOBILE
xdnvse,Ampel für Kraftfahrzeuge,"Weinweg 30, 76137 Karlsruhe",Abgeschlossen,2013-10-04T13:15:00+02:00,2013-10-04T13:15:00+02:00,MOBILE
5wfj9v,Straßenbeleuchtung,"Rhodter Straße 41, 76185 Karlsruhe",Abgeschlossen,2013-10-04T08:15:00+02:00,2017-01-11T13:30:00+01:00,MOBILE
fwdvnt,KA-Feedback Nutzerumfrage,"Stephanienstraße 88, 76133 Karlsruhe",Eingetroffen,2013-10-04T01:10:00+02:00,2013-10-04T01:10:00+02:00,MOBILE
3m9j45,Straßenbeleuchtung,"Benzstraße 17, 76185 Karlsruhe",Abgeschlossen,2013-10-03T23:10:00+02:00,2017-01-11T13:30:00+01:00,MOBILE
lm0mxl,KA-Feedback Nutzerumfrage,"Salbeiweg 24, 76149 Karlsruhe",Eingetroffen,2013-10-03T22:41:00+02:00,2013-10-03T22:41:00+02:00,MOBILE
gfnjy6,Straßenbeleuchtung,"Herweghstraße 4, 76187 Karlsruhe",Behoben,2013-10-03T22:41:00+02:00,2013-10-03T22:41:00+02:00,MOBILE
ehs6ca,Straßenbeleuchtung,"Herweghstraße 4, 76187 Karlsruhe",Behoben,2013-10-03T22:40:00+02:00,2013-10-03T22:40:00+02:00,MOBILE
rrkzwy,Beschilderung,"Durmersheimer Straße 153, 76189 Karlsruhe",Behoben,2013-10-03T16:42:00+02:00,2013-10-03T16:42:00+02:00,MOBILE
evxkpt,Verkehrsverstöße,"Schnetzlerstraße 4, 76137 Karlsruhe",Behoben,2013-10-03T15:43:00+02:00,2013-10-03T15:43:00+02:00,MOBILE
1r7g2y,Verkehrsverstöße,"Schnetzlerstraße 4, 76137 Karlsruhe",Behoben,2013-10-03T15:37:00+02:00,2013-10-03T15:37:00+02:00,MOBILE
xlermt,Gefahrenstellen,"Gärtnerstraße 21, 76227 Karlsruhe",Eingetroffen,2013-10-03T10:45:00+02:00,2013-10-03T10:45:00+02:00,MOBILE
zfmdvr,Beschilderung,"Eisenbahnstraße 42, 76229 Karlsruhe",Behoben,2013-10-02T18:21:00+02:00,2013-10-02T18:21:00+02:00,MOBILE
59jp1h,Verunreinigungen,"B3, 76356 Weingarten",Behoben,2013-10-02T08:58:00+02:00,2013-10-02T08:58:00+02:00,MOBILE
m6lvt2,Ampeln für Fußgänger oder Radfahrer,"Lameystraße 22, 76185 Karlsruhe",Abgeschlossen,2013-10-02T08:44:00+02:00,2013-10-02T08:47:00+02:00,MOBILE
lkycxj,Beschilderung,"Pfinztalstraße 58, 76227 Karlsruhe",In Arbeit,2013-10-01T20:10:00+02:00,2013-10-01T20:10:00+02:00,MOBILE
gav3ts,Ampel für Kraftfahrzeuge,"Weinweg 30, 76137 Karlsruhe",Behoben,2013-10-01T17:03:00+02:00,2013-10-01T17:03:00+02:00,MOBILE
ubm0fc,KA-Feedback Nutzerumfrage,"Mannheimer Straße 23, 76131 Karlsruhe",Eingetroffen,2013-10-01T16:54:00+02:00,2013-10-01T16:54:00+02:00,MOBILE
nxaynu,Verunreinigungen,"Kentuckyallee 39, 76149 Karlsruhe",Behoben,2013-10-01T14:29:00+02:00,2013-10-01T14:29:00+02:00,MOBILE
7b7fpo,Verunreinigungen,"Kurt-Schumacher-Str., 76187 Karlsruhe",Behoben,2013-10-01T13:05:00+02:00,2014-12-23T08:25:00+01:00,MOBILE
b0rqqk,Verunreinigungen,"New-York-Straße 21, 76149 Karlsruhe",Eingetroffen,2013-10-01T13:03:00+02:00,2013-10-01T13:03:00+02:00,MOBILE
3bcwar,Verunreinigungen,"Kentuckyallee 78, 76149 Karlsruhe",Eingetroffen,2013-10-01T13:03:00+02:00,2013-10-01T13:03:00+02:00,MOBILE
gijl18,Verunreinigungen,"New-York-Straße 21, 76149 Karlsruhe",Eingetroffen,2013-10-01T13:03:00+02:00,2013-10-01T13:03:00+02:00,MOBILE
y4z1uv,Gefahrenstellen,"Herrenalber Straße, 76199 Karlsruhe",Eingetroffen,2013-10-01T11:31:00+02:00,2013-10-01T11:31:00+02:00,MOBILE
grapsd,Ampel für Kraftfahrzeuge,"Willy-Brandt-Allee, 76131 Karlsruhe",Behoben,2013-10-01T07:21:00+02:00,2013-10-01T07:21:00+02:00,MOBILE
3r5v7m,Ampel für Kraftfahrzeuge,"Adenauerring 11, 76131 Karlsruhe",Behoben,2013-09-30T19:46:00+02:00,2013-09-30T19:46:00+02:00,MOBILE
ndyx8h,Verunreinigungen,"Erzbergerstraße 141, 76149 Karlsruhe",Behoben,2013-09-30T18:17:00+02:00,2013-09-30T18:17:00+02:00,MOBILE
oeo6mg,KA-Feedback Nutzerumfrage,"Bruchweg 58, 76187 Karlsruhe",Eingetroffen,2013-09-30T18:16:00+02:00,2013-09-30T18:16:00+02:00,MOBILE
klacvy,Gefahrenstellen,"Rheinstraße, 76185 Karlsruhe",Behoben,2013-09-30T18:04:00+02:00,2013-09-30T18:04:00+02:00,MOBILE
bionak,Verkehrsverstöße,"Rüppurrer Straße 13, 76137 Karlsruhe",Behoben,2013-09-30T18:02:00+02:00,2013-09-30T18:02:00+02:00,MOBILE
r66w2y,Verunreinigungen,"Schlachthausstraße 1, 76131 Karlsruhe",Behoben,2013-09-30T17:10:00+02:00,2013-09-30T17:10:00+02:00,MOBILE
zhzhxi,KA-Feedback Nutzerumfrage,"Christofstraße 1, 76227 Karlsruhe",Eingetroffen,2013-09-30T17:09:00+02:00,2013-09-30T17:09:00+02:00,MOBILE
gsdtty,Verunreinigungen,"Weiherfeldstraße, 76137 Karlsruhe",Behoben,2013-09-30T16:42:00+02:00,2013-09-30T16:42:00+02:00,MOBILE
s0f64f,Verunreinigungen,"K9657, 76135 Karlsruhe",Behoben,2013-09-30T16:40:00+02:00,2013-09-30T16:40:00+02:00,MOBILE
nuvwa9,Verunreinigungen,"Kriegsstraße 160, 76133 Karlsruhe",Behoben,2013-09-30T12:51:00+02:00,2013-09-30T12:51:00+02:00,MOBILE
sre9ga,Verunreinigungen,"Tullastraße 70, 76131 Karlsruhe",Behoben,2013-09-30T10:45:00+02:00,2013-09-30T10:45:00+02:00,MOBILE
1k9vef,Verunreinigungen,"K9657, 76135 Karlsruhe",Behoben,2013-09-30T10:10:00+02:00,2013-09-30T10:10:00+02:00,MOBILE
viysus,Beschilderung,"Ludwig-Erhard-Allee 20, 76131 Karlsruhe",Behoben,2013-09-30T10:06:00+02:00,2013-09-30T10:06:00+02:00,MOBILE
z8twad,Gefahrenstellen,"Am Rüppurrer Schloß 1, 76199 Karlsruhe",Behoben,2013-09-30T09:08:00+02:00,2013-09-30T09:08:00+02:00,MOBILE
v1sdcs,Ampeln für Fußgänger oder Radfahrer,"Herdweg, 76227 Karlsruhe",Behoben,2013-09-30T07:38:00+02:00,2013-09-30T07:38:00+02:00,MOBILE
h6lmgt,Beschilderung,"Berckmüllerstraße 10, 76131 Karlsruhe",Behoben,2013-09-29T22:04:00+02:00,2013-09-29T22:04:00+02:00,MOBILE
f7vk6n,Straßenbeleuchtung,"Im Rosengärtle 14, 76227 Karlsruhe",Behoben,2013-09-29T21:33:00+02:00,2013-09-29T21:33:00+02:00,MOBILE
ymhmaa,Straßenbeleuchtung,"Bergwaldstraße, 76227 Karlsruhe",Behoben,2013-09-29T21:31:00+02:00,2013-09-29T21:31:00+02:00,MOBILE
fmbvod,Verunreinigungen,"Brandenkopfstraße 1, 76189 Karlsruhe",Abgeschlossen,2013-09-29T20:30:00+02:00,2014-12-23T08:24:00+01:00,MOBILE
bpy92t,Verunreinigungen,"Brandenkopfstraße, 76189 Karlsruhe",Behoben,2013-09-29T20:28:00+02:00,2013-09-29T20:28:00+02:00,MOBILE
xukqka,Gefahrenstellen,"Brandenkopfstraße 1, 76189 Karlsruhe",Abgeschlossen,2013-09-29T20:26:00+02:00,2013-09-29T20:26:00+02:00,MOBILE
omuh7c,Gefahrenstellen,"Brandenkopfstraße, 76189 Karlsruhe",Abgeschlossen,2013-09-29T20:23:00+02:00,2013-09-29T20:23:00+02:00,MOBILE
wafzae,Beschilderung,"Hohlohstraße, 76189 Karlsruhe",Behoben,2013-09-29T20:21:00+02:00,2013-09-29T20:21:00+02:00,MOBILE
byaros,Verunreinigungen,"K9657, 76135 Karlsruhe",Behoben,2013-09-29T15:10:00+02:00,2013-09-29T15:10:00+02:00,MOBILE
ybhneq,KA-Feedback Nutzerumfrage,"Hans-Thoma-Straße 6, 76307 Karlsbad",Eingetroffen,2013-09-29T14:56:00+02:00,2013-09-29T14:56:00+02:00,MOBILE
dpz4n1,Gefahrenstellen,"Landauer Straße, 76185 Karlsruhe",Eingetroffen,2013-09-29T14:55:00+02:00,2013-09-29T14:55:00+02:00,MOBILE
ffphhc,Gefahrenstellen,"Landauer Straße, 76185 Karlsruhe",Eingetroffen,2013-09-29T14:53:00+02:00,2013-09-29T14:53:00+02:00,MOBILE
ik3pww,Verunreinigungen,"Südl. Hildapromenade 5, 76133 Karlsruhe",Behoben,2013-09-29T12:55:00+02:00,2013-09-29T12:55:00+02:00,MOBILE
l82hgx,KA-Feedback Nutzerumfrage,"Rahel-Straus-Straße, 76137 Karlsruhe",Eingetroffen,2013-09-28T18:50:00+02:00,2013-09-28T18:50:00+02:00,MOBILE
frzy8r,Beschilderung,"Brauerstraße 40, 76135 Karlsruhe",Eingetroffen,2013-09-28T18:05:00+02:00,2013-09-28T18:05:00+02:00,MOBILE
r81wlu,Verkehrsverstöße,"Brunnenstraße 4, 76131 Karlsruhe",Behoben,2013-09-28T16:31:00+02:00,2013-09-28T16:31:00+02:00,MOBILE
mtizoh,Ampeln für Fußgänger oder Radfahrer,"Lerchenstraße 20, 76185 Karlsruhe",Abgeschlossen,2013-09-28T15:38:00+02:00,2013-09-28T15:38:00+02:00,MOBILE
