Vorgangsnummer,Kategorie,Ort,Zustand,Erstellungsdatum,Letztes Bearbeitungsdatum,Eingangskanal
ztdm6g,Verkehrsverstöße,"Burbacher Str., 76199 Karlsruhe, Deutschland",Abgeschlossen,2018-06-25T14:16:00+01:00,2018-06-26T12:42:00+01:00,CALL_115
9i9p0g,Verkehrsverstöße,"Burbacher Str., 76199 Karlsruhe, Deutschland",Abgeschlossen,2018-06-25T14:22:00+01:00,2018-06-26T12:44:00+01:00,CALL_115
z50ua0,Verunreinigungen,"Ludwig-Erhard-Allee 8, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-06-25T14:47:00+01:00,2018-06-26T12:51:00+01:00,WEB
keojv0,Verunreinigungen,"Jakob-Dörr-Straße 38, 76187 Karlsruhe, Deutschland",Abgeschlossen,2018-06-25T15:22:00+01:00,2018-07-16T05:48:00+01:00,CALL_115
0wnypc,Verunreinigungen,Schlossbezirk 3,Abgeschlossen,2018-06-25T15:26:00+01:00,2018-06-26T05:00:00+01:00,WEB
xfr2h9,Beschilderung und Verkehrsführung,"Passagehof 11, 76133 Karlsruhe, Deutschland",Abgeschlossen,2018-06-25T17:46:00+01:00,2018-06-29T09:20:00+01:00,MOBILE
9uylca,Verunreinigungen,"Hirtenweg, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-06-25T19:34:00+01:00,2018-06-26T05:02:00+01:00,WEB
mrut3j,Straßenbeleuchtung,"Akazienstraße 2A, 76185 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T03:08:00+01:00,2018-06-27T07:10:00+01:00,WEB
hlzliv,Verunreinigungen,"Friedrich-Weick-Straße 7, 76189 Karlsruhe",Abgeschlossen,2018-06-26T04:05:00+01:00,2018-06-26T12:53:00+01:00,MOBILE
5ewkhu,Verkehrsverstöße,"Ersinger Straße 5A, 76227 Karlsruhe",Abgeschlossen,2018-06-26T04:54:00+01:00,2018-06-26T12:54:00+01:00,MOBILE
hhhigo,115 Abfallsammlung,"Zunftstraße 12, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T06:10:00+01:00,2018-07-06T06:05:00+01:00,CALL_115
lfbcea,115 Straßenreinigung,"Waidweg 8, 76189 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T06:23:00+01:00,2018-06-26T06:57:00+01:00,CALL_115
7l9alj,Gefahrenstellen,"Willi-Egler-Straße 4, 76189 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T06:30:00+01:00,2018-07-16T05:50:00+01:00,CALL_115
krmzcn,Gefahrenstellen,"Waldstraße 40B, 76133 Karlsruhe",Abgeschlossen,2018-06-26T06:32:00+01:00,2018-10-17T05:12:00+01:00,MOBILE
hxnjby,Verkehrsverstöße,"Nottingham-Anlage, 76135 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T06:33:00+01:00,2018-06-26T12:56:00+01:00,CALL_115
banxzy,115 Abfallsammlung,"Haselweg 16, 76185 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T06:44:00+01:00,2018-07-02T07:49:00+01:00,CALL_115
3xiuf7,Gefahrenstellen,"Günther-Klotz-Anlage, 76135 Karlsruhe, Deutschland",Eingetroffen,2018-06-26T07:06:00+01:00,2018-06-26T07:08:00+01:00,CALL_115
wbsdwm,115 Abfallsammlung,"Heimgartenweg 17, 76185 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T07:10:00+01:00,2018-08-15T07:02:00+01:00,CALL_115
rdg0o4,Straßenbeleuchtung,"Staigstraße 45, 76229 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T07:17:00+01:00,2018-07-17T06:59:00+01:00,CALL_115
daqhzu,Beschilderung und Verkehrsführung,"Bienwaldstraße 25, 76187 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T07:23:00+01:00,2018-07-02T12:40:00+01:00,CALL_115
eatwpn,Verunreinigungen,"76139 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T07:26:00+01:00,2018-06-28T15:10:00+01:00,CALL_115
vf2chy,115 Abfallsammlung,"Bernhardstraße 21, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T07:41:00+01:00,2018-06-26T08:49:00+01:00,CALL_115
rg09zn,Bauliche Mängel,"Wachenburgweg 26, 76189 Karlsruhe, Deutschland",Eingetroffen,2018-06-26T07:55:00+01:00,2018-06-26T09:08:00+01:00,CALL_115
ugctpd,Verunreinigungen,"Essenweinstraße 42, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T08:18:00+01:00,2018-06-26T12:57:00+01:00,CALL_115
1kdajm,Ampel,"L561, 76199 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T08:20:00+01:00,2018-06-26T12:13:00+01:00,CALL_115
jgj7dw,115 Straßenreinigung,"Am Anger 27, 76189 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T09:11:00+01:00,2018-06-26T10:55:00+01:00,CALL_115
gva3i9,Bauliche Mängel,"Am Wetterbach 2, 76228 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T09:26:00+01:00,2018-06-28T06:25:00+01:00,WEB
hkz0pb,115 Abfallsammlung,"Wilhelmstraße 14, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T09:27:00+01:00,2018-06-28T12:26:00+01:00,CALL_115
eppsfi,Verunreinigungen,"Bachstraße 40, 76185 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T09:33:00+01:00,2018-06-27T07:38:00+01:00,CALL_115
q8lhzs,Verkehrsverstöße,"Hertzstraße 23, 76187 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T09:39:00+01:00,2018-06-26T12:58:00+01:00,WEB
h7wmsw,Bauliche Mängel,"Baischstraße 1, 76133 Karlsruhe, Deutschland",Eingetroffen,2018-06-26T09:45:00+01:00,2019-01-15T10:15:00+01:00,CALL_115
d7gggf,Gefahrenstellen,"B36, Karlsruhe, Deutschland",Eingetroffen,2018-06-26T09:51:00+01:00,2018-06-26T09:53:00+01:00,CALL_115
bjn8gg,Verunreinigungen,"B10 B10, 76227 Karlsruhe",Abgeschlossen,2018-06-26T10:53:00+01:00,2018-06-27T08:21:00+01:00,MOBILE
szln19,Ampel,"Ettlinger Straße 11, 76137 Karlsruhe",Behoben,2018-06-26T11:09:00+01:00,2018-07-03T15:36:00+01:00,MOBILE
xnqgie,115 Abfallsammlung,"Schliffkopfweg 29, 76189 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T11:17:00+01:00,2018-07-04T05:31:00+01:00,CALL_115
2d6pzf,115 Abfallsammlung,"Fritschlachweg 1, 76189 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T11:55:00+01:00,2018-06-27T12:06:00+01:00,CALL_115
nc6rvb,115 Abfallsammlung,"Im Husarenlager 15, 76187 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T12:11:00+01:00,2018-07-02T07:49:00+01:00,CALL_115
w477nh,Pünktlichkeit des ÖPNV,"Wiesenstraße, 76228 Karlsruhe",Eingetroffen,2018-06-26T12:26:00+01:00,2018-06-26T12:26:00+01:00,MOBILE
0maysa,115 Abfallsammlung,"Eibenweg 4, 76149 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T13:31:00+01:00,2018-08-15T07:02:00+01:00,CALL_115
7ozabm,Verkehrsverstöße,"Lessingstraße 66, 76135 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T13:46:00+01:00,2018-06-27T10:19:00+01:00,CALL_115
imy6an,Verunreinigungen,"Wilhelm-Leuschner-Straße Wilhelm-Leuschner-Straße, 76135 Karlsruhe",Abgeschlossen,2018-06-26T13:56:00+01:00,2018-07-02T12:12:00+01:00,MOBILE
wx8s0n,Straßenbeleuchtung,"Kaiserstraße 78, 76133 Karlsruhe",Abgeschlossen,2018-06-26T14:00:00+01:00,2018-07-17T06:56:00+01:00,MOBILE
qqt2fd,115 Abfallsammlung,"Eibenweg 20, 76149 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T15:26:00+01:00,2018-08-15T07:02:00+01:00,CALL_115
n8otog,Verunreinigungen,"Kolberger Str. 16, 76139 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T15:27:00+01:00,2018-07-16T05:50:00+01:00,CALL_115
ilrgrv,Verunreinigungen,"Elsa-Brändström-Straße 9, 76228 Karlsruhe, Deutschland",Abgeschlossen,2018-06-26T16:44:00+01:00,2018-06-27T08:22:00+01:00,WEB
m4wkur,Beschilderung und Verkehrsführung,"Starckstraße Starckstraße, 76185 Karlsruhe",Eingetroffen,2018-06-26T17:34:00+01:00,2018-06-26T17:38:00+01:00,MOBILE
p6evfz,Bauliche Mängel,"Yorckstraße 1, 76185 Karlsruhe",Behoben,2018-06-26T17:39:00+01:00,2018-09-13T06:13:00+01:00,MOBILE
ix2if2,Gefahrenstellen,"Akazienstraße Akazienstraße, 76185 Karlsruhe",Eingetroffen,2018-06-26T17:43:00+01:00,2018-06-26T17:47:00+01:00,MOBILE
kpwehh,Beschilderung und Verkehrsführung,"Otto-Wels-Straße 43, 76189 Karlsruhe",Abgeschlossen,2018-06-26T17:47:00+01:00,2018-06-29T10:24:00+01:00,MOBILE
hufqiv,Ampel,"Haid-und-Neu-Straße 80, 76131 Karlsruhe",Abgeschlossen,2018-06-26T18:06:00+01:00,2018-06-28T08:44:00+01:00,MOBILE
civt0o,Ampel,"Amalienstraße 46, 76133 Karlsruhe",Abgeschlossen,2018-06-26T18:08:00+01:00,2018-07-18T11:19:00+01:00,MOBILE
pjqf5j,Beschilderung und Verkehrsführung,"Kriegsstraße 28, 76131 Karlsruhe",Abgeschlossen,2018-06-26T18:18:00+01:00,2018-07-04T09:43:00+01:00,MOBILE
zgfp4e,Gefahrenstellen,"Hornisgrindestraße 18, 76189 Karlsruhe",Eingetroffen,2018-06-26T18:34:00+01:00,2018-06-27T07:29:00+01:00,MOBILE
e4ccum,Verkehrsverstöße,"Mannheimer Straße 56B, 76131 Karlsruhe",Abgeschlossen,2018-06-26T18:54:00+01:00,2018-07-02T12:28:00+01:00,MOBILE
radtnl,Straßenbeleuchtung,,Abgeschlossen,2018-06-26T19:51:00+01:00,2018-07-17T06:53:00+01:00,WEB
ljyort,115 Straßenreinigung,"Sommerstraße, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T06:07:00+01:00,2018-07-02T12:03:00+01:00,CALL_115
dk8tvo,Bauliche Mängel,"Uhlandstraße 45, 76135 Karlsruhe, Deutschland",Eingetroffen,2018-06-27T06:09:00+01:00,2018-06-27T06:16:00+01:00,CALL_115
2zm0bh,115 Abfallsammlung,"Stresemannstraße 23, 76187 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T06:09:00+01:00,2018-06-27T12:07:00+01:00,CALL_115
nnviyz,115 Abfallsammlung,"Frauenhäusleweg 1, 76187 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T06:10:00+01:00,2018-08-15T07:02:00+01:00,CALL_115
hkshtl,115 Abfallsammlung,"Winterstraße 28, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T06:43:00+01:00,2018-06-28T12:27:00+01:00,CALL_115
mnj2nq,115 Abfallsammlung,"Frühlingstraße 9, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T06:48:00+01:00,2018-08-15T07:02:00+01:00,CALL_115
erpln9,Ampel,"Linkenheimer Landstraße 102A, 76149 Karlsruhe, Deutschland",Behoben,2018-06-27T06:49:00+01:00,2018-06-28T08:45:00+01:00,CALL_115
7mkwix,Ampel,"Moltkestraße 120, 76187 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T06:55:00+01:00,2018-06-27T07:24:00+01:00,CALL_115
sbx8so,Straßenbeleuchtung,"Martin-Luther-Platz 11, 76229 Karlsruhe, Germany",Abgeschlossen,2018-06-27T07:00:00+01:00,2018-06-28T05:58:00+01:00,WEB
0lb6z5,115 Abfallsammlung,"Untere Str. 34, 76187 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T07:10:00+01:00,2018-08-15T07:02:00+01:00,CALL_115
7gsmzu,115 Abfallsammlung,"Reichardtstraße 30A, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T07:14:00+01:00,2018-06-27T12:06:00+01:00,CALL_115
aw5xqx,Verkehrsverstöße,"Vincentiusstraße 3, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T07:20:00+01:00,2018-08-13T13:20:00+01:00,WEB
mwqsxy,115 Abfallsammlung,"Hinterwiesenweg 39, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T07:35:00+01:00,2018-06-27T12:05:00+01:00,CALL_115
paktkf,115 Abfallsammlung,"Schinnrainstraße 11, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T07:38:00+01:00,2018-07-06T06:06:00+01:00,CALL_115
qxb4uo,115 Abfallsammlung,"Eibenweg, 76149 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T07:45:00+01:00,2018-06-27T08:01:00+01:00,CALL_115
gxngef,Verunreinigungen,"Lilienthalstraße, 76133 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T08:06:00+01:00,2018-06-29T04:29:00+01:00,CALL_115
cid0s0,Pünktlichkeit des ÖPNV,"Wolfartsweierer Straße 1, 76131 Karlsruhe",Eingetroffen,2018-06-27T08:16:00+01:00,2018-06-27T08:16:00+01:00,MOBILE
bd8rsp,Verkehrsverstöße,"Karlsruher Str., 76139 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T08:17:00+01:00,2018-07-10T13:42:00+01:00,CALL_115
cwogjb,Gefahrenstellen,"Im Hirschwinkel 15, 76139 Karlsruhe, Deutschland",Eingetroffen,2018-06-27T08:20:00+01:00,2018-06-27T08:24:00+01:00,CALL_115
5aycyj,115 Abfallsammlung,"Karlstraße 158, 76135 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T08:23:00+01:00,2018-06-27T08:40:00+01:00,CALL_115
9wxtrc,115 Abfall Sperrmüll/Weiße Ware (2nd Level),"Spitalstraße 3-7, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T08:26:00+01:00,2018-08-15T07:01:00+01:00,CALL_115
m3yfgc,115 Abfallsammlung,"Hofäckerstraße 29, 76139 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T08:28:00+01:00,2018-06-27T11:03:00+01:00,CALL_115
hf7qud,115 Abfallsammlung,"Eibenweg 12A, 76149 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T08:28:00+01:00,2018-06-27T08:36:00+01:00,CALL_115
uilxr8,Pünktlichkeit des ÖPNV,"Wolfartsweierer Straße 1, 76131 Karlsruhe",Eingetroffen,2018-06-27T08:38:00+01:00,2018-06-27T08:38:00+01:00,MOBILE
mka7g4,Verunreinigungen,"Südendstraße 47, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T08:43:00+01:00,2018-07-02T12:21:00+01:00,CALL_115
2gvxyt,Verunreinigungen,"Lessingstraße 1, 76135 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T09:06:00+01:00,2018-07-16T05:51:00+01:00,CALL_115
zvnj1p,Gefahrenstellen,"Heideweg 19, 76149 Karlsruhe, Deutschland",Eingetroffen,2018-06-27T09:10:00+01:00,2018-06-27T09:12:00+01:00,CALL_115
j2bdfe,115 Abfallsammlung,"Fischreiherstraße 1, 76187 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T09:14:00+01:00,2018-08-15T07:01:00+01:00,CALL_115
61yfma,115 Abfallsammlung,"Basler-Tor-Straße 92, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T09:26:00+01:00,2018-06-27T11:05:00+01:00,CALL_115
gg90il,Verkehrsverstöße,"Welfenstraße 19, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T09:51:00+01:00,2018-07-02T12:41:00+01:00,WEB
8yyg7o,Verunreinigungen,"Pfinztalstraße 74 und 78, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T10:28:00+01:00,2018-06-28T04:51:00+01:00,CALL_115
wh1kpm,115 Abfall Sperrmüll/Weiße Ware (2nd Level),"Lauenburger Str. 14, 76139 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T11:04:00+01:00,2018-06-27T11:20:00+01:00,CALL_115
cypgsk,115 Abfallsammlung,"Resedenweg 60, 76199 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T11:05:00+01:00,2018-07-06T11:16:00+01:00,CALL_115
yje9e1,115 Abfallsammlung,"Litzelaustraße 11, 76187 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T11:09:00+01:00,2018-08-15T07:01:00+01:00,CALL_115
1zards,115 Abfallsammlung,"Mergelackerstraße 47, 76228 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T11:13:00+01:00,2018-06-28T17:12:00+01:00,CALL_115
hdlyy5,115 Abfallsammlung,"Fritschlachweg 23, 76189 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T11:36:00+01:00,2018-06-27T12:04:00+01:00,CALL_115
kqa6f3,115 Abfallsammlung,"Alte Weingartener Str. 74, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T11:55:00+01:00,2018-06-27T12:03:00+01:00,CALL_115
ds2tdt,Verunreinigungen,"A5 & E35, 76139 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T12:28:00+01:00,2018-06-29T11:44:00+01:00,CALL_115
ecu2px,Verunreinigungen,"Kapellenstraße Kapellenstraße, 76131 Karlsruhe",Abgeschlossen,2018-06-27T12:40:00+01:00,2018-06-28T10:07:00+01:00,MOBILE
2eodbg,Verunreinigungen,"Jean-Ritzert-Straße 2, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T12:55:00+01:00,2018-06-28T10:07:00+01:00,CALL_115
lqfcbh,115 Abfallsammlung,"Donauschwabenstraße 36, 76149 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T13:24:00+01:00,2018-06-28T05:46:00+01:00,CALL_115
pmdstd,Ampel,"Rintheimer Querallee 11, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T13:58:00+01:00,2018-06-28T08:37:00+01:00,CALL_115
ilcn8x,Ampel,"Haid-und-Neu-Straße 80, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T14:08:00+01:00,2018-06-28T08:39:00+01:00,CALL_115
ycwffd,115 Abfallsammlung,"Grötzinger Str. 60, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T15:02:00+01:00,2018-07-02T07:49:00+01:00,CALL_115
jv3wir,Verunreinigungen,"Grünwettersbach, Karlsruhe, Deutschland",Abgeschlossen,2018-06-27T17:43:00+01:00,2018-06-29T05:02:00+01:00,WEB
3nq5cp,Beschilderung und Verkehrsführung,,Abgeschlossen,2018-06-27T17:47:00+01:00,2018-07-03T11:42:00+01:00,MOBILE
hdd1n0,Verkehrsverstöße,"Ludwig-Dill-Straße 23, 76187 Karlsruhe",Abgeschlossen,2018-06-27T21:27:00+01:00,2018-07-02T12:24:00+01:00,MOBILE
riesky,Verunreinigungen,"Thomas-Mann-Straße 3A, 76189 Karlsruhe",Abgeschlossen,2018-06-28T05:05:00+01:00,2018-06-29T04:27:00+01:00,MOBILE
gryghw,115 Abfallsammlung,"Am Herrenweg 2, 76228 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T06:04:00+01:00,2018-06-28T10:40:00+01:00,CALL_115
kfgoub,115 Abfallsammlung,"Bussardweg 44, 76199 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T06:04:00+01:00,2018-06-28T07:54:00+01:00,CALL_115
3puv53,115 Abfallsammlung,"Eugen-Richter-Straße 69, 76187 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T06:06:00+01:00,2018-06-28T12:21:00+01:00,CALL_115
kmbinr,115 Abfallsammlung,"Im Jagdgrund 71A, 76189 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T06:17:00+01:00,2018-06-28T07:51:00+01:00,CALL_115
vlkiid,Gefahrenstellen,"Albert-Schneller-Weg, 76228 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T06:28:00+01:00,2018-06-29T05:19:00+01:00,CALL_115
w9wgyw,115 Abfallsammlung,"Reichardtstraße 33, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T06:30:00+01:00,2018-06-28T07:50:00+01:00,CALL_115
nemhit,115 Abfallsammlung,"Lohwiesenweg 74, 76135 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T06:44:00+01:00,2018-06-28T07:49:00+01:00,CALL_115
dctjk8,Verunreinigungen,"Bocksdornweg 6, 76149 Karlsruhe",Abgeschlossen,2018-06-28T06:58:00+01:00,2018-06-29T04:28:00+01:00,MOBILE
gdqhsi,115 Abfallsammlung,"Hardtstraße 58, 76185 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T07:03:00+01:00,2018-07-09T12:24:00+01:00,CALL_115
i0bzka,115 Abfallsammlung,"Karlstraße 165, 76135 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T07:07:00+01:00,2018-06-28T07:48:00+01:00,CALL_115
pa90cd,115 Abfallsammlung,"Im Jagdgrund 27, 76189 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T07:32:00+01:00,2018-06-28T07:47:00+01:00,CALL_115
bqkkoj,115 Abfallsammlung,"Jakob-Dörr-Straße 17, 76187 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T07:34:00+01:00,2018-08-15T07:01:00+01:00,CALL_115
cnxh6k,115 Abfallsammlung,"Eibenweg 13A, 76149 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T07:50:00+01:00,2018-06-28T08:34:00+01:00,CALL_115
0g6tgv,Verkehrsverstöße,,Abgeschlossen,2018-06-28T08:08:00+01:00,2018-07-02T12:27:00+01:00,MOBILE
yltk0w,115 Abfallsammlung,"Funkerstraße 21, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T08:18:00+01:00,2018-07-06T06:06:00+01:00,CALL_115
ktqihr,115 Abfallsammlung,"Pforzheimer Str. 33, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T08:21:00+01:00,2018-06-28T08:26:00+01:00,CALL_115
tgzuck,115 Abfallsammlung,"Eibenweg 20, 76149 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T08:38:00+01:00,2018-06-28T08:42:00+01:00,CALL_115
4lnyy6,115 Abfall Sperrmüll/Weiße Ware (2nd Level),"Adlerstraße 51, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T08:47:00+01:00,2018-08-15T07:01:00+01:00,CALL_115
l8wd9y,115 Abfallsammlung,"Hauschildpfad 20, 26, 76199 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T08:50:00+01:00,2018-06-28T09:05:00+01:00,CALL_115
cjzxth,Ampel,"Zeppelinstraße, 76185 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T09:00:00+01:00,2018-06-28T09:18:00+01:00,WEB
ddbdqt,115 Abfallsammlung,"Zähringerstraße 15, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T09:05:00+01:00,2018-07-02T07:48:00+01:00,CALL_115
hpdfpn,115 Abfallsammlung,"Oberkirchfeldstraße 51, 76135 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T09:11:00+01:00,2018-06-28T09:18:00+01:00,CALL_115
uchqsv,115 Abfallsammlung,"Strählerweg 44, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T09:13:00+01:00,2018-08-15T07:00:00+01:00,CALL_115
wykv6v,115 Abfallsammlung,"Binger Str. 103, 76185 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T09:27:00+01:00,2018-08-15T07:00:00+01:00,CALL_115
mpdbag,Bauliche Mängel,"Bernhardstraße 11, 76131 Karlsruhe, Deutschland",Eingetroffen,2018-06-28T09:38:00+01:00,2018-07-11T17:41:00+01:00,CALL_115
0scyme,Verunreinigungen,"Nürnberger Str. 5, 76199 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T09:39:00+01:00,2018-07-02T12:42:00+01:00,CALL_115
qesmt5,115 Straßenreinigung,"Rhode-Island-Allee, 76149 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T09:43:00+01:00,2018-06-28T11:11:00+01:00,CALL_115
wxdoq2,Verunreinigungen,"Belfortstraße, 76133 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T10:16:00+01:00,2018-07-02T07:56:00+01:00,CALL_115
te20fh,Verkehrsverstöße,"Baumeisterstraße 8, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T11:21:00+01:00,2018-07-04T09:36:00+01:00,CALL_115
upmqbb,115 Abfallsammlung,"Alte Weingartener Str. 74, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T11:40:00+01:00,2018-06-28T12:36:00+01:00,CALL_115
fl1qth,Gefahrenstellen,"Beiertheimer Allee 20A, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T11:48:00+01:00,2018-08-20T06:16:00+01:00,CALL_115
uq9vrv,Ampel,"Adenauerring 4, 76131 Karlsruhe, Deutschland",Behoben,2018-06-28T11:49:00+01:00,2018-07-21T11:17:00+01:00,WEB
zvegiy,115 Abfallsammlung,"Hahnemannstraße 8, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T12:46:00+01:00,2018-06-29T08:30:00+01:00,CALL_115
avoley,115 Straßenreinigung,"Rebgärtenstraße 22, 76228 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T12:57:00+01:00,2018-07-03T08:11:00+01:00,CALL_115
8peuyz,115 Abfallsammlung,"Elly-Heuss-Weg 6, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T13:02:00+01:00,2018-06-29T05:40:00+01:00,CALL_115
cjxc0j,Verunreinigungen,,Eingetroffen,2018-06-28T13:23:00+01:00,2018-07-23T09:29:00+01:00,WEB
3gmq7d,115 Abfallsammlung,"Alter Graben 41, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T13:41:00+01:00,2018-06-29T05:38:00+01:00,CALL_115
bu34ef,115 Abfallsammlung,"Auf dem Guggelensberg 34, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T13:48:00+01:00,2018-06-29T05:38:00+01:00,CALL_115
ntbius,Beschilderung und Verkehrsführung,"Eisenlohrstraße 49, 76135 Karlsruhe",Abgeschlossen,2018-06-28T14:14:00+01:00,2018-07-03T05:13:00+01:00,MOBILE
dsmrym,115 Abfallsammlung,"Jean-Ritzert-Straße 8, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T14:34:00+01:00,2018-06-29T06:36:00+01:00,CALL_115
dzqf6d,Beschilderung und Verkehrsführung,"Neufeldstraße 9, 76187 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T14:43:00+01:00,2018-07-03T13:46:00+01:00,CALL_115
vofvqu,115 Abfallsammlung,"Louise-Schroeder-Weg 2, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T15:18:00+01:00,2018-06-29T05:37:00+01:00,CALL_115
7rc4uo,115 Abfallsammlung,"Im Rosengärtle 2B, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T15:23:00+01:00,2018-06-29T05:36:00+01:00,CALL_115
xyvx8t,Verunreinigungen,"Weinbrennerstraße 31, 76185 Karlsruhe, Deutschland",Abgeschlossen,2018-06-28T15:25:00+01:00,2018-06-29T04:47:00+01:00,WEB
