Vorgangsnummer,Kategorie,Ort,Zustand,Erstellungsdatum,Letztes Bearbeitungsdatum,Eingangskanal
brscdr,Verunreinigungen,"Im Haberacker 6D, 76227 Karlsruhe, Deutschland",In Arbeit,2015-07-13T19:20:00+02:00,2015-07-14T08:10:00+02:00,MOBILE
8di7qb,Ampeln für Fußgänger oder Radfahrer,"Jollystraße 49, 76137 Karlsruhe, Deutschland",Behoben,2015-07-13T18:13:00+02:00,2015-07-16T11:04:00+02:00,MOBILE
ihbu9n,Beschilderung,"Haid-und-Neu-Straße 23, 76131 Karlsruhe, Deutschland",Behoben,2015-07-13T17:34:00+02:00,2015-08-03T10:31:00+02:00,MOBILE
jkp2v8,Verunreinigungen,"Burbacher Straße 8, 76199 Karlsruhe, Deutschland",In Arbeit,2015-07-13T14:05:00+02:00,2015-07-14T08:11:00+02:00,MOBILE
vfictq,Gefahrenstellen,"Unterfeldstraße 8, 76149 Karlsruhe, Deutschland",Eingetroffen,2015-07-13T12:43:00+02:00,2015-07-13T12:43:00+02:00,WEB
dxmoya,Verkehrsverstöße,"Nibelungenstraße 1A, 76185 Karlsruhe, Deutschland",Behoben,2015-07-13T12:20:00+02:00,2015-07-16T14:41:00+02:00,MOBILE
zktcsf,Verunreinigungen,"B36, 76185 Karlsruhe, Deutschland",Abgeschlossen,2015-07-13T11:13:00+02:00,2015-08-03T11:39:00+02:00,MOBILE
e9hgai,Gefahrenstellen,"B3, 76227 Karlsruhe, Deutschland",Eingetroffen,2015-07-13T10:34:00+02:00,2015-07-13T10:34:00+02:00,WEB
qb3mqz,Verkehrsverstöße,"Rheinstraße 83, 76185 Karlsruhe, Deutschland",In Arbeit,2015-07-13T08:57:00+02:00,2015-07-16T14:39:00+02:00,WEB
ucqeup,Straßenbeleuchtung,,Abgeschlossen,2015-07-13T08:42:00+02:00,2015-07-14T07:50:00+02:00,WEB
zn2vqq,Gefahrenstellen,"Kentuckyallee 30, 76149 Karlsruhe, Deutschland",Behoben,2015-07-13T08:23:00+02:00,2015-07-24T14:04:00+02:00,MOBILE
aqip7a,Gefahrenstellen,"Kentuckyallee 30, 76149 Karlsruhe, Deutschland",Eingetroffen,2015-07-13T08:21:00+02:00,2015-07-13T08:21:00+02:00,MOBILE
iwajlw,KA-Feedback Nutzerumfrage,"Edelbergstraße 39, 76189 Karlsruhe, Deutschland",In Arbeit,2015-07-12T14:22:00+02:00,2015-07-13T10:15:00+02:00,MOBILE
09k3ha,Gefahrenstellen,"Bert-Brecht-Straße 76, 76189 Karlsruhe, Deutschland",Eingetroffen,2015-07-12T11:55:00+02:00,2015-07-12T11:55:00+02:00,MOBILE
dhby4i,Verunreinigungen,"Pulverhausstraße, 76135 Karlsruhe, Deutschland",Eingetroffen,2015-07-12T10:49:00+02:00,2015-07-12T10:49:00+02:00,MOBILE
vil3nv,Verunreinigungen,"Pulverhausstraße, 76135 Karlsruhe, Deutschland",Eingetroffen,2015-07-12T10:44:00+02:00,2015-07-12T10:44:00+02:00,MOBILE
yvpszs,Beschilderung,"Karolinenstraße 11, 76135 Karlsruhe, Deutschland",Behoben,2015-07-11T22:27:00+02:00,2015-07-16T11:26:00+02:00,MOBILE
tgar7v,Beschilderung,"Karolinenstraße 11, 76135 Karlsruhe, Deutschland",Behoben,2015-07-11T22:26:00+02:00,2015-07-16T11:11:00+02:00,MOBILE
24cuzx,Verunreinigungen,"Kanalweg 122, 76149 Karlsruhe, Deutschland",Eingetroffen,2015-07-11T19:46:00+02:00,2015-07-23T12:12:00+02:00,WEB
lkptuv,Verunreinigungen,"KIT - Campus Ost, Rintheimer Querallee 2, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-07-11T16:30:00+02:00,2015-07-11T16:30:00+02:00,MOBILE
citghi,Straßenbeleuchtung,"Alte Weingartener Straße 4, 76227 Karlsruhe, Deutschland",Behoben,2015-07-11T14:15:00+02:00,2015-07-17T06:32:00+02:00,MOBILE
8q8clb,Straßenbeleuchtung,"Alte Weingartener Straße 4, 76227 Karlsruhe, Deutschland",Behoben,2015-07-11T14:15:00+02:00,2015-08-05T14:49:00+02:00,MOBILE
isk0d5,KA-Feedback Nutzerumfrage,"Bahnhofstraße 24, 74072 Heilbronn, Deutschland",Eingetroffen,2015-07-11T11:54:00+02:00,2015-07-11T11:54:00+02:00,MOBILE
fs5ybu,Verunreinigungen,"Gärtnerstraße 11, 76227 Karlsruhe, Deutschland",In Arbeit,2015-07-11T11:46:00+02:00,2015-07-14T08:13:00+02:00,MOBILE
ezdcai,Verkehrsverstöße,"Waldstraße 15, 76133 Karlsruhe, Deutschland",Behoben,2015-07-11T11:12:00+02:00,2015-07-16T14:38:00+02:00,MOBILE
kfh3km,Verkehrsverstöße,"Waldstraße 15, 76133 Karlsruhe, Deutschland",Eingetroffen,2015-07-11T11:12:00+02:00,2015-07-11T11:12:00+02:00,MOBILE
vrqmue,Verkehrsverstöße,"Waldstraße 15, 76133 Karlsruhe, Deutschland",Behoben,2015-07-11T11:11:00+02:00,2015-07-16T14:37:00+02:00,MOBILE
0uhtcg,Beschilderung,"Bettina-von-Arnim-Weg 9, 76135 Karlsruhe, Deutschland",Behoben,2015-07-11T11:10:00+02:00,2015-07-16T11:27:00+02:00,MOBILE
mwoexo,Verkehrsverstöße,"Waldstraße 15, 76133 Karlsruhe, Deutschland",Behoben,2015-07-11T11:10:00+02:00,2015-07-16T14:37:00+02:00,MOBILE
jwlcyi,Beschilderung,"Bettina-von-Arnim-Weg 9, 76135 Karlsruhe, Deutschland",Behoben,2015-07-11T11:07:00+02:00,2015-07-16T11:27:00+02:00,MOBILE
rhbpkj,Beschilderung,"Bettina-von-Arnim-Weg 2, 76135 Karlsruhe, Deutschland",Behoben,2015-07-11T11:06:00+02:00,2015-07-16T11:01:00+02:00,MOBILE
eivz60,Beschilderung,"Bettina-von-Arnim-Weg 2, 76135 Karlsruhe, Deutschland",Behoben,2015-07-11T10:57:00+02:00,2015-07-16T11:28:00+02:00,MOBILE
miuxjn,Verkehrsverstöße,"Waldstraße 15, 76133 Karlsruhe, Deutschland",Eingetroffen,2015-07-11T10:26:00+02:00,2015-07-11T10:26:00+02:00,MOBILE
gtwwlu,Verkehrsverstöße,"Waldstraße 15, 76133 Karlsruhe, Deutschland",Behoben,2015-07-11T10:26:00+02:00,2015-07-16T14:36:00+02:00,MOBILE
dmp3ib,Verkehrsverstöße,"Waldstraße 15, 76133 Karlsruhe, Deutschland",Behoben,2015-07-11T10:25:00+02:00,2015-07-16T14:36:00+02:00,MOBILE
jwmjzr,Straßenbeleuchtung,"Gerhart-Hauptmann-Straße 11, 76189 Karlsruhe, Deutschland",Behoben,2015-07-10T22:07:00+02:00,2015-07-23T15:59:00+02:00,MOBILE
kugkte,Verkehrsverstöße,,Behoben,2015-07-10T14:52:00+02:00,2015-07-16T14:35:00+02:00,WEB
bzcx1e,Beschilderung,"Rosenweg 3A, 76199 Karlsruhe, Deutschland",Behoben,2015-07-10T11:37:00+02:00,2015-07-16T11:09:00+02:00,MOBILE
vmh2ee,Gefahrenstellen,"Waldstraße 85, 76133 Karlsruhe, Deutschland",Abgeschlossen,2015-07-10T11:05:00+02:00,2015-07-24T09:43:00+02:00,WEB
5ahf7j,Gefahrenstellen,"Büchiger Allee 35, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-07-10T09:35:00+02:00,2015-07-10T09:35:00+02:00,MOBILE
9ht62o,Gefahrenstellen,"Karl-Wolf-Weg, 76135 Karlsruhe, Deutschland",Eingetroffen,2015-07-09T23:14:00+02:00,2015-07-17T08:35:00+02:00,WEB
as7zwx,Gefahrenstellen,"Kußmaulstraße 13, 76187 Karlsruhe, Deutschland",In Arbeit,2015-07-09T22:43:00+02:00,2015-10-09T22:10:00+02:00,WEB
sjtx3d,Gefahrenstellen,"Kußmaulstraße 1, 76187 Karlsruhe, Deutschland",Behoben,2015-07-09T22:29:00+02:00,2015-07-17T08:05:00+02:00,WEB
p1gt4y,Verkehrsverstöße,"Amalienbadstraße 17, 76227 Karlsruhe, Deutschland",Behoben,2015-07-09T22:25:00+02:00,2015-09-23T16:54:00+02:00,WEB
yyg9kr,Gefahrenstellen,"Kußmaulstraße 1, 76187 Karlsruhe, Deutschland",Behoben,2015-07-09T22:23:00+02:00,2015-07-17T08:04:00+02:00,WEB
bckiqq,Verunreinigungen,"Meidingerstraße 1, 76137 Karlsruhe, Deutschland",Behoben,2015-07-09T20:45:00+02:00,2015-08-03T08:48:00+02:00,MOBILE
rcdeei,Verkehrsverstöße,"Durlacher Allee 107, 76137 Karlsruhe, Deutschland",In Arbeit,2015-07-09T15:38:00+02:00,2015-07-16T14:33:00+02:00,MOBILE
c3ijvk,Beschilderung,"Veilchenstraße 31A, 76131 Karlsruhe, Deutschland",Behoben,2015-07-09T14:28:00+02:00,2015-07-31T08:00:00+02:00,MOBILE
90yafz,KA-Feedback Nutzerumfrage,"Haid-und-Neu-Straße 14, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-07-09T13:11:00+02:00,2015-07-09T13:11:00+02:00,MOBILE
ssgp29,KA-Feedback Nutzerumfrage,"Haid-und-Neu-Straße 14, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-07-09T13:11:00+02:00,2015-07-09T13:11:00+02:00,MOBILE
jkcckd,Beschilderung,"Bernhard-Lichtenberg-Straße 2-4, 76189 Karlsruhe, Deutschland",Abgeschlossen,2015-07-09T11:39:00+02:00,2015-08-03T10:23:00+02:00,MOBILE
j6zfun,KA-Feedback Nutzerumfrage,"Pfarrer-Löw-Straße 2, 76133 Karlsruhe, Deutschland",Eingetroffen,2015-07-09T10:53:00+02:00,2015-07-09T10:53:00+02:00,MOBILE
yz8o5x,Verunreinigungen,"Haid-und-Neu-Straße 14, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-07-09T09:49:00+02:00,2015-07-09T09:49:00+02:00,MOBILE
zz70hr,Verunreinigungen,"Rintheimer Straße 15, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-07-09T09:45:00+02:00,2015-07-09T09:45:00+02:00,MOBILE
59elvy,KA-Feedback Nutzerumfrage,"Rintheimer Straße 15, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-07-09T09:44:00+02:00,2015-07-09T09:44:00+02:00,MOBILE
ghlfqp,Verunreinigungen,"Jordanstraße 4, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-07-08T23:02:00+02:00,2015-07-08T23:02:00+02:00,MOBILE
xtipgy,KA-Feedback Nutzerumfrage,"Jordanstraße 2, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-07-08T22:59:00+02:00,2015-07-08T22:59:00+02:00,MOBILE
hzxhay,KA-Feedback Nutzerumfrage,-,Eingetroffen,2015-07-08T20:27:00+02:00,2015-07-08T20:27:00+02:00,WEB
mh1h46,Verunreinigungen,"Elsa-Brändström-Straße 18, 76228 Karlsruhe, Deutschland",In Arbeit,2015-07-08T13:27:00+02:00,2015-07-09T08:47:00+02:00,MOBILE
6v2cpy,Straßenbeleuchtung,"Hooverstraße 3, 76228 Karlsruhe, Deutschland",Behoben,2015-07-08T13:21:00+02:00,2015-07-14T07:46:00+02:00,MOBILE
8tprfv,KA-Feedback Nutzerumfrage,"Haid-und-Neu-Straße 14, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-07-08T09:34:00+02:00,2015-07-08T09:34:00+02:00,MOBILE
eyezjo,Gefahrenstellen,"Schwetzinger Straße 2, 76139 Karlsruhe, Deutschland",Eingetroffen,2015-07-08T01:03:00+02:00,2015-07-08T01:03:00+02:00,MOBILE
k8tpsn,Straßenbeleuchtung,"Waldeckstraße 12, 76139 Karlsruhe, Deutschland",Behoben,2015-07-07T23:13:00+02:00,2015-07-17T06:32:00+02:00,MOBILE
wfifsh,KA-Feedback Nutzerumfrage,"Jollystraße 31, 76137 Karlsruhe, Deutschland",Eingetroffen,2015-07-07T22:35:00+02:00,2015-07-07T22:35:00+02:00,MOBILE
f2qhgj,Ampeln für Fußgänger oder Radfahrer,"Honsellstraße, Karlsruhe, Deutschland",Behoben,2015-07-07T22:09:00+02:00,2015-07-14T08:08:00+02:00,MOBILE
klazfu,KA-Feedback Nutzerumfrage,"Welckerstraße 4, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-07-07T21:22:00+02:00,2015-07-07T21:22:00+02:00,MOBILE
ftpjbn,Verunreinigungen,"Beiertheimer Allee 76, 76137 Karlsruhe, Deutschland",Behoben,2015-07-07T16:06:00+02:00,2015-08-03T08:50:00+02:00,MOBILE
sx7ygo,Verunreinigungen,"Machstraße 11, 76227 Karlsruhe, Deutschland",Eingetroffen,2015-07-07T13:25:00+02:00,2015-07-07T13:25:00+02:00,MOBILE
pzx3qm,Gefahrenstellen,"Maxau am Rhein 26, 76187 Karlsruhe, Deutschland",Abgeschlossen,2015-07-07T13:02:00+02:00,2015-07-24T08:01:00+02:00,MOBILE
b0kxse,Gefahrenstellen,"Fautenbruchstraße 47, 76137 Karlsruhe, Deutschland",Behoben,2015-07-07T12:29:00+02:00,2015-12-15T08:37:00+01:00,MOBILE
tvsyiv,Gefahrenstellen,"Ettlinger Straße 107, 76137 Karlsruhe, Deutschland",Eingetroffen,2015-07-07T12:28:00+02:00,2015-07-07T12:28:00+02:00,MOBILE
15sdmr,Verunreinigungen,"Schlachthausstraße 7, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-07-07T08:14:00+02:00,2015-07-07T08:14:00+02:00,MOBILE
2nozv4,Verunreinigungen,"Tullastraße 57, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-07-07T08:13:00+02:00,2015-07-07T08:13:00+02:00,MOBILE
c0p00d,Verunreinigungen,"Weiherfeldstraße, 76137 Karlsruhe, Deutschland",Eingetroffen,2015-07-07T07:53:00+02:00,2015-07-07T07:53:00+02:00,MOBILE
mz5fow,Verunreinigungen,"B3, 76229 Karlsruhe, Deutschland",Eingetroffen,2015-07-06T20:15:00+02:00,2015-07-06T20:15:00+02:00,MOBILE
psvvy0,Verunreinigungen,"Rüppurrer Straße 7, 76137 Karlsruhe, Deutschland",Eingetroffen,2015-07-06T19:35:00+02:00,2015-07-06T19:35:00+02:00,MOBILE
r2wb1a,Verunreinigungen,"Hertzstraße 8, 76187 Karlsruhe, Deutschland",Eingetroffen,2015-07-06T16:33:00+02:00,2015-07-06T16:33:00+02:00,MOBILE
fdntzl,Verunreinigungen,"Bäderstraße 6, 76227 Karlsruhe, Deutschland",Eingetroffen,2015-07-06T16:12:00+02:00,2015-07-06T16:12:00+02:00,MOBILE
rcqztd,Verunreinigungen,"Am Rüppurrer Schloß 18, 76199 Karlsruhe, Deutschland",Eingetroffen,2015-07-06T10:17:00+02:00,2015-07-06T10:17:00+02:00,MOBILE
ndjvyb,Verunreinigungen,"Hermann-Müller-Würtz-Straße 2, 76189 Karlsruhe, Deutschland",Eingetroffen,2015-07-06T09:29:00+02:00,2015-07-06T09:29:00+02:00,MOBILE
eby3ur,Verunreinigungen,"B10, 76185 Karlsruhe, Deutschland",In Arbeit,2015-07-06T07:17:00+02:00,2015-07-06T08:09:00+02:00,MOBILE
r0h6z4,Verunreinigungen,"K9657, 76135 Karlsruhe, Deutschland",Eingetroffen,2015-07-06T07:16:00+02:00,2015-07-06T07:16:00+02:00,MOBILE
jzkotl,Verunreinigungen,"K9657, 76135 Karlsruhe, Deutschland",In Arbeit,2015-07-06T07:15:00+02:00,2015-07-06T08:14:00+02:00,MOBILE
dwlad6,Verunreinigungen,"Kaiserallee 61, 76133 Karlsruhe, Deutschland",Eingetroffen,2015-07-06T00:01:00+02:00,2015-07-06T00:01:00+02:00,MOBILE
g7meaw,Verunreinigungen,"Knielinger Allee 11, 76133 Karlsruhe, Deutschland",Behoben,2015-07-05T10:17:00+02:00,2015-08-03T08:52:00+02:00,MOBILE
em4bzc,Verunreinigungen,"Wiesenstraße, 76228 Karlsruhe, Deutschland",Abgeschlossen,2015-07-05T10:17:00+02:00,2015-07-06T09:11:00+02:00,MOBILE
pjlujx,Verunreinigungen,"Ritterstraße 6, 76133 Karlsruhe, Deutschland",Eingetroffen,2015-07-05T10:15:00+02:00,2015-07-05T10:15:00+02:00,MOBILE
ly8afc,Verunreinigungen,"Wiesenstraße, 76228 Karlsruhe, Deutschland",Eingetroffen,2015-07-05T10:13:00+02:00,2015-07-05T10:13:00+02:00,MOBILE
gsr928,Straßenbeleuchtung,"Agathenstraße 35, 76189 Karlsruhe, Deutschland",Behoben,2015-07-05T03:37:00+02:00,2015-07-06T13:39:00+02:00,MOBILE
2mkm27,Straßenbeleuchtung,"Agathenstraße 29, 76189 Karlsruhe, Deutschland",Behoben,2015-07-05T03:35:00+02:00,2015-07-06T13:39:00+02:00,MOBILE
vezpgi,Straßenbeleuchtung,"Agathenstraße 50, 76189 Karlsruhe, Deutschland",Behoben,2015-07-05T03:33:00+02:00,2015-07-06T13:39:00+02:00,MOBILE
2lv678,Straßenbeleuchtung,"Bert-Brecht-Straße 2, 76189 Karlsruhe, Deutschland",Behoben,2015-07-05T03:31:00+02:00,2015-07-06T13:40:00+02:00,MOBILE
v6avha,Straßenbeleuchtung,"Agathenstraße 23-25, 76189 Karlsruhe, Deutschland",Behoben,2015-07-05T03:27:00+02:00,2015-07-06T13:40:00+02:00,MOBILE
bywams,Straßenbeleuchtung,"Agathenstraße 25, 76189 Karlsruhe, Deutschland",Behoben,2015-07-05T03:23:00+02:00,2015-07-06T13:40:00+02:00,MOBILE
hmcftl,Straßenbeleuchtung,"Agathenstraße 19, 76189 Karlsruhe, Deutschland",Behoben,2015-07-05T03:19:00+02:00,2015-07-06T13:41:00+02:00,MOBILE
gbwhnt,Straßenbeleuchtung,"Bert-Brecht-Straße 88, 76189 Karlsruhe, Deutschland",Behoben,2015-07-05T03:13:00+02:00,2015-07-06T13:48:00+02:00,MOBILE
i6weww,Straßenbeleuchtung,"Bert-Brecht-Straße 84, 76189 Karlsruhe, Deutschland",Behoben,2015-07-05T03:07:00+02:00,2015-07-06T13:48:00+02:00,MOBILE
xq4rjb,Straßenbeleuchtung,"Bert-Brecht-Straße 82, 76189 Karlsruhe, Deutschland",Behoben,2015-07-05T03:06:00+02:00,2015-07-06T13:49:00+02:00,MOBILE
q5ombn,Straßenbeleuchtung,"Hermann-Hesse-Straße 16, 76189 Karlsruhe, Deutschland",Behoben,2015-07-05T03:04:00+02:00,2015-07-06T13:49:00+02:00,MOBILE
ate30k,Straßenbeleuchtung,"August-Dosenbach-Straße 7, 76189 Karlsruhe, Deutschland",Behoben,2015-07-05T02:58:00+02:00,2015-07-06T13:49:00+02:00,MOBILE
2s4lyy,Beschilderung,"Litzenhardtstraße 44, 76135 Karlsruhe, Deutschland",Behoben,2015-07-03T21:37:00+02:00,2015-07-16T11:05:00+02:00,MOBILE
4npzud,Verkehrsverstöße,"Hermann-Schneider-Allee 49, 76189 Karlsruhe, Deutschland",Behoben,2015-07-03T21:15:00+02:00,2015-07-16T14:27:00+02:00,MOBILE
2jeeup,Gefahrenstellen,"Auer Straße 31, 76227 Karlsruhe, Deutschland",Behoben,2015-07-03T18:27:00+02:00,2015-12-15T08:36:00+01:00,MOBILE
ibs2iu,Verunreinigungen,"Karl-Wolf-Weg, 76135 Karlsruhe, Deutschland",In Arbeit,2015-07-03T18:26:00+02:00,2015-07-06T07:41:00+02:00,MOBILE
ybmsqe,Gefahrenstellen,"Kaiserallee 127, 76185 Karlsruhe, Deutschland",Abgeschlossen,2015-07-03T17:55:00+02:00,2015-07-24T08:02:00+02:00,MOBILE
wayoe1,Gefahrenstellen,"Kanalweg, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-07-03T16:49:00+02:00,2015-07-03T16:49:00+02:00,MOBILE
zeaymj,Gefahrenstellen,"Pfinzstraße 64, 76227 Karlsruhe, Deutschland",Behoben,2015-07-03T16:38:00+02:00,2015-12-15T08:17:00+01:00,MOBILE
wtnwku,Gefahrenstellen,"Gartenstraße 20, 76133 Karlsruhe, Deutschland",Abgeschlossen,2015-07-03T15:28:00+02:00,2015-07-24T08:06:00+02:00,MOBILE
izvezx,Gefahrenstellen,"Markgrafenstraße 52, 76133 Karlsruhe, Deutschland",Eingetroffen,2015-07-03T15:19:00+02:00,2015-07-03T15:19:00+02:00,MOBILE
uq0tst,Beschilderung,"Beiertheimer Allee 50, 76137 Karlsruhe, Deutschland",Behoben,2015-07-03T14:28:00+02:00,2015-08-03T10:28:00+02:00,MOBILE
mdsagd,Gefahrenstellen,"Boeckhstraße 32, 76137 Karlsruhe, Deutschland",Behoben,2015-07-02T22:08:00+02:00,2015-07-03T12:32:00+02:00,MOBILE
9v70yx,Gefahrenstellen,"Humboldtstraße 31, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-07-02T18:54:00+02:00,2015-07-02T18:54:00+02:00,MOBILE
4wefka,Verunreinigungen,"Zeppelinstraße 8, 76185 Karlsruhe, Deutschland",Eingetroffen,2015-07-02T17:54:00+02:00,2015-07-02T17:54:00+02:00,MOBILE
vwc5kr,Ampeln für Fußgänger oder Radfahrer,"Herdweg, 76227 Karlsruhe, Deutschland",Behoben,2015-07-02T17:53:00+02:00,2015-09-14T13:54:00+02:00,MOBILE
xehci6,Verunreinigungen,"Rastatter Straße 97, 76199 Karlsruhe, Deutschland",Behoben,2015-07-02T12:24:00+02:00,2015-08-03T08:54:00+02:00,MOBILE
phifvr,Verunreinigungen,"Durlacher Allee 89A, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-07-01T17:43:00+02:00,2015-07-01T17:43:00+02:00,MOBILE
qv3oux,Gefahrenstellen,"Grabener Straße, 76149 Karlsruhe, Deutschland",Eingetroffen,2015-07-01T17:06:00+02:00,2015-07-01T17:06:00+02:00,MOBILE
ck90ta,Verkehrsverstöße,"Käppelestraße 2, 76131 Karlsruhe, Deutschland",Behoben,2015-07-01T11:41:00+02:00,2015-08-03T08:55:00+02:00,MOBILE
plcksn,Beschilderung,"Käppelestraße 9, 76131 Karlsruhe, Deutschland",Behoben,2015-07-01T11:08:00+02:00,2015-08-05T15:42:00+02:00,MOBILE
zicneq,Verkehrsverstöße,"Rüppurrer Straße 18E, 76137 Karlsruhe, Deutschland",Behoben,2015-07-01T10:21:00+02:00,2015-07-16T14:22:00+02:00,MOBILE
gowtbm,Beschilderung,"Jagdstraße 1, 76131 Karlsruhe, Deutschland",Behoben,2015-07-01T10:17:00+02:00,2015-08-03T10:48:00+02:00,MOBILE
9z9fu3,Gefahrenstellen,"Elfmorgenbruchstraße, 76139 Karlsruhe, Deutschland",In Arbeit,2015-07-01T10:14:00+02:00,2015-07-07T10:30:00+02:00,MOBILE
m9bf42,Verunreinigungen,"Max-Liebermann-Straße 12, 76227 Karlsruhe, Deutschland",Eingetroffen,2015-07-01T08:26:00+02:00,2015-07-01T08:26:00+02:00,MOBILE
ede4lj,Gefahrenstellen,"Ettlinger Straße 67, 76137 Karlsruhe, Deutschland",Behoben,2015-06-30T22:52:00+02:00,2015-12-15T08:33:00+01:00,MOBILE
byt5gs,Verunreinigungen,"Marienstraße 17D, 76137 Karlsruhe, Deutschland",Behoben,2015-06-30T22:50:00+02:00,2015-08-05T15:41:00+02:00,MOBILE
jyc084,Verkehrsverstöße,"Ettlinger Allee 5, 76199 Karlsruhe, Deutschland",Eingetroffen,2015-06-30T22:49:00+02:00,2015-06-30T22:49:00+02:00,MOBILE
ytpoub,Verkehrsverstöße,"Am Rüppurrer Schloß 9, 76199 Karlsruhe, Deutschland",Behoben,2015-06-30T22:49:00+02:00,2015-07-16T12:23:00+02:00,MOBILE
rwi3hf,Beschilderung,"Schloßplatz 23, 76131 Karlsruhe, Deutschland",Behoben,2015-06-30T21:41:00+02:00,2015-07-16T12:23:00+02:00,MOBILE
o0o7ru,Straßenbeleuchtung,"Straßburger Straße 3, 76185 Karlsruhe, Deutschland",Behoben,2015-06-30T19:50:00+02:00,2015-07-17T06:33:00+02:00,MOBILE
5wrlnk,Gefahrenstellen,"Beiertheimer Allee 50, 76137 Karlsruhe, Deutschland",Eingetroffen,2015-06-30T16:12:00+02:00,2015-06-30T16:12:00+02:00,MOBILE
txgml9,Beschilderung,"Hermann-Veit-Straße 7, 76135 Karlsruhe, Deutschland",Behoben,2015-06-30T14:03:00+02:00,2015-07-16T11:06:00+02:00,MOBILE
cfcxnx,Verunreinigungen,"Sophienstraße 77, 76133 Karlsruhe, Deutschland",Eingetroffen,2015-06-30T13:48:00+02:00,2015-06-30T13:48:00+02:00,MOBILE
b94vje,Verkehrsverstöße,"Gottesauer Straße 22, 76131 Karlsruhe, Deutschland",Behoben,2015-06-30T13:24:00+02:00,2015-08-03T10:26:00+02:00,MOBILE
xgogs1,Gefahrenstellen,"Gärtnerstraße 17, 76227 Karlsruhe, Deutschland",Eingetroffen,2015-06-30T08:56:00+02:00,2015-06-30T08:56:00+02:00,MOBILE
htlcxp,Ampel für Kraftfahrzeuge,"Philipp-Reis-Straße 2, 76137 Karlsruhe, Deutschland",Abgeschlossen,2015-06-30T08:54:00+02:00,2015-07-01T12:34:00+02:00,MOBILE
ftmurx,Beschilderung,"An der Bahn, 76139 Karlsruhe, Deutschland",Behoben,2015-06-30T08:27:00+02:00,2015-08-03T09:03:00+02:00,MOBILE
zrommt,Beschilderung,"Jagdstraße 1, 76131 Karlsruhe, Deutschland",Behoben,2015-06-30T02:54:00+02:00,2015-10-25T02:06:00+01:00,MOBILE
gp2zix,Gefahrenstellen,"Akazienstraße, 76185 Karlsruhe, Deutschland",In Arbeit,2015-06-30T02:50:00+02:00,2015-07-24T08:09:00+02:00,MOBILE
hueyoj,Beschilderung,"Ernst-Frey-Straße 9, 76135 Karlsruhe, Deutschland",Behoben,2015-06-30T02:30:00+02:00,2015-08-03T13:58:00+02:00,MOBILE
oarkvv,Verunreinigungen,"Schenkenburgstraße 8, 76135 Karlsruhe, Deutschland",Behoben,2015-06-30T02:26:00+02:00,2015-08-03T08:58:00+02:00,MOBILE
tivlsa,Gefahrenstellen,"Jägerhausstraße 81, 76139 Karlsruhe, Deutschland",Eingetroffen,2015-06-30T02:22:00+02:00,2015-06-30T02:22:00+02:00,MOBILE
kjcypz,Gefahrenstellen,"Bernhard-Lichtenberg-Straße 78, 76189 Karlsruhe, Deutschland",Behoben,2015-06-30T02:18:00+02:00,2015-10-27T12:10:00+01:00,MOBILE
kqmcir,Verunreinigungen,"Edgar-von-Gierke-Straße 2, 76135 Karlsruhe, Deutschland",Eingetroffen,2015-06-30T02:15:00+02:00,2015-10-25T02:11:00+01:00,MOBILE
c80gwu,Verunreinigungen,"Woerishofferstraße 12, 76189 Karlsruhe, Deutschland",Eingetroffen,2015-06-30T02:12:00+02:00,2015-10-25T02:11:00+01:00,MOBILE
atxvlo,Verunreinigungen,"Bernhard-Lichtenberg-Straße 98, 76189 Karlsruhe, Deutschland",In Arbeit,2015-06-30T02:11:00+02:00,2015-10-25T02:10:00+01:00,MOBILE
bz3mkq,Ampeln für Fußgänger oder Radfahrer,"Ludwig-Erhard-Allee 20, 76131 Karlsruhe, Deutschland",Abgeschlossen,2015-06-30T00:27:00+02:00,2015-11-11T12:57:00+01:00,MOBILE
dv7q3n,Verkehrsverstöße,"Rahel-Straus-Straße, 76137 Karlsruhe, Deutschland",Behoben,2015-06-30T00:23:00+02:00,2015-08-03T10:25:00+02:00,MOBILE
hifxca,Verkehrsverstöße,"Rheinstraße 14B, 76185 Karlsruhe, Deutschland",Behoben,2015-06-29T20:49:00+02:00,2015-07-16T12:11:00+02:00,MOBILE
xpgk10,Verkehrsverstöße,"Rudolfstraße 20, 76131 Karlsruhe, Deutschland",Behoben,2015-06-29T20:49:00+02:00,2015-07-16T12:10:00+02:00,MOBILE
