Vorgangsnummer,Kategorie,Ort,Zustand,Erstellungsdatum,Letztes Bearbeitungsdatum,Eingangskanal
8tljwy,Straßenbeleuchtung,"Südendstraße 15, 76137 Karlsruhe, Deutschland",Abgeschlossen,2014-12-31T18:54:00+01:00,2015-01-05T16:01:00+01:00,MOBILE
ac5h9o,Straßenbeleuchtung,"Leibnizstraße 1, 76137 Karlsruhe, Deutschland",Abgeschlossen,2014-12-31T18:53:00+01:00,2015-01-05T16:01:00+01:00,MOBILE
whfbaj,Straßenbeleuchtung,"Südendstraße 16, 76137 Karlsruhe, Deutschland",Abgeschlossen,2014-12-31T18:53:00+01:00,2015-01-05T16:02:00+01:00,MOBILE
0dsy13,Straßenbeleuchtung,"Südendstraße 21, 76137 Karlsruhe, Deutschland",Abgeschlossen,2014-12-31T18:52:00+01:00,2015-01-05T16:02:00+01:00,MOBILE
aygtsk,Straßenbeleuchtung,"Rheinbrückenstraße, 76187 Karlsruhe, Deutschland",Behoben,2014-12-31T16:56:00+01:00,2015-01-20T12:27:00+01:00,MOBILE
glkoeq,KA-Feedback Nutzerumfrage,"Im Haberacker 6C, 76227 Karlsruhe, Deutschland",Eingetroffen,2014-12-31T16:44:00+01:00,2014-12-31T16:44:00+01:00,MOBILE
pdc3fz,Verkehrsverstöße,"Sophienstraße 189, 76185 Karlsruhe, Deutschland",Behoben,2014-12-31T15:57:00+01:00,2015-01-05T11:58:00+01:00,MOBILE
d47l0f,Verunreinigungen,"Kentuckyallee 76, 76149 Karlsruhe, Deutschland",Eingetroffen,2014-12-31T14:29:00+01:00,2014-12-31T14:29:00+01:00,MOBILE
0wcwin,KA-Feedback Nutzerumfrage,"Saarlandstraße 110, 76187 Karlsruhe, Deutschland",Eingetroffen,2014-12-31T10:12:00+01:00,2014-12-31T10:12:00+01:00,MOBILE
jqf8nx,Gefahrenstellen,"Welfenstraße 29, 76137 Karlsruhe, Deutschland",Behoben,2014-12-31T06:26:00+01:00,2015-01-08T07:33:00+01:00,MOBILE
lfzpid,Gefahrenstellen,"Welfenstraße 29, 76137 Karlsruhe, Deutschland",Behoben,2014-12-31T06:25:00+01:00,2015-01-08T07:33:00+01:00,MOBILE
p9a35q,Gefahrenstellen,"Welfenstraße 2, 76137 Karlsruhe, Deutschland",Behoben,2014-12-31T06:19:00+01:00,2015-01-08T07:34:00+01:00,MOBILE
dgumqj,Gefahrenstellen,"Schwarzwaldstraße 29, 76137 Karlsruhe, Deutschland",Behoben,2014-12-31T06:15:00+01:00,2015-01-22T14:25:00+01:00,MOBILE
znr5oj,Verunreinigungen,"Kapellenstraße 66, 76131 Karlsruhe, Deutschland",Eingetroffen,2014-12-31T01:43:00+01:00,2014-12-31T01:43:00+01:00,MOBILE
pbczem,Verunreinigungen,"Siemensallee 86, 76187 Karlsruhe, Deutschland",Eingetroffen,2014-12-30T19:09:00+01:00,2014-12-30T19:09:00+01:00,MOBILE
2uktbp,Verunreinigungen,"Siemensallee 86, 76187 Karlsruhe, Deutschland",Eingetroffen,2014-12-30T19:09:00+01:00,2014-12-30T19:09:00+01:00,MOBILE
l9hnhs,Gefahrenstellen,"Elsässer Platz, 76187 Karlsruhe, Deutschland",Behoben,2014-12-30T16:08:00+01:00,2015-01-09T08:01:00+01:00,MOBILE
h1u9wt,Gefahrenstellen,"Hegaustraße 4, 76199 Karlsruhe, Deutschland",Behoben,2014-12-30T15:26:00+01:00,2015-01-22T14:23:00+01:00,MOBILE
79yaxx,Gefahrenstellen,"Tulpenstraße 6A, 76199 Karlsruhe, Deutschland",Behoben,2014-12-30T15:20:00+01:00,2015-01-22T14:24:00+01:00,MOBILE
1xlbxn,Gefahrenstellen,"Tulpenstraße 6A, 76199 Karlsruhe, Deutschland",Eingetroffen,2014-12-30T15:20:00+01:00,2014-12-30T15:20:00+01:00,MOBILE
ihrchh,Verunreinigungen,"Waldstraße 63-65, 76133 Karlsruhe, Deutschland",Behoben,2014-12-30T14:45:00+01:00,2015-03-19T10:27:00+01:00,MOBILE
amop56,Gefahrenstellen,"Erzbergerstraße 111B, 76133 Karlsruhe, Deutschland",Eingetroffen,2014-12-30T10:53:00+01:00,2014-12-30T10:53:00+01:00,MOBILE
ashyp8,Beschilderung,"Durlacher Allee, 76227 Karlsruhe, Deutschland",Behoben,2014-12-29T21:12:00+01:00,2015-01-08T09:45:00+01:00,MOBILE
eu82mm,Straßenbeleuchtung,"Akademiestraße 34, 76133 Karlsruhe, Deutschland",Behoben,2014-12-29T20:15:00+01:00,2015-01-13T07:34:00+01:00,MOBILE
wm2sqo,Gefahrenstellen,"Albert-Braun-Straße 10C, 76189 Karlsruhe, Deutschland",In Arbeit,2014-12-29T14:49:00+01:00,2015-01-08T07:40:00+01:00,MOBILE
udq2b8,Ampeln für Fußgänger oder Radfahrer,"Eschenweg 1A, 76185 Karlsruhe, Deutschland",Behoben,2014-12-29T13:06:00+01:00,2015-01-05T10:00:00+01:00,MOBILE
mjlha5,Ampel für Kraftfahrzeuge,"Hardtstraße 30, 76185 Karlsruhe, Deutschland",Abgeschlossen,2014-12-29T10:11:00+01:00,2015-03-13T15:00:00+01:00,MOBILE
ihocvs,Beschilderung,"L605, 76135 Karlsruhe, Deutschland",Behoben,2014-12-29T09:23:00+01:00,2015-01-08T09:49:00+01:00,MOBILE
6h6yfr,Beschilderung,"L605, 76135 Karlsruhe, Deutschland",Behoben,2014-12-29T09:23:00+01:00,2014-12-30T10:08:00+01:00,MOBILE
a5zwh4,Ampel für Kraftfahrzeuge,"Philipp-Reis-Straße 1, 76137 Karlsruhe, Deutschland",Behoben,2014-12-28T14:36:00+01:00,2014-12-29T10:26:00+01:00,MOBILE
219s2s,Verunreinigungen,"Rolandplatz 12, 76135 Karlsruhe, Deutschland",In Arbeit,2014-12-27T10:39:00+01:00,2015-01-05T08:59:00+01:00,MOBILE
9xf0yl,Verkehrsverstöße,"Heckenrosenweg 1, 76149 Karlsruhe, Deutschland",Behoben,2014-12-27T00:24:00+01:00,2015-01-14T17:27:00+01:00,MOBILE
qaa76t,KA-Feedback Nutzerumfrage,"Engelbert-Arnold-Straße, 76131 Karlsruhe, Deutschland",Eingetroffen,2014-12-25T16:16:00+01:00,2014-12-25T16:16:00+01:00,MOBILE
cbnli9,Straßenbeleuchtung,"Hagsfelder Allee, 76131 Karlsruhe, Deutschland",Abgeschlossen,2014-12-25T16:07:00+01:00,2014-12-29T06:27:00+01:00,MOBILE
8hluj2,Straßenbeleuchtung,"Ostpreußenstraße 12, 76228 Karlsruhe, Deutschland",Behoben,2014-12-25T13:29:00+01:00,2014-12-29T16:00:00+01:00,MOBILE
l7t4uv,Verkehrsverstöße,"K9657, 76137 Karlsruhe, Deutschland",Behoben,2014-12-25T13:17:00+01:00,2014-12-30T09:49:00+01:00,MOBILE
kabnen,Straßenbeleuchtung,"Stulzstraße 3, 76185 Karlsruhe, Deutschland",Behoben,2014-12-25T07:29:00+01:00,2015-01-13T07:34:00+01:00,MOBILE
nsokvz,Straßenbeleuchtung,"Kampmannstraße 18, 76229 Karlsruhe, Deutschland",Behoben,2014-12-24T22:21:00+01:00,2015-01-20T12:28:00+01:00,MOBILE
w4tnzt,Verunreinigungen,"Adenauerring 20b, 76131 Karlsruhe, Deutschland",Eingetroffen,2014-12-24T21:15:00+01:00,2014-12-24T21:15:00+01:00,MOBILE
k60dqq,Verunreinigungen,"Lötzener Straße 4, 76139 Karlsruhe, Deutschland",Eingetroffen,2014-12-24T16:12:00+01:00,2014-12-24T16:12:00+01:00,MOBILE
vbs3vi,Verunreinigungen,"Kentuckyallee 39, 76149 Karlsruhe, Deutschland",Eingetroffen,2014-12-24T13:15:00+01:00,2014-12-24T13:15:00+01:00,MOBILE
orziiq,Ampeln für Fußgänger oder Radfahrer,"Blücherstraße 17, 76185 Karlsruhe, Deutschland",Abgeschlossen,2014-12-23T21:51:00+01:00,2014-12-29T10:28:00+01:00,MOBILE
dv7nau,Beschilderung,"Hermann-Schneider-Allee 54, 76189 Karlsruhe, Deutschland",Behoben,2014-12-23T18:09:00+01:00,2014-12-30T06:42:00+01:00,MOBILE
c3hcc0,Verkehrsverstöße,"Hermann-Müller-Würtz-Straße 12, 76189 Karlsruhe, Deutschland",Behoben,2014-12-23T17:41:00+01:00,2015-01-23T09:26:00+01:00,MOBILE
rgkxkc,Verunreinigungen,"Blücherstraße 4-6, 76185 Karlsruhe, Deutschland",Eingetroffen,2014-12-23T11:50:00+01:00,2014-12-23T11:50:00+01:00,MOBILE
rd2ggs,Beschilderung,"Durlacher Allee 66, 76137 Karlsruhe, Deutschland",Behoben,2014-12-23T11:12:00+01:00,2014-12-30T06:43:00+01:00,MOBILE
kkhlkq,Beschilderung,"Waldhornstraße 19, 76131 Karlsruhe, Deutschland",Behoben,2014-12-23T11:09:00+01:00,2014-12-30T06:40:00+01:00,MOBILE
ndkjlo,Gefahrenstellen,"Kaiserstraße 129, 76133 Karlsruhe, Deutschland",Eingetroffen,2014-12-23T11:06:00+01:00,2014-12-23T11:06:00+01:00,MOBILE
ot3zse,Gefahrenstellen,"Ritterstraße 6, 76133 Karlsruhe, Deutschland",Eingetroffen,2014-12-23T09:24:00+01:00,2014-12-23T09:24:00+01:00,MOBILE
dlptte,Gefahrenstellen,"Ritterstraße 6, 76133 Karlsruhe, Deutschland",Eingetroffen,2014-12-23T09:24:00+01:00,2014-12-23T09:24:00+01:00,MOBILE
hq5a93,Straßenbeleuchtung,"Zietenstraße 40, 76185 Karlsruhe, Deutschland",Behoben,2014-12-23T07:33:00+01:00,2015-01-30T09:33:00+01:00,MOBILE
f2vykn,Straßenbeleuchtung,"Am Floßgraben 40, 76229 Karlsruhe, Deutschland",Behoben,2014-12-22T22:28:00+01:00,2015-01-30T09:23:00+01:00,MOBILE
0ec7tl,Straßenbeleuchtung,"Hauptstraße 140, 76327 Pfinztal, Deutschland",Abgeschlossen,2014-12-22T19:38:00+01:00,2014-12-29T06:32:00+01:00,MOBILE
ctcubd,Ampeln für Fußgänger oder Radfahrer,"Hauptstraße 140, 76327 Pfinztal, Deutschland",Abgeschlossen,2014-12-22T19:37:00+01:00,2014-12-29T10:32:00+01:00,MOBILE
yte02z,Gefahrenstellen,"Hauptstraße 140, 76327 Pfinztal, Deutschland",Eingetroffen,2014-12-22T19:37:00+01:00,2014-12-22T19:37:00+01:00,MOBILE
isy18e,Verunreinigungen,"Hauptstraße 140, 76327 Pfinztal, Deutschland",Abgeschlossen,2014-12-22T19:36:00+01:00,2014-12-23T08:40:00+01:00,MOBILE
mspefr,Verkehrsverstöße,"Kaiserstraße 116, 76133 Karlsruhe, Deutschland",Behoben,2014-12-22T16:40:00+01:00,2014-12-30T09:51:00+01:00,MOBILE
otakb8,Ampeln für Fußgänger oder Radfahrer,"Sinsheimer Straße 11B, 76131 Karlsruhe, Deutschland",Abgeschlossen,2014-12-22T14:57:00+01:00,2014-12-29T10:46:00+01:00,MOBILE
ckrssu,Ampel für Kraftfahrzeuge,"Zähringerstraße 74, 76133 Karlsruhe, Deutschland",Abgeschlossen,2014-12-22T12:08:00+01:00,2015-01-16T10:56:00+01:00,MOBILE
6qej1v,Straßenbeleuchtung,"Staigstraße 25, 76229 Karlsruhe, Deutschland",Abgeschlossen,2014-12-22T11:03:00+01:00,2014-12-22T11:12:00+01:00,MOBILE
ufktji,Gefahrenstellen,"Rommelstraße 14, 76227 Karlsruhe, Deutschland",Eingetroffen,2014-12-22T09:21:00+01:00,2014-12-22T09:21:00+01:00,MOBILE
8fo4cf,Ampel für Kraftfahrzeuge,"Hardtstraße 17, 76185 Karlsruhe, Deutschland",Abgeschlossen,2014-12-21T17:45:00+01:00,2015-03-13T15:01:00+01:00,MOBILE
b7crta,Straßenbeleuchtung,"Ettlinger Allee, 76199 Karlsruhe, Deutschland",Behoben,2014-12-21T17:38:00+01:00,2015-01-30T09:31:00+01:00,MOBILE
r8k3xq,Straßenbeleuchtung,"Ettlinger Allee, 76137 Karlsruhe, Deutschland",Behoben,2014-12-21T17:30:00+01:00,2015-01-20T12:33:00+01:00,MOBILE
mbd6kr,Verunreinigungen,"Wilhelm-Leuschner-Straße 45, 76189 Karlsruhe, Deutschland",Eingetroffen,2014-12-21T14:05:00+01:00,2014-12-21T14:05:00+01:00,MOBILE
d5olvg,Verunreinigungen,"Wilhelm-Leuschner-Straße 65, 76189 Karlsruhe, Deutschland",In Arbeit,2014-12-21T11:45:00+01:00,2014-12-22T09:30:00+01:00,MOBILE
asdjbl,Straßenbeleuchtung,"Kampmannstraße 20, 76229 Karlsruhe, Deutschland",Behoben,2014-12-20T19:34:00+01:00,2015-01-13T07:38:00+01:00,MOBILE
ewrw0o,Straßenbeleuchtung,"Kaiserallee 77, 76185 Karlsruhe, Deutschland",Abgeschlossen,2014-12-20T17:35:00+01:00,2014-12-22T07:50:00+01:00,MOBILE
agjshm,Straßenbeleuchtung,"Kaiserallee 81, 76185 Karlsruhe, Deutschland",Abgeschlossen,2014-12-20T17:35:00+01:00,2014-12-22T07:51:00+01:00,MOBILE
ldhbat,Straßenbeleuchtung,"Kaiserallee 87, 76185 Karlsruhe, Deutschland",Abgeschlossen,2014-12-20T17:33:00+01:00,2014-12-22T07:52:00+01:00,MOBILE
f4ckfo,Straßenbeleuchtung,"Kaiserallee 93, 76185 Karlsruhe, Deutschland",Abgeschlossen,2014-12-20T17:32:00+01:00,2014-12-22T07:51:00+01:00,MOBILE
v1yk7q,Straßenbeleuchtung,"Kaiserallee 46, 76185 Karlsruhe, Deutschland",Abgeschlossen,2014-12-20T17:30:00+01:00,2014-12-22T07:53:00+01:00,MOBILE
aeid3l,Straßenbeleuchtung,"Kaiserallee 127, 76185 Karlsruhe, Deutschland",Abgeschlossen,2014-12-20T17:27:00+01:00,2014-12-22T07:52:00+01:00,MOBILE
m5fckv,Straßenbeleuchtung,"Kaiserallee 137, 76185 Karlsruhe, Deutschland",Abgeschlossen,2014-12-20T17:26:00+01:00,2014-12-22T07:53:00+01:00,MOBILE
kclrrv,Straßenbeleuchtung,"Kaiserallee 74, 76185 Karlsruhe, Deutschland",Abgeschlossen,2014-12-20T17:26:00+01:00,2014-12-22T07:54:00+01:00,MOBILE
ktcpub,Straßenbeleuchtung,"Kaiserallee 141, 76185 Karlsruhe, Deutschland",Abgeschlossen,2014-12-20T17:25:00+01:00,2014-12-22T08:03:00+01:00,MOBILE
imamt4,Straßenbeleuchtung,"Rheinstraße 5, 76185 Karlsruhe, Deutschland",Behoben,2014-12-20T17:23:00+01:00,2015-01-30T09:25:00+01:00,MOBILE
eha4u9,Straßenbeleuchtung,"Rheinstraße 17, 76185 Karlsruhe, Deutschland",Abgeschlossen,2014-12-20T17:21:00+01:00,2014-12-22T08:05:00+01:00,MOBILE
vxjcvu,Straßenbeleuchtung,"Nuitsstraße 3, 76185 Karlsruhe, Deutschland",Abgeschlossen,2014-12-20T17:20:00+01:00,2014-12-22T08:03:00+01:00,MOBILE
btedio,Straßenbeleuchtung,"Rheinstraße 31, 76185 Karlsruhe, Deutschland",Abgeschlossen,2014-12-20T17:19:00+01:00,2014-12-22T08:05:00+01:00,MOBILE
s1dukl,Straßenbeleuchtung,"Rheinstraße 37, 76185 Karlsruhe, Deutschland",Abgeschlossen,2014-12-20T17:18:00+01:00,2014-12-22T07:49:00+01:00,MOBILE
wnhvnk,KA-Feedback Nutzerumfrage,"Römerstraße 50, 76761 Rülzheim, Deutschland",Eingetroffen,2014-12-20T00:03:00+01:00,2014-12-20T00:03:00+01:00,MOBILE
ybystb,Ampeln für Fußgänger oder Radfahrer,"Neureuter Straße, 76185 Karlsruhe, Deutschland",Abgeschlossen,2014-12-20T00:02:00+01:00,2014-12-29T10:50:00+01:00,MOBILE
oosw64,Ampeln für Fußgänger oder Radfahrer,"Rheinstraße, 76185 Karlsruhe, Deutschland",Abgeschlossen,2014-12-19T23:57:00+01:00,2014-12-29T11:00:00+01:00,MOBILE
yb8cdz,Beschilderung,"Henriette-Obermüller-Straße 10, 76137 Karlsruhe, Deutschland",In Arbeit,2014-12-19T13:52:00+01:00,2014-12-30T09:52:00+01:00,MOBILE
5pnojg,Verunreinigungen,"Brüchlestraße 1, 76227 Karlsruhe, Deutschland",Eingetroffen,2014-12-19T12:54:00+01:00,2014-12-19T12:54:00+01:00,MOBILE
1fkdb9,Ampeln für Fußgänger oder Radfahrer,"Haid-und-Neu-Straße, 76131 Karlsruhe, Deutschland",Behoben,2014-12-19T12:05:00+01:00,2014-12-29T14:57:00+01:00,MOBILE
foqyb3,Straßenbeleuchtung,"Laubenweg 38, 76185 Karlsruhe, Deutschland",Behoben,2014-12-19T10:50:00+01:00,2015-01-20T12:29:00+01:00,MOBILE
okic3j,Verunreinigungen,"Hermann-Billing-Straße 2, 76137 Karlsruhe, Deutschland",Eingetroffen,2014-12-19T10:19:00+01:00,2014-12-19T10:19:00+01:00,MOBILE
qwkn3y,Straßenbeleuchtung,"Karl-Seckinger-Straße 18, 76229 Karlsruhe, Deutschland",Behoben,2014-12-19T09:39:00+01:00,2015-01-30T09:33:00+01:00,MOBILE
4ugzjx,Verunreinigungen,"Schweigener Straße, 76187 Karlsruhe, Deutschland",Eingetroffen,2014-12-18T19:43:00+01:00,2014-12-18T19:43:00+01:00,MOBILE
zjvb1k,Verunreinigungen,"Herrenstraße 66, 76133 Karlsruhe, Deutschland",Behoben,2014-12-18T17:54:00+01:00,2014-12-30T09:54:00+01:00,MOBILE
1anda9,Straßenbeleuchtung,"Rubensstraße 17, 76149 Karlsruhe, Deutschland",Behoben,2014-12-18T17:46:00+01:00,2014-12-29T08:26:00+01:00,MOBILE
t0vcmi,Gefahrenstellen,"Petergraben 2, 76135 Karlsruhe, Deutschland",Abgeschlossen,2014-12-18T14:10:00+01:00,2014-12-23T10:42:00+01:00,MOBILE
gimnya,Beschilderung,"Melitta-Schöpf-Straße, 76137 Karlsruhe, Deutschland",Behoben,2014-12-18T12:33:00+01:00,2014-12-30T06:44:00+01:00,MOBILE
hytuty,Ampel für Kraftfahrzeuge,"Rüppurrer Straße 50, 76137 Karlsruhe, Deutschland",Behoben,2014-12-18T10:46:00+01:00,2014-12-18T13:14:00+01:00,MOBILE
c7h21b,Verkehrsverstöße,"Ottostraße 21, 76227 Karlsruhe, Deutschland",Behoben,2014-12-18T10:41:00+01:00,2014-12-30T09:55:00+01:00,MOBILE
ediwkb,Beschilderung,"Reinmuthstraße 29, 76187 Karlsruhe, Deutschland",In Arbeit,2014-12-17T11:28:00+01:00,2014-12-30T09:56:00+01:00,MOBILE
jpmaon,Ampeln für Fußgänger oder Radfahrer,"Ludwig-Erhard-Allee, 76131 Karlsruhe, Deutschland",Behoben,2014-12-17T10:17:00+01:00,2014-12-17T15:26:00+01:00,MOBILE
jiw0tj,Straßenbeleuchtung,"Insterburger Straße 17B, 76139 Karlsruhe, Deutschland",Behoben,2014-12-17T09:18:00+01:00,2015-01-30T09:25:00+01:00,MOBILE
gk0tzv,Verunreinigungen,"Pfinzuferweg, 76229 Karlsruhe, Deutschland",Abgeschlossen,2014-12-17T08:29:00+01:00,2014-12-17T10:00:00+01:00,MOBILE
zmdhmd,Straßenbeleuchtung,"Köblerweg 3, 76229 Karlsruhe, Deutschland",Behoben,2014-12-17T08:21:00+01:00,2015-01-20T12:29:00+01:00,MOBILE
lrqntb,Verunreinigungen,"Kampmannstraße 1, 76229 Karlsruhe, Deutschland",Eingetroffen,2014-12-17T08:18:00+01:00,2014-12-17T08:18:00+01:00,MOBILE
ef3wxs,Straßenbeleuchtung,"Karl-Seckinger-Straße 20, 76229 Karlsruhe, Deutschland",Abgeschlossen,2014-12-16T19:57:00+01:00,2017-01-11T13:33:00+01:00,MOBILE
erhchm,Straßenbeleuchtung,"Karl-Seckinger-Straße 20, 76229 Karlsruhe, Deutschland",Abgeschlossen,2014-12-16T19:56:00+01:00,2014-12-17T06:12:00+01:00,MOBILE
nwptph,Straßenbeleuchtung,"Am Fächerbad 5, 76131 Karlsruhe, Deutschland",Behoben,2014-12-16T18:28:00+01:00,2015-01-30T09:37:00+01:00,MOBILE
2rcirb,Beschilderung,"Steinhäuserstraße 21, 76135 Karlsruhe, Deutschland",Behoben,2014-12-16T16:05:00+01:00,2014-12-30T09:13:00+01:00,MOBILE
doflpm,Verkehrsverstöße,"Kreuzstraße 14, 76133 Karlsruhe, Deutschland",Behoben,2014-12-16T13:09:00+01:00,2014-12-30T09:57:00+01:00,MOBILE
rqhwz9,Straßenbeleuchtung,"Schwarzwaldstraße 78, 76137 Karlsruhe, Deutschland",Behoben,2014-12-16T10:15:00+01:00,2014-12-17T13:17:00+01:00,MOBILE
v0zsio,Verunreinigungen,"Gustav-Schulenburg-Straße 7, 76189 Karlsruhe, Deutschland",Eingetroffen,2014-12-16T09:46:00+01:00,2014-12-16T09:46:00+01:00,MOBILE
6omxn2,Straßenbeleuchtung,"Am Viehweg 9, 76229 Karlsruhe, Deutschland",Behoben,2014-12-16T09:27:00+01:00,2015-02-04T15:14:00+01:00,MOBILE
9bkfdq,Ampel für Kraftfahrzeuge,"Am Viehweg 9, 76229 Karlsruhe, Deutschland",Behoben,2014-12-16T09:26:00+01:00,2014-12-16T14:14:00+01:00,MOBILE
la9ghz,Beschilderung,"Ernst-Frey-Straße 7, 76135 Karlsruhe, Deutschland",Behoben,2014-12-15T21:30:00+01:00,2015-01-15T10:17:00+01:00,MOBILE
pd6wyh,Beschilderung,"Durlacher Allee 5, 76131 Karlsruhe, Deutschland",Behoben,2014-12-15T20:06:00+01:00,2014-12-18T08:54:00+01:00,MOBILE
qaqpyn,Straßenbeleuchtung,"Heilbronner Straße 24B, 76131 Karlsruhe, Deutschland",Abgeschlossen,2014-12-15T18:05:00+01:00,2014-12-16T07:29:00+01:00,MOBILE
ked6q8,Straßenbeleuchtung,"Heilbronner Straße 24B, 76131 Karlsruhe, Deutschland",Behoben,2014-12-15T18:05:00+01:00,2014-12-16T15:34:00+01:00,MOBILE
bzyu62,Straßenbeleuchtung,"Benzstraße 17, 76185 Karlsruhe, Deutschland",Behoben,2014-12-15T18:01:00+01:00,2014-12-22T08:25:00+01:00,MOBILE
ytvqpk,Verkehrsverstöße,"Rüppurrer Straße 94, 76137 Karlsruhe, Deutschland",Behoben,2014-12-15T17:48:00+01:00,2014-12-30T10:01:00+01:00,MOBILE
njsi4y,Gefahrenstellen,"Moltkestraße 7, 76133 Karlsruhe, Deutschland",Eingetroffen,2014-12-15T16:26:00+01:00,2014-12-15T16:26:00+01:00,MOBILE
9mr6zf,Ampel für Kraftfahrzeuge,"Erzbergerstraße 111B, 76133 Karlsruhe, Deutschland",Abgeschlossen,2014-12-15T12:42:00+01:00,2014-12-18T13:19:00+01:00,MOBILE
ax1fc7,Ampeln für Fußgänger oder Radfahrer,"Durlacher Allee, 76137 Karlsruhe, Deutschland",Behoben,2014-12-15T12:15:00+01:00,2014-12-18T13:21:00+01:00,MOBILE
ktlejf,Verunreinigungen,"Henriette-Obermüller-Straße, 76137 Karlsruhe, Deutschland",Eingetroffen,2014-12-15T12:06:00+01:00,2014-12-15T12:06:00+01:00,MOBILE
d2nnye,Verunreinigungen,"Durlacher Allee 53, 76131 Karlsruhe, Deutschland",Eingetroffen,2014-12-15T11:58:00+01:00,2014-12-15T11:58:00+01:00,MOBILE
w4xupm,Verunreinigungen,"Machstraße 12, 76227 Karlsruhe, Deutschland",Eingetroffen,2014-12-15T11:54:00+01:00,2014-12-15T11:54:00+01:00,MOBILE
j1ppxd,KA-Feedback Nutzerumfrage,"Lohfeldstraße 14, 76131 Karlsruhe, Deutschland",Eingetroffen,2014-12-15T09:02:00+01:00,2014-12-15T09:02:00+01:00,MOBILE
xusbtp,Beschilderung,"Kapellenstraße 76, 76131 Karlsruhe, Deutschland",Behoben,2014-12-15T09:00:00+01:00,2014-12-22T13:27:00+01:00,MOBILE
a90iqx,Verunreinigungen,"Lohfeldstraße 2, 76131 Karlsruhe, Deutschland",Eingetroffen,2014-12-15T08:57:00+01:00,2014-12-15T08:57:00+01:00,MOBILE
2k4fhs,Verkehrsverstöße,"Klara-Siebert-Straße 21, 76137 Karlsruhe, Deutschland",Behoben,2014-12-15T08:03:00+01:00,2014-12-30T10:02:00+01:00,MOBILE
wmd16n,Verkehrsverstöße,"Klara-Siebert-Straße 21, 76137 Karlsruhe, Deutschland",Behoben,2014-12-15T08:03:00+01:00,2014-12-30T10:07:00+01:00,MOBILE
jiqa8r,Verkehrsverstöße,"Kriegsstraße 294, 76135 Karlsruhe, Deutschland",Behoben,2014-12-14T18:11:00+01:00,2014-12-30T10:03:00+01:00,MOBILE
bhvojw,KA-Feedback Nutzerumfrage,"Am Pfad 15, 76149 Karlsruhe, Deutschland",Eingetroffen,2014-12-14T17:55:00+01:00,2014-12-14T17:55:00+01:00,MOBILE
kn5mm3,KA-Feedback Nutzerumfrage,"Kühler Krug, 76185 Karlsruhe, Deutschland",Eingetroffen,2014-12-14T17:50:00+01:00,2014-12-14T17:50:00+01:00,MOBILE
dv5lgk,Straßenbeleuchtung,"Hirschstraße 123, 76137 Karlsruhe, Deutschland",Abgeschlossen,2014-12-14T17:19:00+01:00,2014-12-15T06:33:00+01:00,MOBILE
nvikzf,Straßenbeleuchtung,"Südendstraße 15, 76137 Karlsruhe, Deutschland",Abgeschlossen,2014-12-14T17:13:00+01:00,2014-12-15T06:24:00+01:00,MOBILE
so1t3b,Straßenbeleuchtung,"Karlstraße 86, 76137 Karlsruhe, Deutschland",Abgeschlossen,2014-12-14T17:10:00+01:00,2014-12-15T06:24:00+01:00,MOBILE
5907dh,Straßenbeleuchtung,"Jollystraße 1, 76137 Karlsruhe, Deutschland",Abgeschlossen,2014-12-14T17:09:00+01:00,2014-12-15T06:22:00+01:00,MOBILE
2afpbk,Straßenbeleuchtung,"Karlstraße 69, 76137 Karlsruhe, Deutschland",Abgeschlossen,2014-12-14T17:08:00+01:00,2014-12-15T06:23:00+01:00,MOBILE
op085k,Straßenbeleuchtung,"Karlstraße 67-69, 76137 Karlsruhe, Deutschland",Abgeschlossen,2014-12-14T17:07:00+01:00,2014-12-15T06:32:00+01:00,MOBILE
zyolsd,Straßenbeleuchtung,"Karlstraße, 76137 Karlsruhe, Deutschland",Abgeschlossen,2014-12-14T17:06:00+01:00,2014-12-15T06:22:00+01:00,MOBILE
9v4ros,Straßenbeleuchtung,"Karlstraße 53-55, 76133 Karlsruhe, Deutschland",Behoben,2014-12-14T17:02:00+01:00,2015-01-30T09:31:00+01:00,MOBILE
sy651h,Straßenbeleuchtung,"Gartenstraße 26A, 76133 Karlsruhe, Deutschland",Behoben,2014-12-14T17:01:00+01:00,2015-01-20T12:29:00+01:00,MOBILE
qz5z23,Straßenbeleuchtung,"Gartenstraße 15, 76133 Karlsruhe, Deutschland",Behoben,2014-12-14T16:59:00+01:00,2015-02-04T15:15:00+01:00,MOBILE
3jv5a8,Straßenbeleuchtung,"Hirschstraße 53B, 76133 Karlsruhe, Deutschland",Behoben,2014-12-14T16:53:00+01:00,2015-01-14T08:19:00+01:00,MOBILE
alsmhh,Straßenbeleuchtung,"Hirschstraße 59, 76133 Karlsruhe, Deutschland",Abgeschlossen,2014-12-14T16:52:00+01:00,2014-12-15T06:29:00+01:00,MOBILE
t7anpq,Straßenbeleuchtung,"Hirschstraße 87, 76137 Karlsruhe, Deutschland",Behoben,2014-12-14T16:46:00+01:00,2015-01-20T12:30:00+01:00,MOBILE
soe52r,Straßenbeleuchtung,"Hirschstraße 122, 76137 Karlsruhe, Deutschland",Abgeschlossen,2014-12-14T16:45:00+01:00,2014-12-15T06:33:00+01:00,MOBILE
