Vorgangsnummer,Kategorie,Ort,Zustand,Erstellungsdatum,Letztes Bearbeitungsdatum,Eingangskanal
yer6be,Verunreinigungen,,Behoben,2014-11-08T16:08:00+01:00,2014-12-04T08:35:00+01:00,MOBILE
yb8160,Gefahrenstellen,"Im Eichbäumle 104, 76139 Karlsruhe, Deutschland",Eingetroffen,2014-11-08T15:58:00+01:00,2014-11-08T15:58:00+01:00,MOBILE
4zrnlr,KA-Feedback Nutzerumfrage,"Mathystraße 36, 76133 Karlsruhe, Deutschland",Eingetroffen,2014-11-08T09:09:00+01:00,2014-11-08T09:09:00+01:00,MOBILE
j4tdwz,Verunreinigungen,"Hirschstraße 71, 76133 Karlsruhe, Deutschland",Abgeschlossen,2014-11-08T09:05:00+01:00,2014-12-04T08:36:00+01:00,MOBILE
rujjkm,Verunreinigungen,"Hirschstraße 71, 76133 Karlsruhe, Deutschland",Abgeschlossen,2014-11-08T09:05:00+01:00,2014-12-04T08:36:00+01:00,MOBILE
t4v0cq,Verkehrsverstöße,"Waldstraße 24-26, 76133 Karlsruhe, Deutschland",Behoben,2014-11-08T00:51:00+01:00,2014-11-12T16:36:00+01:00,MOBILE
tkcjs6,Verkehrsverstöße,"Waldstraße 13-15, 76133 Karlsruhe, Deutschland",Behoben,2014-11-08T00:45:00+01:00,2014-11-12T16:35:00+01:00,MOBILE
fqedak,Straßenbeleuchtung,"Wolfartsweierer Weg, 76228 Karlsruhe, Deutschland",Behoben,2014-11-08T00:06:00+01:00,2014-12-09T07:47:00+01:00,MOBILE
pnceya,Straßenbeleuchtung,"Rotenbüschle 6, 76228 Karlsruhe, Deutschland",Behoben,2014-11-08T00:04:00+01:00,2014-11-20T07:55:00+01:00,MOBILE
bttuiu,Gefahrenstellen,"Siemensallee, 76185 Karlsruhe, Deutschland",Eingetroffen,2014-11-07T18:12:00+01:00,2014-11-07T18:12:00+01:00,MOBILE
825olj,Ampel für Kraftfahrzeuge,"Hardtstraße 45, 76185 Karlsruhe, Deutschland",Abgeschlossen,2014-11-07T17:29:00+01:00,2014-11-14T11:21:00+01:00,MOBILE
tnnjam,Ampel für Kraftfahrzeuge,"Elisabeth-Großwendt-Straße 2, 76137 Karlsruhe, Deutschland",Abgeschlossen,2014-11-07T17:19:00+01:00,2014-11-18T14:39:00+01:00,MOBILE
gdqomq,Verunreinigungen,"Kriegsstraße 12, 76131 Karlsruhe, Deutschland",Behoben,2014-11-07T17:12:00+01:00,2014-12-04T08:36:00+01:00,MOBILE
kls65y,Verkehrsverstöße,"Germersheimer Straße 22, 76187 Karlsruhe, Deutschland",Abgeschlossen,2014-11-07T14:32:00+01:00,2014-11-12T16:34:00+01:00,MOBILE
1n3w0j,Verkehrsverstöße,"Germersheimer Straße 22, 76187 Karlsruhe, Deutschland",Behoben,2014-11-07T14:32:00+01:00,2014-11-12T16:33:00+01:00,MOBILE
p940b0,Verkehrsverstöße,"Am Wetterbach 2A, 76228 Karlsruhe, Deutschland",Behoben,2014-11-07T12:58:00+01:00,2014-11-12T16:32:00+01:00,MOBILE
r2a45f,Gefahrenstellen,"Mainstraße 30, 76199 Karlsruhe, Deutschland",Eingetroffen,2014-11-07T11:53:00+01:00,2014-11-07T11:53:00+01:00,MOBILE
1vvbzc,Verunreinigungen,"Stulzstraße 3, 76185 Karlsruhe, Deutschland",Behoben,2014-11-07T10:47:00+01:00,2014-12-04T08:37:00+01:00,MOBILE
vbbcmk,Ampel für Kraftfahrzeuge,"Karl-Wilhelm-Straße 2, 76131 Karlsruhe, Deutschland",Abgeschlossen,2014-11-07T09:40:00+01:00,2014-11-18T14:42:00+01:00,MOBILE
f3a0xe,Ampel für Kraftfahrzeuge,"Auf dem Guggelensberg 22, 76227 Karlsruhe, Deutschland",Behoben,2014-11-06T17:54:00+01:00,2014-11-18T14:44:00+01:00,MOBILE
gpqoqu,Verkehrsverstöße,"Göhrenstraße 35, 76199 Karlsruhe, Deutschland",Behoben,2014-11-06T17:15:00+01:00,2014-11-12T16:30:00+01:00,MOBILE
shutzx,Verkehrsverstöße,"Am Wetterbach 16, 76228 Karlsruhe, Deutschland",Behoben,2014-11-06T16:38:00+01:00,2014-11-12T16:28:00+01:00,MOBILE
lfqwwx,Gefahrenstellen,"Durlacher Allee, 76227 Karlsruhe, Deutschland",Eingetroffen,2014-11-06T14:47:00+01:00,2014-11-06T14:47:00+01:00,MOBILE
vhhphq,Verunreinigungen,"Stulzstraße 3, 76185 Karlsruhe, Deutschland",Behoben,2014-11-06T14:40:00+01:00,2014-12-04T08:37:00+01:00,MOBILE
mkoa2s,Beschilderung,"Badener Straße 8, 76227 Karlsruhe, Deutschland",In Arbeit,2014-11-06T11:58:00+01:00,2014-11-12T16:27:00+01:00,MOBILE
d2sqzl,Verunreinigungen,"Büchiger Allee 35, 76131 Karlsruhe, Deutschland",Abgeschlossen,2014-11-06T09:56:00+01:00,2014-12-04T08:38:00+01:00,MOBILE
01i5ks,Gefahrenstellen,"Mannheimer Straße 29, 76131 Karlsruhe, Deutschland",In Arbeit,2014-11-06T09:25:00+01:00,2015-01-22T14:28:00+01:00,MOBILE
dtaign,Straßenbeleuchtung,"Am Zwinger 1, 76227 Karlsruhe, Deutschland",Behoben,2014-11-05T20:16:00+01:00,2014-11-29T00:20:00+01:00,MOBILE
saump0,Ampel für Kraftfahrzeuge,"Henriette-Obermüller-Straße, 76137 Karlsruhe, Deutschland",Abgeschlossen,2014-11-05T18:35:00+01:00,2014-11-13T17:16:00+01:00,MOBILE
4rx0es,KA-Feedback Nutzerumfrage,"Kösliner Straße 54, 76139 Karlsruhe, Deutschland",Eingetroffen,2014-11-05T16:40:00+01:00,2014-11-05T16:40:00+01:00,MOBILE
cccfjc,Verunreinigungen,"B10, 76185 Karlsruhe, Deutschland",Behoben,2014-11-05T15:47:00+01:00,2014-12-22T09:33:00+01:00,MOBILE
nihbke,Ampeln für Fußgänger oder Radfahrer,"Herrenalber Straße, 76199 Karlsruhe, Deutschland",Behoben,2014-11-05T14:39:00+01:00,2014-11-18T14:47:00+01:00,MOBILE
i12fcs,Verunreinigungen,"Rheinstraße 26, 76185 Karlsruhe, Deutschland",Behoben,2014-11-05T14:18:00+01:00,2014-12-04T09:03:00+01:00,MOBILE
5ovqfv,Verkehrsverstöße,"Moltkestraße 4, 76133 Karlsruhe, Deutschland",Behoben,2014-11-05T14:05:00+01:00,2014-11-12T16:24:00+01:00,MOBILE
gim9s0,Ampel für Kraftfahrzeuge,"Fritz-Erler-Straße 3, 76133 Karlsruhe, Deutschland",Behoben,2014-11-05T09:09:00+01:00,2014-11-20T10:45:00+01:00,MOBILE
lioiu7,Straßenbeleuchtung,"Bonner Straße 84, 76185 Karlsruhe, Deutschland",Behoben,2014-11-04T22:54:00+01:00,2014-11-07T09:26:00+01:00,MOBILE
01adyj,Beschilderung,"Waldhornstraße 19, 76131 Karlsruhe, Deutschland",Behoben,2014-11-04T19:04:00+01:00,2014-11-06T06:37:00+01:00,MOBILE
oxmvig,Verkehrsverstöße,"Kaiserstraße 184, 76133 Karlsruhe, Deutschland",Abgeschlossen,2014-11-04T17:19:00+01:00,2014-11-12T16:22:00+01:00,MOBILE
exxyhk,Verunreinigungen,"Kapellenstraße 76, 76131 Karlsruhe, Deutschland",Behoben,2014-11-04T17:18:00+01:00,2014-12-04T09:03:00+01:00,MOBILE
j7wdig,Gefahrenstellen,"Bernhard-Lichtenberg-Straße 102, 76189 Karlsruhe, Deutschland",Eingetroffen,2014-11-04T15:56:00+01:00,2014-11-27T20:53:00+01:00,MOBILE
thm9tl,Verunreinigungen,"Kriegsstraße 10, 76131 Karlsruhe, Deutschland",Behoben,2014-11-04T14:11:00+01:00,2014-12-04T09:04:00+01:00,MOBILE
wysibv,Verunreinigungen,"An der Roßweid 16, 76229 Karlsruhe, Deutschland",Abgeschlossen,2014-11-04T12:59:00+01:00,2014-12-04T09:04:00+01:00,MOBILE
jnuw0j,Verunreinigungen,"An der Roßweid 16, 76229 Karlsruhe, Deutschland",Abgeschlossen,2014-11-04T12:59:00+01:00,2014-12-04T09:05:00+01:00,MOBILE
w09vk8,Gefahrenstellen,"Kriegsstraße 25, 76133 Karlsruhe, Deutschland",Behoben,2014-11-04T10:07:00+01:00,2014-11-08T11:54:00+01:00,MOBILE
paowc6,Verunreinigungen,"Josef-Schofer-Straße 12, 76187 Karlsruhe, Deutschland",Behoben,2014-11-04T08:43:00+01:00,2014-12-04T09:15:00+01:00,MOBILE
e3ax6l,Verkehrsverstöße,"Rhode-Island-Allee 47, 76149 Karlsruhe, Deutschland",Behoben,2014-11-04T07:20:00+01:00,2014-11-11T17:04:00+01:00,MOBILE
lqrofe,Ampel für Kraftfahrzeuge,"Henriette-Obermüller-Straße 9, 76137 Karlsruhe, Deutschland",Abgeschlossen,2014-11-04T07:17:00+01:00,2014-11-18T14:49:00+01:00,MOBILE
njuun5,Ampel für Kraftfahrzeuge,"Henriette-Obermüller-Straße 9, 76137 Karlsruhe, Deutschland",Abgeschlossen,2014-11-04T07:17:00+01:00,2014-11-07T13:15:00+01:00,MOBILE
psjpyr,Ampel für Kraftfahrzeuge,"Hardtstraße 17A, 76185 Karlsruhe, Deutschland",Abgeschlossen,2014-11-03T23:29:00+01:00,2014-11-12T10:15:00+01:00,MOBILE
b80hsq,Straßenbeleuchtung,"Kaiserallee 12, 76133 Karlsruhe, Deutschland",Behoben,2014-11-03T19:00:00+01:00,2014-12-09T07:47:00+01:00,MOBILE
b6a72f,Straßenbeleuchtung,"Durlacher Allee, 76137 Karlsruhe, Deutschland",Behoben,2014-11-03T18:27:00+01:00,2014-11-28T10:58:00+01:00,MOBILE
5jkqgt,Verkehrsverstöße,"Tennesseeallee 74-84, 76149 Karlsruhe, Deutschland",Behoben,2014-11-03T17:36:00+01:00,2014-11-12T22:30:00+01:00,MOBILE
bblxh0,Straßenbeleuchtung,"Naumburger Straße 5, 76139 Karlsruhe, Deutschland",Abgeschlossen,2014-11-03T17:11:00+01:00,2014-11-20T07:54:00+01:00,MOBILE
ydzhqr,Straßenbeleuchtung,"Kurze Allee, 76131 Karlsruhe, Deutschland",Behoben,2014-11-03T17:08:00+01:00,2014-12-09T07:49:00+01:00,MOBILE
0cihsb,Straßenbeleuchtung,"Weinweg 17, 76131 Karlsruhe, Deutschland",Behoben,2014-11-03T17:06:00+01:00,2014-11-20T07:53:00+01:00,MOBILE
vw1xm7,Verunreinigungen,"Kurt-Schumacher-Straße 6A, 76187 Karlsruhe, Deutschland",Behoben,2014-11-03T16:40:00+01:00,2014-12-04T09:16:00+01:00,MOBILE
vrrzai,Verkehrsverstöße,"Appenmühlstraße 8, 76185 Karlsruhe, Deutschland",In Arbeit,2014-11-03T12:54:00+01:00,2014-11-19T15:30:00+01:00,MOBILE
whgh9k,Verunreinigungen,"Durlacher Allee 87, 76131 Karlsruhe, Deutschland",Behoben,2014-11-03T12:37:00+01:00,2014-12-04T09:29:00+01:00,MOBILE
fgba1y,Ampel für Kraftfahrzeuge,"Hardtstraße 19, 76185 Karlsruhe, Deutschland",Abgeschlossen,2014-11-03T09:13:00+01:00,2014-11-12T10:17:00+01:00,MOBILE
nwjchy,Gefahrenstellen,"Ludwig-Erhard-Allee 20, 76131 Karlsruhe, Deutschland",Eingetroffen,2014-11-03T09:04:00+01:00,2014-11-03T09:04:00+01:00,MOBILE
vp8rgg,Straßenbeleuchtung,"Markgrafenstraße 52, 76133 Karlsruhe, Deutschland",Behoben,2014-11-02T23:08:00+01:00,2014-11-20T16:16:00+01:00,MOBILE
q5umlj,Beschilderung,"Sophienstraße 98, 76135 Karlsruhe, Deutschland",Behoben,2014-11-02T22:44:00+01:00,2014-11-05T07:49:00+01:00,MOBILE
xdjfzz,Gefahrenstellen,"Adenauerring 4, 76131 Karlsruhe, Deutschland",Eingetroffen,2014-11-02T22:32:00+01:00,2014-11-02T22:32:00+01:00,MOBILE
9uluyd,Straßenbeleuchtung,"Bienwaldstraße 13, 76187 Karlsruhe, Deutschland",Behoben,2014-11-02T20:27:00+01:00,2014-11-07T09:07:00+01:00,MOBILE
7tjjmj,Verkehrsverstöße,"Sedan Street 12, 76185 Karlsruhe",Eingetroffen,2014-11-02T15:43:00+01:00,2014-11-02T15:43:00+01:00,MOBILE
iv85qt,KA-Feedback Nutzerumfrage,"Konstanzer Street 9, 76199 Karlsruhe",Eingetroffen,2014-11-02T15:40:00+01:00,2014-11-02T15:40:00+01:00,MOBILE
wpnl7z,KA-Feedback Nutzerumfrage,"Konstanzer Street 3, 76199 Karlsruhe",Eingetroffen,2014-11-02T15:38:00+01:00,2014-11-02T15:38:00+01:00,MOBILE
qeghhl,Verunreinigungen,"Konstanzer Street 5, 76199 Karlsruhe",Abgeschlossen,2014-11-02T15:36:00+01:00,2014-12-04T09:17:00+01:00,MOBILE
1hvkkk,Verunreinigungen,"Herd Path, 76227 Karlsruhe",Behoben,2014-11-02T14:02:00+01:00,2014-12-04T09:17:00+01:00,MOBILE
ywataq,Straßenbeleuchtung,"Mahlberg Street 5, 76189 Karlsruhe",Behoben,2014-11-02T11:29:00+01:00,2014-11-20T07:54:00+01:00,MOBILE
5niygu,Verunreinigungen,"Tiefental Street 4, 76228 Karlsruhe",Behoben,2014-11-02T10:25:00+01:00,2014-11-05T07:39:00+01:00,MOBILE
inoaet,Verunreinigungen,"Starck Street, 76185 Karlsruhe",Abgeschlossen,2014-11-01T18:33:00+01:00,2014-12-04T09:19:00+01:00,MOBILE
jnzcjd,Verkehrsverstöße,"Adler Street 51, 76137 Karlsruhe",Eingetroffen,2014-11-01T18:27:00+01:00,2014-11-01T18:27:00+01:00,MOBILE
o7zkgz,Verkehrsverstöße,"Passagehof 22, 76133 Karlsruhe",Eingetroffen,2014-11-01T17:33:00+01:00,2014-11-01T17:33:00+01:00,MOBILE
akcitm,Verunreinigungen,"Ludwig-Erhard Avenue 20, 76131 Karlsruhe",Behoben,2014-11-01T16:33:00+01:00,2014-12-04T09:18:00+01:00,MOBILE
qlkdwr,Verunreinigungen,"Goethe Street 35, 76135 Karlsruhe",Behoben,2014-11-01T14:55:00+01:00,2014-12-04T09:19:00+01:00,MOBILE
gdsfiz,Verunreinigungen,"Amalien Street 25A, 76133 Karlsruhe",Behoben,2014-11-01T14:43:00+01:00,2014-12-04T09:19:00+01:00,MOBILE
uxw5sr,KA-Feedback Nutzerumfrage,"Südstadt, Karlsruhe",Eingetroffen,2014-11-01T14:40:00+01:00,2014-11-01T14:40:00+01:00,MOBILE
dhuzny,Verunreinigungen,"Philipp-Reis Street 1, 76137 Karlsruhe",Abgeschlossen,2014-11-01T14:36:00+01:00,2014-12-04T09:20:00+01:00,MOBILE
ubgnvs,Verunreinigungen,"Langenbruch Path 9, 76137 Karlsruhe",Behoben,2014-11-01T14:09:00+01:00,2014-12-04T09:20:00+01:00,MOBILE
mwlgmy,Verunreinigungen,"Ochsen Street, 76227 Karlsruhe",Behoben,2014-11-01T13:27:00+01:00,2014-11-05T07:41:00+01:00,MOBILE
keiibl,Verunreinigungen,"Kurze Avenue, 76131 Karlsruhe",Eingetroffen,2014-11-01T13:03:00+01:00,2014-11-01T13:03:00+01:00,MOBILE
k6jzlw,Verunreinigungen,"Kurze Avenue, 76131 Karlsruhe",Behoben,2014-11-01T13:00:00+01:00,2014-12-04T09:21:00+01:00,MOBILE
belkdb,Gefahrenstellen,"Tal Street 5, 76228 Karlsruhe",Eingetroffen,2014-11-01T11:25:00+01:00,2014-11-01T11:25:00+01:00,MOBILE
nf6npz,Gefahrenstellen,"Tal Street 3, 76228 Karlsruhe",Abgeschlossen,2014-11-01T11:22:00+01:00,2014-11-11T08:42:00+01:00,MOBILE
f7ltak,Gefahrenstellen,"Edith-Stein Street 32, 76189 Karlsruhe",Eingetroffen,2014-11-01T10:24:00+01:00,2014-11-01T10:24:00+01:00,MOBILE
o8nmus,Beschilderung,"Friedrichs Square 7, 76133 Karlsruhe",Abgeschlossen,2014-11-01T10:19:00+01:00,2014-11-05T10:13:00+01:00,MOBILE
fjszrq,Verkehrsverstöße,"Bernhard-Lichtenberg Street 98, 76189 Karlsruhe",Eingetroffen,2014-11-01T10:14:00+01:00,2014-11-01T10:14:00+01:00,MOBILE
dcqi0j,Gefahrenstellen,"Schwarzwald Street 81B, 76137 Karlsruhe",Behoben,2014-10-31T23:16:00+01:00,2015-01-22T14:23:00+01:00,MOBILE
obsmvx,Straßenbeleuchtung,"Steinhaeuser Street 23, 76135 Karlsruhe",Behoben,2014-10-31T20:55:00+01:00,2014-11-14T09:39:00+01:00,MOBILE
oeqgni,Straßenbeleuchtung,"Durlacher Avenue 48, 76131 Karlsruhe",Abgeschlossen,2014-10-31T18:23:00+01:00,2017-01-11T13:32:00+01:00,MOBILE
jtcyhq,Beschilderung,"Wolfartsweierer Street, 76137 Karlsruhe",In Arbeit,2014-10-31T17:18:00+01:00,2014-11-19T15:17:00+01:00,MOBILE
ndivva,Ampeln für Fußgänger oder Radfahrer,"Bahnhof Square 12, 76137 Karlsruhe",Abgeschlossen,2014-10-31T14:41:00+01:00,2014-12-08T15:28:00+01:00,MOBILE
jjstk0,Beschilderung,"Akademie Street 44, 76133 Karlsruhe",Behoben,2014-10-31T13:38:00+01:00,2014-11-19T15:52:00+01:00,MOBILE
axfdqs,Verkehrsverstöße,"Veilchen Street 12, 76131 Karlsruhe",Behoben,2014-10-31T13:06:00+01:00,2014-10-31T15:35:00+01:00,MOBILE
jpjfzx,Verkehrsverstöße,"Essenwein Street 22, 76131 Karlsruhe",Behoben,2014-10-31T13:05:00+01:00,2014-10-31T15:35:00+01:00,MOBILE
unomqg,Verkehrsverstöße,"Essenwein Street 23, 76131 Karlsruhe",Behoben,2014-10-31T13:03:00+01:00,2014-10-31T15:36:00+01:00,MOBILE
stg77r,Verkehrsverstöße,"Essenwein Street 29, 76131 Karlsruhe",Behoben,2014-10-31T13:02:00+01:00,2014-10-31T15:36:00+01:00,MOBILE
acmiy2,Verunreinigungen,"Brauer Street 10, 76135 Karlsruhe",Eingetroffen,2014-10-31T12:07:00+01:00,2014-10-31T12:07:00+01:00,MOBILE
wiojfp,Verunreinigungen,"Michigan Street 1, 76149 Karlsruhe",Eingetroffen,2014-10-31T11:41:00+01:00,2014-10-31T11:41:00+01:00,MOBILE
ylulzj,Verunreinigungen,"Durlacher Avenue 18, 76131 Karlsruhe",Eingetroffen,2014-10-31T08:49:00+01:00,2014-10-31T08:49:00+01:00,MOBILE
gbfqct,Verunreinigungen,"Europahalle, 76135 Karlsruhe",Eingetroffen,2014-10-31T07:22:00+01:00,2014-10-31T07:22:00+01:00,MOBILE
p46wwk,Straßenbeleuchtung,"Durlacher Street 41, 76229 Karlsruhe",Abgeschlossen,2014-10-30T18:05:00+01:00,2017-01-11T13:32:00+01:00,MOBILE
mrrsoi,Straßenbeleuchtung,"Durlacher Street 41, 76229 Karlsruhe",Behoben,2014-10-30T18:05:00+01:00,2014-11-28T10:59:00+01:00,MOBILE
8cyxjv,Verkehrsverstöße,"Scheffel Street 8, 76135 Karlsruhe",Behoben,2014-10-30T11:03:00+01:00,2014-10-31T15:37:00+01:00,MOBILE
vtmyhx,Straßenbeleuchtung,"Tiefenbronner Street 65, 75175 Pforzheim",Abgeschlossen,2014-10-30T10:59:00+01:00,2014-10-30T11:12:00+01:00,MOBILE
pjgind,Gefahrenstellen,"Durlacher Avenue 89A, 76131 Karlsruhe",Eingetroffen,2014-10-30T08:30:00+01:00,2014-10-30T08:30:00+01:00,MOBILE
hzebhx,Ampeln für Fußgänger oder Radfahrer,"Brauer Street 50, 76135 Karlsruhe",Behoben,2014-10-30T08:21:00+01:00,2014-11-04T16:50:00+01:00,MOBILE
pbja6e,KA-Feedback Nutzerumfrage,"E35, 76356 Weingarten",Eingetroffen,2014-10-29T19:00:00+01:00,2014-10-29T19:00:00+01:00,MOBILE
hmdwol,Straßenbeleuchtung,"Akazien Street, 76185 Karlsruhe",Behoben,2014-10-29T18:49:00+01:00,2014-11-20T07:49:00+01:00,MOBILE
nxhi1g,Straßenbeleuchtung,"Rittnert Street 11, 76227 Karlsruhe",Behoben,2014-10-29T18:38:00+01:00,2014-11-07T09:22:00+01:00,MOBILE
hftewa,Verunreinigungen,"Lange Street 52, 76199 Karlsruhe",In Arbeit,2014-10-29T16:12:00+01:00,2014-11-19T15:24:00+01:00,MOBILE
yn6iul,Straßenbeleuchtung,"Unterer Luss Path, 76227 Karlsruhe",Behoben,2014-10-29T13:37:00+01:00,2014-11-07T09:20:00+01:00,MOBILE
43qnuu,Ampel für Kraftfahrzeuge,"Kolping Square, 76137 Karlsruhe",Behoben,2014-10-29T12:36:00+01:00,2014-11-18T14:51:00+01:00,MOBILE
dmhlfk,Verunreinigungen,"Hardt Street 37B, 76185 Karlsruhe",Eingetroffen,2014-10-29T09:51:00+01:00,2014-10-29T11:55:00+01:00,MOBILE
gyjgqd,Verunreinigungen,"Hardt Street 37B, 76185 Karlsruhe",Eingetroffen,2014-10-29T09:51:00+01:00,2014-10-29T09:51:00+01:00,MOBILE
gzpkgr,Straßenbeleuchtung,"Marie-Baum Street 3, 76137 Karlsruhe",Behoben,2014-10-29T09:40:00+01:00,2014-10-29T09:44:00+01:00,MOBILE
ugni63,Straßenbeleuchtung,"Untere Hub 1, 76227 Karlsruhe",Behoben,2014-10-29T06:34:00+01:00,2014-12-09T07:48:00+01:00,MOBILE
e5vhuo,KA-Feedback Nutzerumfrage,"Zedern Path 16-18, 76149 Karlsruhe",Eingetroffen,2014-10-28T20:38:00+01:00,2014-10-28T20:38:00+01:00,MOBILE
prvsux,Gefahrenstellen,"Lenzenhub Path 20A, 76227 Karlsruhe",Behoben,2014-10-28T20:14:00+01:00,2015-01-22T14:13:00+01:00,MOBILE
dena2e,KA-Feedback Nutzerumfrage,"Kaiser Street 127, 76133 Karlsruhe",Eingetroffen,2014-10-28T16:02:00+01:00,2014-10-28T16:02:00+01:00,MOBILE
vzitue,Gefahrenstellen,"Augustenburg Street 39, 76229 Karlsruhe",Eingetroffen,2014-10-28T15:44:00+01:00,2014-10-31T17:50:00+01:00,MOBILE
izbldq,KA-Feedback Nutzerumfrage,"An der Roßweid 3, 76229 Karlsruhe",Eingetroffen,2014-10-28T14:38:00+01:00,2014-10-28T14:38:00+01:00,MOBILE
lhqcuj,KA-Feedback Nutzerumfrage,"Siegfried-Kuehn Street 1, 76135 Karlsruhe",Eingetroffen,2014-10-28T12:59:00+01:00,2014-10-28T12:59:00+01:00,MOBILE
kibp2y,Gefahrenstellen,"Rhode-Island Avenue 69, 76149 Karlsruhe",Eingetroffen,2014-10-28T09:12:00+01:00,2014-10-28T09:12:00+01:00,MOBILE
waltdw,Verkehrsverstöße,"Am Zimmer Square 15, 75038 Oberderdingen",Abgeschlossen,2014-10-28T06:44:00+01:00,2014-10-31T15:40:00+01:00,MOBILE
s9x0lc,KA-Feedback Nutzerumfrage,"Amalien Street 27A, 76744 Wörth am Rhein",Eingetroffen,2014-10-28T00:46:00+01:00,2014-10-28T00:46:00+01:00,MOBILE
ss4em4,Straßenbeleuchtung,"Bonner Street 84, 76185 Karlsruhe",Behoben,2014-10-27T20:59:00+01:00,2014-11-07T09:21:00+01:00,MOBILE
wjghzx,Verunreinigungen,"Richard-Willstaetter Avenue 2, 76131 Karlsruhe",Behoben,2014-10-27T20:37:00+01:00,2014-10-31T15:41:00+01:00,MOBILE
xy9mnc,Straßenbeleuchtung,"Hoover Street 9, 76228 Karlsruhe",Behoben,2014-10-27T20:32:00+01:00,2014-11-07T09:20:00+01:00,MOBILE
yn93ny,Straßenbeleuchtung,"Unterer Luss Path, 76227 Karlsruhe",Abgeschlossen,2014-10-27T20:27:00+01:00,2014-10-30T06:33:00+01:00,MOBILE
wresgw,Straßenbeleuchtung,"Unterer Luss Path, 76227 Karlsruhe",Abgeschlossen,2014-10-27T20:22:00+01:00,2014-10-30T06:33:00+01:00,MOBILE
luxisl,Straßenbeleuchtung,"Unterer Luss Path, 76227 Karlsruhe",Abgeschlossen,2014-10-27T20:19:00+01:00,2014-10-30T06:33:00+01:00,MOBILE
1w99gq,Verunreinigungen,"Rheinstrand Avenue 5, 76189 Karlsruhe",In Arbeit,2014-10-27T19:20:00+01:00,2014-10-28T07:44:00+01:00,MOBILE
vvd5gv,Verunreinigungen,"Wachenburg Path 34, 76189 Karlsruhe",In Arbeit,2014-10-27T17:06:00+01:00,2014-10-28T07:44:00+01:00,MOBILE
ks6por,Ampeln für Fußgänger oder Radfahrer,"Willy-Brandt Avenue, 76131 Karlsruhe",Behoben,2014-10-27T14:07:00+01:00,2014-11-04T16:55:00+01:00,MOBILE
sw4wtf,Gefahrenstellen,"Theodor-Heuss Avenue, 76131 Karlsruhe",Behoben,2014-10-27T12:54:00+01:00,2015-01-22T14:14:00+01:00,MOBILE
vvdnh6,Verunreinigungen,"Duale Hochschule, 76133 Karlsruhe",Eingetroffen,2014-10-27T12:23:00+01:00,2014-10-27T12:23:00+01:00,MOBILE
ivehrq,Verunreinigungen,"Karl Street 8, 76133 Karlsruhe",Behoben,2014-10-27T10:31:00+01:00,2014-10-31T15:42:00+01:00,MOBILE
0mspjw,Verunreinigungen,"Yorck Street 20, 76185 Karlsruhe",Eingetroffen,2014-10-26T23:26:00+01:00,2014-10-26T23:26:00+01:00,MOBILE
iu4ovu,Verunreinigungen,"Yorck Street 20, 76185 Karlsruhe",Eingetroffen,2014-10-26T23:24:00+01:00,2014-10-26T23:24:00+01:00,MOBILE
qrt1q8,Verunreinigungen,"Kaiser Avenue 53, 76133 Karlsruhe",Eingetroffen,2014-10-26T23:17:00+01:00,2014-10-26T23:17:00+01:00,MOBILE
bmkzzv,Straßenbeleuchtung,"Zieten Street 1, 76185 Karlsruhe",Behoben,2014-10-26T22:33:00+01:00,2014-10-27T08:51:00+01:00,MOBILE
4zpafq,Straßenbeleuchtung,"Mallen Path 24, 76229 Karlsruhe",Behoben,2014-10-26T19:53:00+01:00,2014-11-07T09:06:00+01:00,MOBILE
h9qwol,Beschilderung,"Koenigsberger Street 35-37, 76139 Karlsruhe",Behoben,2014-10-26T19:10:00+01:00,2014-11-19T15:13:00+01:00,MOBILE
efg4x3,Gefahrenstellen,"Großoberfeld 3, 76135 Karlsruhe",Eingetroffen,2014-10-26T15:29:00+01:00,2014-10-26T15:29:00+01:00,MOBILE
gett2h,Beschilderung,"Moltke Street 90, 76185 Karlsruhe",Behoben,2014-10-26T15:15:00+01:00,2014-11-19T15:11:00+01:00,MOBILE
xdkou3,Verunreinigungen,"Hebel Street 1, 76133 Karlsruhe",Eingetroffen,2014-10-26T12:51:00+01:00,2014-10-26T12:51:00+01:00,MOBILE
frgkoc,Verkehrsverstöße,"Gervinus Street 3-5, 76137 Karlsruhe",Behoben,2014-10-25T20:46:00+02:00,2014-10-31T15:47:00+01:00,MOBILE
qwpbbe,Ampel für Kraftfahrzeuge,"Hardt Street 17, 76185 Karlsruhe",Abgeschlossen,2014-10-25T18:22:00+02:00,2014-11-12T10:18:00+01:00,MOBILE
e6mjy1,KA-Feedback Nutzerumfrage,"Seydlitz Street 35, 76185 Karlsruhe",Eingetroffen,2014-10-25T18:17:00+02:00,2014-10-25T18:17:00+02:00,MOBILE
2imbhz,Gefahrenstellen,"Elsa-Braendstroem Street 23, 76228 Karlsruhe",Eingetroffen,2014-10-25T17:53:00+02:00,2014-10-25T17:53:00+02:00,MOBILE
mqvwzj,Verunreinigungen,"Reinhold-Schneider Street 40, 76199 Karlsruhe",Behoben,2014-10-25T17:42:00+02:00,2014-10-31T15:48:00+01:00,MOBILE
xd04wt,Verunreinigungen,"Reinhold-Schneider Street 40, 76199 Karlsruhe",Abgeschlossen,2014-10-25T17:42:00+02:00,2014-10-31T15:49:00+01:00,MOBILE
