Vorgangsnummer,Kategorie,Ort,Zustand,Erstellungsdatum,Letztes Bearbeitungsdatum,Eingangskanal
dulxvj,Gefahrenstellen,"Wilferdinger Str. 23, 76227 Karlsruhe, Deutschland",Eingetroffen,2016-07-28T15:26:00+02:00,2016-08-02T07:01:00+02:00,CALL_115
i29dtr,Verunreinigungen,"Mastweidenweg 30, 76227 Karlsruhe, Deutschland",Eingetroffen,2016-07-28T14:59:00+02:00,2016-07-28T14:59:00+02:00,MOBILE
8wscsj,Verunreinigungen,"Beuthener Str. 30, 76139 Karlsruhe, Deutschland",Eingetroffen,2016-07-28T14:28:00+02:00,2016-07-28T14:31:00+02:00,CALL_115
xnd9by,Straßenbeleuchtung,"Zweibrückener Str. 28, 76228 Karlsruhe, Deutschland",Behoben,2016-07-28T14:18:00+02:00,2016-08-04T08:17:00+02:00,CALL_115
a0tg3g,Verkehrsverstöße,"Kurzheckweg 13, 76187 Karlsruhe, Deutschland",Behoben,2016-07-28T14:16:00+02:00,2016-08-17T08:15:00+02:00,CALL_115
aperqr,Gefahrenstellen,"Brandenkopfstraße, 76189 Karlsruhe, Deutschland",Eingetroffen,2016-07-28T13:33:00+02:00,2016-07-28T13:35:00+02:00,CALL_115
ursffu,Verunreinigungen,"Daxlanden Altrheinbrücke, 76189 Karlsruhe, Deutschland",Eingetroffen,2016-07-28T13:23:00+02:00,2016-07-28T13:27:00+02:00,CALL_115
nbwqtz,Ampel für Kraftfahrzeuge,Weinbrennerplatz,Abgeschlossen,2016-07-28T12:44:00+02:00,2016-07-28T13:06:00+02:00,CALL_115
dvok8i,Verunreinigungen,"Sophienstraße 80, 76135 Karlsruhe, Deutschland",Eingetroffen,2016-07-28T12:41:00+02:00,2016-07-28T12:46:00+02:00,CALL_115
lwe82f,Verunreinigungen,"Lange Str., 76199 Karlsruhe, Deutschland",In Arbeit,2016-07-28T12:06:00+02:00,2016-07-29T09:39:00+02:00,CALL_115
mkmu1q,Verunreinigungen,"Sophienstraße 59B, 76133 Karlsruhe, Deutschland",Eingetroffen,2016-07-28T12:04:00+02:00,2016-07-28T12:04:00+02:00,WEB
9rseij,Verunreinigungen,"Sophienstraße 80, 76135 Karlsruhe, Deutschland",Eingetroffen,2016-07-28T12:03:00+02:00,2016-07-28T12:03:00+02:00,WEB
g6uaw4,Verunreinigungen,"Sophienstraße 83, 76135 Karlsruhe, Deutschland",Eingetroffen,2016-07-28T12:01:00+02:00,2016-07-28T12:01:00+02:00,WEB
zdmfzy,Verunreinigungen,"Wichernstraße, Karlsruhe, Deutschland",Eingetroffen,2016-07-28T11:03:00+02:00,2016-07-28T11:07:00+02:00,CALL_115
3cxdv6,Beschilderung,"Blumenstraße 2A, 76133 Karlsruhe, Deutschland",Behoben,2016-07-28T10:41:00+02:00,2016-08-17T08:12:00+02:00,MOBILE
mhvww6,Beschilderung,"Renckstraße 11, 76133 Karlsruhe, Deutschland",Behoben,2016-07-28T10:12:00+02:00,2016-08-02T14:14:00+02:00,MOBILE
ydi0hc,Verunreinigungen,"Elsässer Pl., 76187 Karlsruhe, Deutschland",In Arbeit,2016-07-28T09:25:00+02:00,2016-07-28T09:50:00+02:00,CALL_115
kcc8fq,Verunreinigungen,"Riedstraße, 76199 Karlsruhe, Deutschland",Eingetroffen,2016-07-28T08:57:00+02:00,2016-07-28T09:00:00+02:00,CALL_115
wvfjbu,Verunreinigungen,"Reinhold-Frank-Straße 48C, 76133 Karlsruhe, Deutschland",Eingetroffen,2016-07-28T08:54:00+02:00,2016-07-28T08:57:00+02:00,CALL_115
3jnrpy,Verkehrsverstöße,"Niddapl., 76229 Karlsruhe, Deutschland",Behoben,2016-07-28T07:43:00+02:00,2016-07-28T10:59:00+02:00,CALL_115
g3s3wy,KA-Feedback Nutzerumfrage,"St.-Florian-Straße 5, 76135 Karlsruhe, Deutschland",Eingetroffen,2016-07-27T23:38:00+02:00,2016-07-27T23:38:00+02:00,MOBILE
px5hho,Straßenbeleuchtung,"St.-Florian-Straße 5, 76135 Karlsruhe, Deutschland",Behoben,2016-07-27T23:34:00+02:00,2016-08-01T10:38:00+02:00,MOBILE
lwigbn,Verkehrsverstöße,"Saarlandstraße 195, 76187 Karlsruhe, Deutschland",Behoben,2016-07-27T20:51:00+02:00,2016-07-29T13:02:00+02:00,MOBILE
ubw8ez,Straßenbeleuchtung,"Saarlandstraße 195, 76187 Karlsruhe, Deutschland",Behoben,2016-07-27T20:36:00+02:00,2016-08-03T10:28:00+02:00,MOBILE
up42vt,Straßenbeleuchtung,"Saarlandstraße 195, 76187 Karlsruhe, Deutschland",Abgeschlossen,2016-07-27T20:35:00+02:00,2016-07-28T06:25:00+02:00,MOBILE
x4wpq4,Straßenbeleuchtung,"Saarlandstraße 195, 76187 Karlsruhe, Deutschland",Abgeschlossen,2016-07-27T20:35:00+02:00,2016-07-28T06:26:00+02:00,MOBILE
gspwa0,Straßenbeleuchtung,"Saarlandstraße 195, 76187 Karlsruhe, Deutschland",Abgeschlossen,2016-07-27T20:29:00+02:00,2016-07-28T06:27:00+02:00,MOBILE
zltgnd,Verkehrsverstöße,"Saarlandstraße 195, 76187 Karlsruhe, Deutschland",Eingetroffen,2016-07-27T20:28:00+02:00,2016-07-27T20:28:00+02:00,MOBILE
sqicye,Verunreinigungen,"Saarlandstraße 195, 76187 Karlsruhe, Deutschland",Eingetroffen,2016-07-27T20:27:00+02:00,2016-07-27T20:27:00+02:00,MOBILE
skut2k,Gefahrenstellen,"Morgenstraße 1, 76137 Karlsruhe, Deutschland",Eingetroffen,2016-07-27T19:19:00+02:00,2016-08-02T14:26:00+02:00,WEB
lqs0op,Verkehrsverstöße,"Adlerstraße 56, 76137 Karlsruhe, Deutschland",Behoben,2016-07-27T18:20:00+02:00,2016-07-28T10:56:00+02:00,MOBILE
6t6ag3,Verunreinigungen,"Bahnhofpl. 8, 76137 Karlsruhe, Deutschland",Eingetroffen,2016-07-27T17:55:00+02:00,2016-07-27T17:55:00+02:00,MOBILE
m6jm5v,Pünktlichkeit des ÖPNV,"Bahnhofpl. 8, 76137 Karlsruhe, Deutschland",Eingetroffen,2016-07-27T17:54:00+02:00,2016-07-27T17:54:00+02:00,MOBILE
unxgrx,Verkehrsverstöße,"Luisenstraße 26, 76137 Karlsruhe, Deutschland",Behoben,2016-07-27T17:18:00+02:00,2016-07-28T10:53:00+02:00,CALL_115
tn3kpo,Gefahrenstellen,"Wachhausstraße 5, 76227 Karlsruhe, Deutschland",Eingetroffen,2016-07-27T16:59:00+02:00,2016-08-02T06:58:00+02:00,MOBILE
4bwt1p,Gefahrenstellen,"Kanalweg 90, 76149 Karlsruhe, Deutschland",Eingetroffen,2016-07-27T16:51:00+02:00,2016-07-27T16:58:00+02:00,CALL_115
paj8ha,Verkehrsverstöße,"Glümerstraße 16, 76185 Karlsruhe, Deutschland",Behoben,2016-07-27T16:43:00+02:00,2016-07-29T12:59:00+02:00,WEB
j1irav,Gefahrenstellen,"Rhode-Island-Allee 70, 76149 Karlsruhe, Deutschland",Eingetroffen,2016-07-27T16:41:00+02:00,2016-07-27T16:49:00+02:00,CALL_115
6l34up,Verunreinigungen,"Körnerstraße, 76135 Karlsruhe, Deutschland",Eingetroffen,2016-07-27T15:17:00+02:00,2016-07-27T15:20:00+02:00,CALL_115
kyrvea,Ampel für Kraftfahrzeuge,"Südendstraße 49, 76137 Karlsruhe, Deutschland",Behoben,2016-07-27T15:06:00+02:00,2016-08-01T10:57:00+02:00,CALL_115
ihugov,Verkehrsverstöße,"Seewiesenäckerweg 40, 76199 Karlsruhe, Deutschland",Behoben,2016-07-27T14:51:00+02:00,2016-08-03T08:19:00+02:00,MOBILE
2so4rc,Verkehrsverstöße,"Murgstraße, 76199 Karlsruhe, Deutschland",Behoben,2016-07-27T14:33:00+02:00,2016-07-28T10:51:00+02:00,CALL_115
co6yqa,Beschilderung,"Anebosweg, 76187 Karlsruhe, Deutschland",Behoben,2016-07-27T13:37:00+02:00,2016-08-17T08:17:00+02:00,WEB
gj8b7t,Verunreinigungen,"Marienstraße 34, 76137 Karlsruhe, Deutschland",Eingetroffen,2016-07-27T13:21:00+02:00,2016-07-27T13:23:00+02:00,CALL_115
wvf0de,Verunreinigungen,"Lammstraße 23, 76133 Karlsruhe, Deutschland",Eingetroffen,2016-07-27T13:13:00+02:00,2016-07-27T13:13:00+02:00,MOBILE
lsn6l1,Verunreinigungen,"Lammstraße 23, 76133 Karlsruhe, Deutschland",Eingetroffen,2016-07-27T13:13:00+02:00,2016-07-27T13:13:00+02:00,MOBILE
ovdqc9,Verunreinigungen,"Kriegsstraße 25, 76133 Karlsruhe, Deutschland",Eingetroffen,2016-07-27T13:12:00+02:00,2016-07-27T13:12:00+02:00,MOBILE
f6efcm,KA-Feedback Nutzerumfrage,-,Eingetroffen,2016-07-27T13:04:00+02:00,2016-07-27T13:04:00+02:00,WEB
t4gkhb,Verunreinigungen,"Am Mühlburger Bahnhof, Karlsruhe, Deutschland",Eingetroffen,2016-07-27T12:41:00+02:00,2016-07-27T12:42:00+02:00,CALL_115
0boggj,Verunreinigungen,,Eingetroffen,2016-07-27T12:02:00+02:00,2016-07-27T12:05:00+02:00,CALL_115
uul0v4,Beschilderung,"Kriegsstraße 210, 76135 Karlsruhe, Deutschland",Behoben,2016-07-27T11:57:00+02:00,2016-07-28T14:51:00+02:00,MOBILE
lwjkik,Verunreinigungen,"Staudingerstraße 21, 76185 Karlsruhe, Deutschland",Eingetroffen,2016-07-27T11:52:00+02:00,2016-07-27T11:56:00+02:00,CALL_115
vnkmru,Straßenbeleuchtung,"Rintheimer Hauptstraße 164, 76131 Karlsruhe, Deutschland",Behoben,2016-07-27T11:29:00+02:00,2016-08-01T10:38:00+02:00,CALL_115
v4ejgg,Verunreinigungen,"Nuitsstraße 14, 76185 Karlsruhe, Deutschland",Eingetroffen,2016-07-27T11:12:00+02:00,2016-07-27T11:14:00+02:00,CALL_115
vs8r4a,Straßenbeleuchtung,"Unterfeldstraße 12, 76149 Karlsruhe, Deutschland",Behoben,2016-07-27T10:56:00+02:00,2016-08-10T15:45:00+02:00,MOBILE
tymnee,Straßenbeleuchtung,"Kurt-Schumacher-Straße 33, 76187 Karlsruhe, Deutschland",Behoben,2016-07-27T10:46:00+02:00,2016-08-01T10:55:00+02:00,CALL_115
smpu7k,Verkehrsverstöße,"Gaußstraße 12, 76131 Karlsruhe, Deutschland",Behoben,2016-07-27T10:31:00+02:00,2016-07-28T10:35:00+02:00,CALL_115
ntwbos,Gefahrenstellen,"Tiergartenweg, 76137 Karlsruhe, Germany",Behoben,2016-07-27T10:07:00+02:00,2016-08-17T08:08:00+02:00,WEB
8vt4yj,Verunreinigungen,"Bahnhofpl. 1B, 76137 Karlsruhe, Germany",Behoben,2016-07-27T10:04:00+02:00,2016-07-29T12:57:00+02:00,WEB
tlw7l9,Beschilderung,"Gymnasiumstraße 6A, 76227 Karlsruhe, Deutschland",Behoben,2016-07-27T09:56:00+02:00,2016-08-09T08:09:00+02:00,CALL_115
xpce2j,Gefahrenstellen,"Kurzheckweg 8, 76187 Karlsruhe, Deutschland",Abgeschlossen,2016-07-27T09:54:00+02:00,2016-08-23T14:23:00+02:00,MOBILE
vlndgg,Gefahrenstellen,"Kurzheckweg 8, 76187 Karlsruhe, Deutschland",Eingetroffen,2016-07-27T09:54:00+02:00,2016-07-27T09:54:00+02:00,MOBILE
2imisu,Verkehrsverstöße,"Römhildtstraße, 76135 Karlsruhe, Deutschland",Behoben,2016-07-27T09:30:00+02:00,2016-07-28T10:33:00+02:00,CALL_115
vxphjc,Gefahrenstellen,"Lammstraße 13, 76133 Karlsruhe, Deutschland",Eingetroffen,2016-07-27T09:24:00+02:00,2016-07-27T09:28:00+02:00,CALL_115
xghhuw,Verunreinigungen,"Kurze Allee, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-07-27T09:19:00+02:00,2016-07-27T09:22:00+02:00,CALL_115
j8k4e6,Gefahrenstellen,"Rheinstrandallee, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-07-27T09:02:00+02:00,2016-08-23T14:25:00+02:00,CALL_115
c9bvwj,Gefahrenstellen,,Behoben,2016-07-27T08:44:00+02:00,2016-11-03T12:13:00+01:00,WEB
ig2hah,Verkehrsverstöße,"Postweg 1A, 76187 Karlsruhe, Deutschland",Eingetroffen,2016-07-27T08:17:00+02:00,2016-07-27T08:27:00+02:00,CALL_115
sexmmw,Straßenbeleuchtung,"Am Sportpark 3, 76131 Karlsruhe, Deutschland",Behoben,2016-07-26T23:52:00+02:00,2016-07-29T08:20:00+02:00,MOBILE
oza9su,Straßenbeleuchtung,"Am Sportpark 5, 76131 Karlsruhe, Deutschland",Behoben,2016-07-26T23:49:00+02:00,2016-07-28T08:27:00+02:00,MOBILE
ocwtyw,Verunreinigungen,"Ostendstraße 19, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-07-26T22:00:00+02:00,2016-07-27T07:50:00+02:00,MOBILE
wd3jhn,Beschilderung,"Ludwig-Wilhelm-Straße 9, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-07-26T20:19:00+02:00,2016-09-19T01:53:00+02:00,MOBILE
z2rnbo,Gefahrenstellen,"Ludwig-Wilhelm-Straße 12, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-07-26T20:16:00+02:00,2016-07-26T20:16:00+02:00,MOBILE
qxczbm,Verunreinigungen,"Kentuckyallee, 76149 Karlsruhe, Deutschland",Behoben,2016-07-26T16:39:00+02:00,2016-07-28T09:50:00+02:00,CALL_115
z6p5nc,Verunreinigungen,"Grünwettersbacher Str., 76228 Karlsruhe, Deutschland",Abgeschlossen,2016-07-26T16:20:00+02:00,2016-07-27T07:53:00+02:00,CALL_115
v1quwt,Gefahrenstellen,"Rüppurr, Karlsruhe, Deutschland",Eingetroffen,2016-07-26T16:20:00+02:00,2016-07-26T16:20:00+02:00,WEB
7lnomq,Verunreinigungen,"Scheibenhardter Weg, 76199 Karlsruhe, Deutschland",Behoben,2016-07-26T16:06:00+02:00,2016-07-27T11:35:00+02:00,MOBILE
c68twg,Gefahrenstellen,Nottingham-Anlage,Eingetroffen,2016-07-26T15:52:00+02:00,2016-07-26T15:58:00+02:00,CALL_115
so3h4w,Verunreinigungen,"Essenweinstraße, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-07-26T15:46:00+02:00,2016-07-26T15:48:00+02:00,CALL_115
hymi2s,Gefahrenstellen,"Brandenkopfstraße, 76189 Karlsruhe, Deutschland",Eingetroffen,2016-07-26T14:29:00+02:00,2016-07-26T14:32:00+02:00,CALL_115
oox2k8,Verunreinigungen,"Ettlinger Str., Karlsruhe, Deutschland",In Arbeit,2016-07-26T14:10:00+02:00,2016-07-27T07:54:00+02:00,CALL_115
fluslu,Straßenbeleuchtung,"Hagsfelder Allee, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-07-26T13:09:00+02:00,2016-07-26T13:23:00+02:00,CALL_115
aswwyw,Beschilderung,"Gartenstraße 16, 76133 Karlsruhe, Deutschland",In Arbeit,2016-07-26T13:05:00+02:00,2016-08-17T13:55:00+02:00,CALL_115
a1q7pg,Verunreinigungen,"Veilchenstraße 39, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-07-26T12:57:00+02:00,2016-07-26T12:58:00+02:00,CALL_115
lbqjp7,Straßenbeleuchtung,"Schirmerstraße 3, 76133 Karlsruhe, Deutschland",Abgeschlossen,2016-07-26T12:51:00+02:00,2016-07-26T13:22:00+02:00,MOBILE
wgjby8,Straßenbeleuchtung,"Schirmerstraße 3, 76133 Karlsruhe, Deutschland",Abgeschlossen,2016-07-26T12:51:00+02:00,2016-07-26T13:22:00+02:00,MOBILE
damets,Verunreinigungen,"Zirkel 25, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-07-26T12:09:00+02:00,2016-07-26T12:12:00+02:00,CALL_115
pj8vku,Verunreinigungen,"Rhode-Island-Allee, 76149 Karlsruhe, Deutschland",Eingetroffen,2016-07-26T11:54:00+02:00,2016-07-26T11:58:00+02:00,CALL_115
5h199u,Verkehrsverstöße,"Friedrich-Weick-Straße 1-9, 76189 Karlsruhe, Deutschland",Behoben,2016-07-26T11:51:00+02:00,2016-07-28T11:01:00+02:00,CALL_115
dt0eo3,Gefahrenstellen,"Sophienstraße 225, 76185 Karlsruhe, Deutschland",Eingetroffen,2016-07-26T11:05:00+02:00,2016-07-26T11:07:00+02:00,CALL_115
ww6sug,Verunreinigungen,"Kanonierstraße 26, 76185 Karlsruhe, Deutschland",Eingetroffen,2016-07-26T10:59:00+02:00,2016-07-26T11:02:00+02:00,CALL_115
9nxloh,Gefahrenstellen,"Oppauer Str., 76187 Karlsruhe, Deutschland",Eingetroffen,2016-07-26T08:56:00+02:00,2016-07-26T08:56:00+02:00,WEB
lfxxte,KA-Feedback Nutzerumfrage,"Renckstraße 3, 76133 Karlsruhe, Deutschland",Eingetroffen,2016-07-26T08:38:00+02:00,2016-07-26T08:38:00+02:00,MOBILE
dxyk8y,Beschilderung,"Mathystraße 7, 76133 Karlsruhe, Deutschland",Behoben,2016-07-26T08:35:00+02:00,2016-07-28T08:15:00+02:00,MOBILE
zwle3s,Beschilderung,"Renckstraße 3, 76133 Karlsruhe, Deutschland",Behoben,2016-07-26T08:32:00+02:00,2016-08-17T08:20:00+02:00,MOBILE
ctgke2,Verunreinigungen,"Schloßpl., 76131 Karlsruhe, Deutschland",Eingetroffen,2016-07-26T07:47:00+02:00,2016-07-26T08:33:00+02:00,CALL_115
5kzak1,Verunreinigungen,"Goerdelerstraße 18, 76189 Karlsruhe, Deutschland",In Arbeit,2016-07-26T06:21:00+02:00,2016-09-25T22:36:00+02:00,MOBILE
70esig,Straßenbeleuchtung,"Ostring, 76137 Karlsruhe, Deutschland",Behoben,2016-07-25T22:48:00+02:00,2016-07-27T15:17:00+02:00,MOBILE
v46juf,Beschilderung,"Bärenweg 41, 76149 Karlsruhe, Deutschland",Eingetroffen,2016-07-25T22:29:00+02:00,2016-07-25T22:29:00+02:00,WEB
toqf9t,Straßenbeleuchtung,"Fritz-Erler-Straße, Karlsruhe, Deutschland",Behoben,2016-07-25T22:26:00+02:00,2016-08-08T12:02:00+02:00,WEB
erzzze,Straßenbeleuchtung,"Wilhelmstraße 1, 76137 Karlsruhe, Deutschland",Behoben,2016-07-25T22:24:00+02:00,2016-07-27T15:17:00+02:00,WEB
zqwtdf,Straßenbeleuchtung,"Marienstraße 2, 76137 Karlsruhe, Deutschland",Behoben,2016-07-25T22:23:00+02:00,2016-07-27T15:18:00+02:00,WEB
xqh2ch,Gefahrenstellen,"Sulzfelder Str. 2, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-07-25T18:16:00+02:00,2016-07-25T18:16:00+02:00,MOBILE
nwrfjy,Gefahrenstellen,"Sulzfelder Str. 2, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-07-25T18:14:00+02:00,2016-07-25T18:14:00+02:00,MOBILE
jm1uee,Verunreinigungen,"Kriegsstraße 191, 76135 Karlsruhe, Deutschland",In Arbeit,2016-07-25T17:23:00+02:00,2016-07-26T07:25:00+02:00,MOBILE
fy6v1c,Verunreinigungen,"Kriegsstraße 191, 76135 Karlsruhe, Deutschland",Eingetroffen,2016-07-25T17:23:00+02:00,2016-07-25T17:23:00+02:00,MOBILE
dc7wl8,Gefahrenstellen,"Brandenkopfstraße, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-07-25T15:58:00+02:00,2016-08-23T14:26:00+02:00,CALL_115
ywtvkx,Straßenbeleuchtung,,Abgeschlossen,2016-07-25T15:26:00+02:00,2016-07-25T15:29:00+02:00,CALL_115
jfgyir,Verunreinigungen,"Rheinstraße 60, 76185 Karlsruhe, Deutschland",Eingetroffen,2016-07-25T15:22:00+02:00,2016-07-25T15:23:00+02:00,CALL_115
lnn4ve,Straßenbeleuchtung,"Reinhold-Frank-Straße, 76133 Karlsruhe, Deutschland",Abgeschlossen,2016-07-25T13:40:00+02:00,2016-07-25T14:12:00+02:00,CALL_115
lddxgn,Gefahrenstellen,"L605, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-07-25T12:49:00+02:00,2016-07-25T15:54:00+02:00,MOBILE
cvf5qh,Beschilderung,"Kriegsstraße 5, 76137 Karlsruhe, Deutschland",Eingetroffen,2016-07-25T12:45:00+02:00,2016-07-25T12:48:00+02:00,CALL_115
dzg84s,Verunreinigungen,"Bannwaldallee 48, 76185 Karlsruhe, Deutschland",Behoben,2016-07-25T12:27:00+02:00,2016-07-26T15:37:00+02:00,CALL_115
hqbht6,Gefahrenstellen,"Sophienstraße 190, 76185 Karlsruhe, Deutschland",Eingetroffen,2016-07-25T11:31:00+02:00,2016-07-25T11:32:00+02:00,CALL_115
4ikc2e,Straßenbeleuchtung,"Kleiner Anger 27, 76189 Karlsruhe, Deutschland",Behoben,2016-07-25T11:10:00+02:00,2016-08-02T08:33:00+02:00,CALL_115
jvnhkg,Gefahrenstellen,"Kriegsstraße 252, 76135 Karlsruhe, Deutschland",Eingetroffen,2016-07-25T10:17:00+02:00,2016-07-25T10:17:00+02:00,MOBILE
lsshl4,Gefahrenstellen,"Ostmarkstraße, 76227 Karlsruhe, Deutschland",Eingetroffen,2016-07-25T09:45:00+02:00,2016-07-25T09:47:00+02:00,CALL_115
vxqo95,Gefahrenstellen,"Hertzstraße 182, 76187 Karlsruhe, Deutschland",Eingetroffen,2016-07-25T09:37:00+02:00,2016-07-25T09:41:00+02:00,CALL_115
u5moac,Gefahrenstellen,"Rheinstrandallee, 76189 Karlsruhe, Deutschland",Eingetroffen,2016-07-25T09:09:00+02:00,2016-07-25T09:11:00+02:00,CALL_115
ctxf0z,Verunreinigungen,"Bachstraße 42, 76185 Karlsruhe, Deutschland",Eingetroffen,2016-07-25T09:08:00+02:00,2016-07-25T09:10:00+02:00,CALL_115
3hkyja,Verunreinigungen,"Sophienstraße 5, 76133 Karlsruhe, Deutschland",Eingetroffen,2016-07-25T09:05:00+02:00,2016-07-25T09:07:00+02:00,CALL_115
4pdbhg,Gefahrenstellen,"Durlacher Allee, Karlsruhe, Deutschland",In Arbeit,2016-07-25T08:56:00+02:00,2016-07-27T14:08:00+02:00,CALL_115
bpei7f,Verunreinigungen,"Hermann-Schneider-Allee, 76189 Karlsruhe, Deutschland",Eingetroffen,2016-07-25T08:37:00+02:00,2016-07-25T08:43:00+02:00,CALL_115
caih2u,Ampel für Kraftfahrzeuge,"Siemensallee 37, 76185 Karlsruhe, Deutschland",Behoben,2016-07-25T08:26:00+02:00,2017-01-19T10:39:00+01:00,WEB
lazz7e,Verunreinigungen,"Sophienstraße, 76133 Karlsruhe, Deutschland",Eingetroffen,2016-07-25T08:18:00+02:00,2016-07-25T08:22:00+02:00,CALL_115
krzyvo,Straßenbeleuchtung,"Kentuckyallee, 76149 Karlsruhe, Deutschland",In Arbeit,2016-07-25T07:50:00+02:00,2016-07-25T08:46:00+02:00,CALL_115
yinjzj,Gefahrenstellen,"Siemensallee 84, 76187 Karlsruhe, Deutschland",Abgeschlossen,2016-07-25T07:46:00+02:00,2016-07-25T11:39:00+02:00,MOBILE
ne1lwi,Straßenbeleuchtung,"Am Sportpark 3, 76131 Karlsruhe, Deutschland",Behoben,2016-07-24T23:42:00+02:00,2016-07-27T15:18:00+02:00,MOBILE
ki9ag7,Verunreinigungen,"Wilhelm-Leuschner-Straße 65, 76189 Karlsruhe, Deutschland",In Arbeit,2016-07-24T20:00:00+02:00,2016-07-25T08:34:00+02:00,MOBILE
t9bglt,Verunreinigungen,"Wilhelm-Leuschner-Straße 65, 76189 Karlsruhe, Deutschland",Eingetroffen,2016-07-24T20:00:00+02:00,2016-07-24T20:00:00+02:00,MOBILE
lkgglx,Gefahrenstellen,"Hermann-Müller-Würtz-Straße 68, 76189 Karlsruhe, Deutschland",Eingetroffen,2016-07-24T19:12:00+02:00,2016-10-03T02:59:00+02:00,MOBILE
lffsua,Straßenbeleuchtung,"Neureuter Str., 76187 Karlsruhe, Deutschland",Abgeschlossen,2016-07-24T18:39:00+02:00,2016-07-27T15:20:00+02:00,MOBILE
rc8cvb,Verunreinigungen,"Geibelstraße 4, 76185 Karlsruhe, Deutschland",Eingetroffen,2016-07-24T16:53:00+02:00,2016-07-24T16:53:00+02:00,MOBILE
mjivf6,Gefahrenstellen,"Landauer Str. 2, 76185 Karlsruhe, Deutschland",Eingetroffen,2016-07-24T16:01:00+02:00,2016-07-24T16:01:00+02:00,MOBILE
r8yvgv,Gefahrenstellen,"Landauer Str. 2, 76185 Karlsruhe, Deutschland",Eingetroffen,2016-07-24T16:01:00+02:00,2016-07-24T16:01:00+02:00,MOBILE
hadszq,Verunreinigungen,"Baumeisterstraße 6, 76137 Karlsruhe, Deutschland",Eingetroffen,2016-07-24T15:41:00+02:00,2016-07-24T15:41:00+02:00,MOBILE
pvibt0,Verunreinigungen,"Südl. Hildapromenade 12, 76133 Karlsruhe, Deutschland",Eingetroffen,2016-07-24T13:50:00+02:00,2016-07-24T13:50:00+02:00,MOBILE
j4v3cf,Gefahrenstellen,"Körnerstraße 60, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-07-24T09:42:00+02:00,2016-10-07T15:13:00+02:00,WEB
y8yv0s,Gefahrenstellen,"Sulzfelder Str. 2, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-07-23T18:19:00+02:00,2016-07-23T18:19:00+02:00,MOBILE
16alme,Verunreinigungen,"Brühlstraße 21, 76227 Karlsruhe, Deutschland",In Arbeit,2016-07-23T17:24:00+02:00,2016-07-25T08:35:00+02:00,MOBILE
bpsa8k,Beschilderung,"K9658, Karlsruhe, Deutschland",Behoben,2016-07-23T14:30:00+02:00,2016-07-28T10:40:00+02:00,MOBILE
8tvzgk,Gefahrenstellen,"K9658, Karlsruhe, Deutschland",Eingetroffen,2016-07-23T14:27:00+02:00,2016-07-23T14:27:00+02:00,MOBILE
dmpigv,Verunreinigungen,"Kaiserallee 139, 76185 Karlsruhe, Deutschland",Behoben,2016-07-23T13:14:00+02:00,2016-07-26T15:32:00+02:00,WEB
goavco,Verunreinigungen,"Kaiserallee 141, 76185 Karlsruhe, Deutschland",Behoben,2016-07-23T13:10:00+02:00,2016-07-26T15:33:00+02:00,WEB
lmdcag,Verunreinigungen,"Eva-Maria-Buch-Straße 19, 76189 Karlsruhe, Deutschland",In Arbeit,2016-07-23T12:45:00+02:00,2016-07-25T08:36:00+02:00,MOBILE
wzdvyh,Verunreinigungen,"Marie-Juchacz-Straße 15-17, 76137 Karlsruhe, Deutschland",In Arbeit,2016-07-23T07:56:00+02:00,2016-07-25T08:37:00+02:00,MOBILE
brly5q,KA-Feedback Nutzerumfrage,"Am Schulberg 1, 76149 Karlsruhe, Deutschland",Eingetroffen,2016-07-22T21:43:00+02:00,2016-07-22T21:43:00+02:00,MOBILE
lfi6j2,Gefahrenstellen,"Am Schulberg 1, 76149 Karlsruhe, Deutschland",Eingetroffen,2016-07-22T21:42:00+02:00,2016-07-22T21:42:00+02:00,MOBILE
djuhpy,Ampeln für Fußgänger oder Radfahrer,"Stulzstraße 1, 76185 Karlsruhe, Deutschland",Behoben,2016-07-22T20:32:00+02:00,2016-07-25T09:37:00+02:00,MOBILE
tubkgl,Verkehrsverstöße,"Tennesseeallee 98, 76149 Karlsruhe, Deutschland",Behoben,2016-07-22T20:29:00+02:00,2016-07-26T15:33:00+02:00,MOBILE
jgpakp,Gefahrenstellen,"E35, 76139 Karlsruhe, Deutschland",Behoben,2016-07-22T17:46:00+02:00,2016-11-03T12:15:00+01:00,MOBILE
