Vorgangsnummer,Kategorie,Ort,Zustand,Erstellungsdatum,Letztes Bearbeitungsdatum,Eingangskanal
nxzsqs,115 Straßenreinigung,"Philipp-Reis-Straße, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-11-10T09:57:00+01:00,2016-11-10T11:43:00+01:00,CALL_115
pusw71,115 Abfallsammlung,"Am Wiesenacker 31, 76228 Karlsruhe, Deutschland",In Arbeit,2016-11-10T09:11:00+01:00,2016-11-10T12:40:00+01:00,CALL_115
lcpjxo,Verunreinigungen,"Auer Str. 43, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-11-10T09:03:00+01:00,2016-11-11T12:26:00+01:00,CALL_115
8a1qxi,115 Abfallsammlung,"Stephanienstraße 102, 76133 Karlsruhe, Deutschland",Abgeschlossen,2016-11-10T08:56:00+01:00,2016-11-14T08:34:00+01:00,CALL_115
thsl4k,115 Straßenreinigung,,Abgeschlossen,2016-11-10T08:46:00+01:00,2016-11-11T13:41:00+01:00,CALL_115
hakuxl,115 Abfallsammlung,"Neue-Anlage-Straße 5, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-11-10T08:43:00+01:00,2016-11-14T15:16:00+01:00,CALL_115
tnzj5r,115 Abfallsammlung,"Dammerstockstraße 10, 76199 Karlsruhe, Deutschland",Abgeschlossen,2016-11-10T08:42:00+01:00,2016-11-11T14:39:00+01:00,CALL_115
l3txlm,Straßenbeleuchtung,"Sonnenstraße 7, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-11-10T08:40:00+01:00,2016-11-15T13:08:00+01:00,CALL_115
xfjxgm,115 Abfallsammlung,"Weinweg 33, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-11-10T08:36:00+01:00,2016-11-14T08:36:00+01:00,CALL_115
jiahfn,115 Straßenreinigung,"Kaiserallee 42, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-11-10T08:33:00+01:00,2016-11-17T11:35:00+01:00,CALL_115
axrrxf,Verunreinigungen,"Bannwaldallee 122, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-11-10T08:30:00+01:00,2016-11-10T10:56:00+01:00,CALL_115
vlsylh,115 Straßenreinigung,"Altfeldstraße, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-11-10T08:22:00+01:00,2016-11-14T08:00:00+01:00,CALL_115
zotpn7,115 Abfallsammlung,"Ostring 5, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-11-10T08:19:00+01:00,2016-11-10T14:28:00+01:00,CALL_115
uss4sj,115 Straßenreinigung,"Händelstraße 4, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-11-10T08:16:00+01:00,2016-11-10T12:52:00+01:00,CALL_115
y6qenk,Beschilderung,"Körnerstraße 60, 76135 Karlsruhe, Deutschland",Behoben,2016-11-10T08:15:00+01:00,2016-11-15T08:11:00+01:00,MOBILE
2jny5p,115 Abfall Sperrmüll/Weiße Ware (2nd Level),"Maria-Matheis-Straße 3, 76199 Karlsruhe, Deutschland",Abgeschlossen,2016-11-10T08:00:00+01:00,2016-11-10T13:59:00+01:00,CALL_115
el7izj,115 Straßenreinigung,"Heidelberger Str. 1, 76199 Karlsruhe, Deutschland",Abgeschlossen,2016-11-10T07:57:00+01:00,2016-11-11T07:47:00+01:00,CALL_115
0tgww0,Gefahrenstellen,"Kriegsstraße 49, 76133 Karlsruhe, Deutschland",Eingetroffen,2016-11-09T19:40:00+01:00,2016-11-11T09:14:00+01:00,MOBILE
wexk5m,115 Abfallsammlung,"Zamenhofstraße 8, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T16:59:00+01:00,2016-11-11T07:37:00+01:00,CALL_115
yu1tjr,115 Straßenreinigung,"Kriemhildenstraße 8, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T16:07:00+01:00,2016-11-10T09:06:00+01:00,CALL_115
bi8v0o,Straßenbeleuchtung,"Nordbeckenstraße 8, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T15:13:00+01:00,2016-11-11T10:42:00+01:00,CALL_115
wlxtqr,115 Abfallsammlung,"Sudetenstraße 56, 76187 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T14:58:00+01:00,2016-12-06T10:58:00+01:00,CALL_115
z5kmwy,115 Abfallsammlung,"Ottostraße 21, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T14:51:00+01:00,2017-01-11T09:08:00+01:00,CALL_115
2hmsrt,Ampel für Kraftfahrzeuge,"Honsellstraße, Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T14:43:00+01:00,2016-11-10T15:53:00+01:00,CALL_115
gmaspz,Verkehrsverstöße,"Mannheimer Str., 76131 Karlsruhe, Deutschland",Behoben,2016-11-09T14:28:00+01:00,2016-11-29T13:33:00+01:00,CALL_115
3l4vua,115 Abfallsammlung,"Hermann-Hesse-Straße 5, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T14:24:00+01:00,2016-11-10T14:39:00+01:00,CALL_115
v74mfb,Straßenbeleuchtung,"Bergstraße 22, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T13:31:00+01:00,2016-11-15T13:08:00+01:00,CALL_115
beb9xh,Verunreinigungen,"Madenburgweg, 76187 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T13:29:00+01:00,2016-11-10T07:57:00+01:00,CALL_115
dz4iac,115 Abfallsammlung,"Daxlander Str. 70A, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T12:56:00+01:00,2016-11-14T08:32:00+01:00,CALL_115
0bnv5x,115 Abfallsammlung,"Hubertusallee 13, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T11:56:00+01:00,2016-11-10T14:29:00+01:00,CALL_115
tdyxg5,115 Straßenreinigung,"Kübelkopfstraße 17, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T11:53:00+01:00,2016-11-09T13:55:00+01:00,CALL_115
icz8lu,Straßenbeleuchtung,"Siegfried-Kühn-Straße 4, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T11:51:00+01:00,2016-11-21T13:32:00+01:00,MOBILE
4cbizt,115 Straßenreinigung,"Ebertstraße 24-28, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T11:45:00+01:00,2016-11-09T14:00:00+01:00,CALL_115
mcg0ff,115 Abfallsammlung,"Albtalstraße 2, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T11:36:00+01:00,2017-01-11T09:08:00+01:00,CALL_115
y5ba96,115 Straßenreinigung,"Kirchfeldstraße 138, 76149 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T11:18:00+01:00,2016-11-09T13:56:00+01:00,CALL_115
ymf6ei,Beschilderung,"Waldhornstraße 2, 76131 Karlsruhe, Deutschland",In Arbeit,2016-11-09T11:11:00+01:00,2016-11-09T11:45:00+01:00,WEB
bkucuy,115 Abfallsammlung,"Maxau am Rhein 1, 76187 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T11:11:00+01:00,2016-11-16T11:03:00+01:00,CALL_115
swqc6s,Verunreinigungen,"Wachhausstraße, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T11:02:00+01:00,2016-11-09T14:01:00+01:00,CALL_115
t2ifif,Verkehrsverstöße,"Römhildtstraße 6, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T10:53:00+01:00,2016-11-09T11:44:00+01:00,CALL_115
7ckd4f,Gefahrenstellen,"Südendstraße 46, 76135 Karlsruhe, Deutschland",Eingetroffen,2016-11-09T10:17:00+01:00,2016-11-09T10:20:00+01:00,CALL_115
7rxp0i,Verunreinigungen,"Danziger Str. 4A, 76199 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T09:36:00+01:00,2016-11-09T13:07:00+01:00,CALL_115
4bwjfw,Gefahrenstellen,"Durmersheimer Str. 1, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T09:31:00+01:00,2016-11-14T14:51:00+01:00,CALL_115
9o5uoa,Gefahrenstellen,"Theodor-Heuss-Allee, Karlsruhe, Deutschland",Eingetroffen,2016-11-09T08:54:00+01:00,2016-11-15T09:21:00+01:00,CALL_115
utv5lb,115 Abfallsammlung,"Stutenpferchstraße 9A, 76228 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T08:41:00+01:00,2016-11-10T14:41:00+01:00,CALL_115
v0tfie,115 Straßenreinigung,"Am Anger 27, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T08:40:00+01:00,2016-11-09T11:16:00+01:00,CALL_115
klpssz,Verunreinigungen,"Neisser Str. 12, 76139 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T08:36:00+01:00,2016-11-11T13:12:00+01:00,MOBILE
uo7hik,115 Abfallsammlung,"Rudolfstraße 26, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T08:23:00+01:00,2016-11-10T07:59:00+01:00,CALL_115
cuqhoi,115 Abfallsammlung,"Weingartener Str. 51, 76229 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T08:14:00+01:00,2016-11-10T14:42:00+01:00,CALL_115
ugvgdp,115 Abfallsammlung,"Bernhardstraße 19, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T08:08:00+01:00,2016-11-10T14:27:00+01:00,CALL_115
hzji4l,Gefahrenstellen,"Kriegsstraße 141, 76135 Karlsruhe, Deutschland",In Arbeit,2016-11-09T08:00:00+01:00,2016-11-17T10:10:00+01:00,MOBILE
osdwh8,115 Abfallsammlung,"Westmarkstraße 21, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-11-09T07:46:00+01:00,2016-11-14T12:34:00+01:00,CALL_115
c6vxi2,Gefahrenstellen,"Tullastraße 20, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-11-09T07:41:00+01:00,2016-11-09T07:41:00+01:00,MOBILE
xu4rnh,Beschilderung,"Rheinhafenstraße 16, 76189 Karlsruhe, Deutschland",Behoben,2016-11-08T21:08:00+01:00,2016-11-15T08:10:00+01:00,MOBILE
amgmcm,Gefahrenstellen,"Rheinhafenstraße, 76185 Karlsruhe, Deutschland",Behoben,2016-11-08T21:00:00+01:00,2016-11-11T13:21:00+01:00,MOBILE
tyxvwe,Beschilderung,"Sophienstraße 126, 76135 Karlsruhe, Deutschland",Behoben,2016-11-08T20:51:00+01:00,2016-11-25T09:34:00+01:00,MOBILE
jcad44,Beschilderung,"Passagehof 28, 76133 Karlsruhe, Deutschland",Behoben,2016-11-08T20:44:00+01:00,2016-11-15T08:12:00+01:00,MOBILE
jopjxh,Verkehrsverstöße,"Adenauerring 30, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T18:51:00+01:00,2016-11-09T11:43:00+01:00,MOBILE
bcacau,Straßenbeleuchtung,"Putlitzstraße 9-11, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T18:01:00+01:00,2016-11-21T13:33:00+01:00,MOBILE
oj21up,115 Abfallsammlung,"Friedrich-Naumann-Straße 30, 76187 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T17:26:00+01:00,2016-11-09T13:05:00+01:00,CALL_115
z9cq3u,115 Straßenreinigung,"Josef-Kraus-Straße 5/7, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T16:32:00+01:00,2016-11-09T08:58:00+01:00,CALL_115
0lakik,115 Abfallsammlung,"Friedrich-Naumann-Straße 31A, 76187 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T15:53:00+01:00,2016-11-09T13:05:00+01:00,CALL_115
zgulxp,Straßenbeleuchtung,"Bleichstraße 9, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T15:43:00+01:00,2017-01-04T10:24:00+01:00,CALL_115
2gog6j,Ampel für Kraftfahrzeuge,"Linkenheimer Landstraße, 76149 Karlsruhe, Deutschland",Behoben,2016-11-08T15:40:00+01:00,2016-11-09T08:20:00+01:00,CALL_115
mhsvzl,Verunreinigungen,"Rhode-Island-Allee 1, 76149 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T15:35:00+01:00,2016-11-08T15:53:00+01:00,CALL_115
d5flhq,115 Straßenreinigung,"Schlesier Str. 16, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T15:34:00+01:00,2016-11-09T09:00:00+01:00,CALL_115
awt7fv,115 Straßenreinigung,"Kaiserallee 34, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T15:25:00+01:00,2016-11-10T09:09:00+01:00,CALL_115
mcrnbi,115 Abfallsammlung,"Gleiwitzer Str. 2H, 76139 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T13:57:00+01:00,2016-11-08T14:09:00+01:00,CALL_115
zr0gnu,115 Abfallsammlung,"Pfinztalstraße 26, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T13:31:00+01:00,2016-11-14T08:35:00+01:00,CALL_115
srbuif,KA-Feedback Nutzerumfrage,-,Eingetroffen,2016-11-08T13:28:00+01:00,2016-11-08T13:28:00+01:00,WEB
mlgsjq,115 Abfallsammlung,"Obere Gaß 2, 76228 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T13:21:00+01:00,2016-11-24T07:38:00+01:00,CALL_115
8dwttg,115 Straßenreinigung,"Willi-Egler-Straße 6-8, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T12:43:00+01:00,2016-11-14T08:17:00+01:00,CALL_115
yw83bh,115 Straßenreinigung,"Steinlesweg 3A, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T12:40:00+01:00,2016-11-09T08:59:00+01:00,CALL_115
cfzgzd,115 Straßenreinigung,"Am Anger 27, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T12:33:00+01:00,2016-11-09T09:18:00+01:00,CALL_115
7dd8ev,115 Abfallsammlung,"Anebosweg 21, 76187 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T12:20:00+01:00,2016-12-12T10:41:00+01:00,CALL_115
a4hzo9,115 Straßenreinigung,"Kreuzstraße 37, 76133 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T11:55:00+01:00,2016-11-09T12:42:00+01:00,CALL_115
wftuc2,115 Abfallsammlung,"Neureuter Hauptstraße 141, 76149 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T11:42:00+01:00,2016-11-08T12:56:00+01:00,CALL_115
xaat3o,115 Straßenreinigung,"Saarlandstraße 110, 76187 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T11:40:00+01:00,2016-11-08T13:55:00+01:00,CALL_115
1itp8f,115 Straßenreinigung,"Erikaweg 3, 76149 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T11:27:00+01:00,2016-11-08T13:56:00+01:00,CALL_115
2uvh2c,Gefahrenstellen,"Baumgartenweg, 76199 Karlsruhe, Deutschland",Eingetroffen,2016-11-08T11:22:00+01:00,2016-11-08T11:24:00+01:00,CALL_115
yqmalq,Verunreinigungen,"L560, 76139 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T11:13:00+01:00,2016-11-08T14:09:00+01:00,CALL_115
xy2atr,115 Straßenreinigung,"Weinbrennerstraße 12, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T10:42:00+01:00,2016-11-10T09:16:00+01:00,CALL_115
ttooig,Verunreinigungen,"Delawarestraße 21, 76149 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T10:42:00+01:00,2016-11-09T07:33:00+01:00,CALL_115
spq29v,Verkehrsverstöße,"Seldeneckstraße 34, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T10:32:00+01:00,2016-11-08T15:44:00+01:00,CALL_115
mwgu1k,115 Abfallsammlung,"Links der Alb 15, 76199 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T10:28:00+01:00,2016-11-08T11:26:00+01:00,CALL_115
0zhidb,115 Abfallsammlung,"Bahnhofstraße 36, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T10:26:00+01:00,2016-11-10T07:59:00+01:00,CALL_115
tvve9v,115 Abfallsammlung,"Dunantstraße 7, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T10:26:00+01:00,2017-01-11T09:08:00+01:00,CALL_115
jmxspp,115 Abfallsammlung,"Welschneureuter Str. 15, 76149 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T10:05:00+01:00,2016-11-09T10:23:00+01:00,CALL_115
q1rj3c,Beschilderung,"Rudolf-Link-Straße, 76228 Karlsruhe, Deutschland",Behoben,2016-11-08T10:05:00+01:00,2016-11-15T08:13:00+01:00,MOBILE
gvlkbi,Verunreinigungen,"Wolfartsweierer Str. 7, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T09:30:00+01:00,2016-11-08T14:09:00+01:00,CALL_115
cjuyoo,Straßenbeleuchtung,"Englerstraße 14, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T09:21:00+01:00,2017-01-04T10:24:00+01:00,MOBILE
vhk5x9,115 Abfallsammlung,"Wickenweg 22, 76199 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T09:17:00+01:00,2016-11-09T08:01:00+01:00,CALL_115
hjepxk,Verunreinigungen,"Haid-und-Neu-Straße 44, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T09:08:00+01:00,2016-11-09T13:10:00+01:00,CALL_115
bow9e8,115 Abfallsammlung,"Bertha-von-Suttner-Straße 1, 76139 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T09:02:00+01:00,2016-11-16T11:06:00+01:00,CALL_115
o5ebyv,115 Abfallsammlung,"Welschneureuter Str. 20, 76149 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T08:55:00+01:00,2016-11-10T14:14:00+01:00,CALL_115
ee5cl0,115 Abfallsammlung,"Falkenweg 78, 76199 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T08:26:00+01:00,2016-11-09T08:06:00+01:00,CALL_115
oaf2iq,115 Straßenreinigung,"Diakonissenstraße, 76199 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T08:24:00+01:00,2016-11-14T07:55:00+01:00,CALL_115
avj6xm,115 Straßenreinigung,"Hofäckerstraße 46, 76139 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T08:23:00+01:00,2016-11-08T11:56:00+01:00,CALL_115
c3fola,115 Abfallsammlung,"Rudolfstraße 1, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-11-08T08:14:00+01:00,2016-11-08T10:00:00+01:00,CALL_115
g6c3yv,Gefahrenstellen,"Durlacher Allee 35, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-11-08T07:59:00+01:00,2016-11-08T07:59:00+01:00,MOBILE
6gftw2,Straßenbeleuchtung,"Hagsfelder Allee 19, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T21:56:00+01:00,2016-11-08T08:34:00+01:00,MOBILE
kgkgfn,Verunreinigungen,"Sophienstraße 232A, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T20:58:00+01:00,2016-11-14T07:53:00+01:00,WEB
ry9438,Verunreinigungen,"Kanalweg 92, 76149 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T19:40:00+01:00,2016-11-08T12:02:00+01:00,WEB
69jtz5,Straßenbeleuchtung,"Kanalweg, 76149 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T19:36:00+01:00,2016-11-15T13:09:00+01:00,WEB
rebceu,Straßenbeleuchtung,"Schloßbezirk 3, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T19:35:00+01:00,2016-11-21T13:49:00+01:00,WEB
sz96hg,Straßenbeleuchtung,"Heinrich-Heine-Ring 34, 76199 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T19:30:00+01:00,2016-11-22T12:54:00+01:00,MOBILE
gple97,Verunreinigungen,"Lilienthalstraße, 76133 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T17:36:00+01:00,2016-11-09T06:41:00+01:00,CALL_115
lsupd7,Verunreinigungen,"Belchenpl. 5-6, 76199 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T17:09:00+01:00,2016-11-08T09:47:00+01:00,MOBILE
q2zzdf,Verunreinigungen,"Erzbergerstraße, Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T17:03:00+01:00,2016-11-08T12:03:00+01:00,CALL_115
vlvc5o,115 Straßenreinigung,"Durmersheimer Str. 34, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T17:00:00+01:00,2016-11-11T13:48:00+01:00,CALL_115
ibhdra,Verkehrsverstöße,,Behoben,2016-11-07T16:15:00+01:00,2016-11-29T13:33:00+01:00,CALL_115
3ipcp9,Straßenbeleuchtung,"Putlitzstraße, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T15:39:00+01:00,2016-11-21T13:48:00+01:00,CALL_115
gx407j,115 Straßenreinigung,"Hohlohstraße, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T15:12:00+01:00,2016-11-08T08:10:00+01:00,CALL_115
abir6g,115 Abfallsammlung,"Am Knittelberg 54, 76229 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T15:00:00+01:00,2017-01-11T09:09:00+01:00,CALL_115
ugucse,Straßenbeleuchtung,"Horfstraße, 76228 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T14:35:00+01:00,2016-11-16T09:43:00+01:00,CALL_115
a6x2ve,115 Straßenreinigung,"Karolingerstraße 5, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T14:30:00+01:00,2016-11-08T12:01:00+01:00,CALL_115
fmoboh,115 Abfallsammlung,"Stephanienstraße 98, 76133 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T14:02:00+01:00,2016-11-18T08:00:00+01:00,CALL_115
yaudss,115 Straßenreinigung,"Berliner Str. 10, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T13:51:00+01:00,2016-11-10T06:00:00+01:00,CALL_115
ih44iw,115 Abfallsammlung,"Lebrechtstraße 52, 76199 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T13:46:00+01:00,2017-01-11T09:09:00+01:00,CALL_115
lobxsc,115 Straßenreinigung,"Am Anger 27, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T13:42:00+01:00,2016-11-10T08:25:00+01:00,CALL_115
6azkfp,115 Straßenreinigung,"Rheinhafenstraße 171, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T13:13:00+01:00,2016-11-08T12:01:00+01:00,CALL_115
b2keup,Verunreinigungen,"Cäciliastraße 26, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T13:00:00+01:00,2016-11-08T12:00:00+01:00,CALL_115
erl4ok,Verunreinigungen,"Karl-Wilhelm-Straße 20, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T12:14:00+01:00,2016-11-08T14:04:00+01:00,CALL_115
p3asox,115 Abfallsammlung,"Rüppurrer Str. 87, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T12:11:00+01:00,2016-11-09T08:01:00+01:00,CALL_115
1pjegv,Beschilderung,"Augartenstraße 28, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T11:36:00+01:00,2016-11-09T11:47:00+01:00,CALL_115
gaszag,115 Straßenreinigung,"Am Dechantsberg 13, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T11:06:00+01:00,2016-11-07T14:03:00+01:00,CALL_115
qaf1xu,Verunreinigungen,"Tiefentalstraße, 76228 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T11:06:00+01:00,2016-11-10T08:28:00+01:00,CALL_115
bumggz,115 Abfallsammlung,"Brahmsstraße 14, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T11:00:00+01:00,2016-11-09T08:00:00+01:00,CALL_115
tglp8w,Verunreinigungen,"Brauerstraße 50, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T10:50:00+01:00,2016-11-08T07:02:00+01:00,MOBILE
ce2lcb,115 Straßenreinigung,"Oberfeldstraße 30, 76149 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T10:39:00+01:00,2016-11-10T06:37:00+01:00,CALL_115
kzgdpv,Beschilderung,"Schneidemühler Str. 31, 76139 Karlsruhe, Deutschland",Behoben,2016-11-07T10:24:00+01:00,2016-11-15T08:14:00+01:00,CALL_115
etgykf,Verunreinigungen,"Schlesier Str. 51, 76227 Karlsruhe, Deutschland",Eingetroffen,2016-11-07T10:05:00+01:00,2016-11-07T10:41:00+01:00,CALL_115
k4esr6,Straßenbeleuchtung,"Reinhold-Frank-Straße 38, 76133 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T10:01:00+01:00,2016-11-09T13:22:00+01:00,CALL_115
53iypb,115 Straßenreinigung,"Gellertstraße 16A, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T09:55:00+01:00,2016-11-07T12:00:00+01:00,CALL_115
ia8w3h,Verunreinigungen,"Elfmorgenbruchstraße, 76139 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T09:54:00+01:00,2016-11-08T14:31:00+01:00,WEB
5kkumb,115 Straßenreinigung,"Pfarrer-Graebener-Straße 14, 76149 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T09:46:00+01:00,2016-11-07T13:51:00+01:00,CALL_115
ogo6pt,115 Abfallsammlung,"Kriegsstraße 144, 76133 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T09:29:00+01:00,2016-11-08T17:46:00+01:00,CALL_115
2oc4rc,115 Straßenreinigung,"Sophienstraße 115, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T09:25:00+01:00,2016-11-15T14:10:00+01:00,CALL_115
zcplb2,115 Abfallsammlung,"Zimmerstraße 8, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T09:17:00+01:00,2016-11-09T08:07:00+01:00,CALL_115
atnv1q,115 Abfallsammlung,"Zirkel 3, 5, 7 und 9, Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T09:16:00+01:00,2016-11-08T08:07:00+01:00,CALL_115
ywhilv,115 Straßenreinigung,"Ettlinger Allee 7, 76199 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T08:57:00+01:00,2016-11-07T12:08:00+01:00,CALL_115
q8ku5w,115 Abfallsammlung,"Roonstraße 6, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T08:54:00+01:00,2016-11-07T09:49:00+01:00,CALL_115
9fy4js,115 Straßenreinigung,"Willi-Egler-Straße 8, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T08:52:00+01:00,2016-11-08T09:28:00+01:00,CALL_115
a2nnhn,Verunreinigungen,"Eisenlohrstraße 4, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T08:11:00+01:00,2017-01-19T14:08:00+01:00,CALL_115
tqe1ol,115 Abfallsammlung,"Knielinger Allee 4, 76133 Karlsruhe, Deutschland",Abgeschlossen,2016-11-07T07:58:00+01:00,2016-12-13T10:03:00+01:00,CALL_115
ejf1co,Verunreinigungen,"Neue-Anlage-Straße 71, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-11-06T22:21:00+01:00,2016-11-07T11:57:00+01:00,WEB
jft4mc,KA-Feedback Nutzerumfrage,"Degenfeldstraße 17, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-11-06T21:39:00+01:00,2016-11-06T21:39:00+01:00,MOBILE
